ASN,Left_Count,Right_Count,Total_Neighbors,Total_Paths
40275,1,0,1,50
215094,1,0,1,46
9288,1,0,1,245
16680,1,0,1,86
50785,1,0,1,446
264731,1,0,1,3147
19900,1,0,1,43
9617,1,0,1,5225
41654,1,0,1,138
269133,1,0,1,91
214342,1,0,1,51
145552,1,0,1,41
211410,1,0,1,180
59129,1,0,1,129
143572,1,0,1,41
273640,1,0,1,117
210006,1,0,1,150
143681,1,0,1,41
153279,1,0,1,45
267671,1,0,1,258
397400,1,0,1,88
59828,1,0,1,46
143832,1,0,1,41
151832,1,0,1,50
269305,1,0,1,254
205736,1,0,1,44
139013,1,0,1,45
144666,1,0,1,41
2165,1,0,1,721
207103,1,0,1,192
7939,1,0,1,2745
216031,1,0,1,135
202863,1,0,1,45
137049,1,0,1,132
36035,1,0,1,43
143920,1,0,1,41
268736,1,0,1,215
43523,1,0,1,46
143573,1,0,1,41
45403,1,0,1,1488
211089,1,0,1,47
39818,1,0,1,45
213404,1,0,1,86
201769,1,0,1,135
32016,1,0,1,352
270314,1,0,1,44
203511,1,0,1,44
29893,1,0,1,129
26997,1,0,1,43
6598,1,0,1,88
210024,1,0,1,46
396884,1,0,1,43
53055,1,0,1,1657
34975,1,0,1,150
145880,1,0,1,41
8771,1,0,1,499
273726,1,0,1,217
145545,1,0,1,41
196616,1,0,1,44
47186,1,0,1,45
208108,1,0,1,172
143952,1,0,1,41
53841,1,0,1,117
208478,1,0,1,43
42263,1,0,1,523
59537,1,0,1,45
211740,1,0,1,43
135835,1,0,1,46
145573,1,0,1,41
149782,1,0,1,44
215681,1,0,1,43
210638,1,0,1,43
140367,1,0,1,117
42121,1,0,1,48
145255,1,0,1,41
31347,1,0,1,50
17162,1,0,1,43
396211,1,0,1,44
9525,1,0,1,48
44911,1,0,1,88
213300,1,0,1,85
145515,1,0,1,41
49264,1,0,1,46
133541,1,0,1,44
200189,1,0,1,92
34767,1,0,1,131
145674,1,0,1,41
400063,1,0,1,130
131458,1,0,1,44
140521,1,0,1,117
266816,1,0,1,215
50657,1,0,1,100
3319,1,0,1,548
268245,1,0,1,83
142866,1,0,1,41
210470,1,0,1,47
61581,1,0,1,574
15017,1,0,1,171
144230,1,0,1,41
56491,1,0,1,100
17125,1,0,1,44
13986,1,0,1,99
43125,1,0,1,138
203079,1,0,1,44
213925,1,0,1,84
60017,1,0,1,45
262453,1,0,1,440
271781,1,0,1,41
209160,1,0,1,46
35264,1,0,1,89
44991,1,0,1,43
31715,1,0,1,1655
62334,1,0,1,235
35377,1,0,1,50
6867,1,0,1,131
144330,1,0,1,41
8453,1,0,1,400
396907,1,0,1,44
34117,1,0,1,45
327951,1,0,1,46
53361,1,0,1,200
263600,1,0,1,88
131780,1,0,1,2
34000,1,0,1,352
134498,1,0,1,43
153687,1,0,1,133
31887,1,0,1,44
12688,1,0,1,315
329172,1,0,1,46
145308,1,0,1,41
27545,1,0,1,44
151865,1,0,1,94
41127,1,0,1,96
402056,1,0,1,44
270322,1,0,1,259
54197,1,0,1,503
16824,1,0,1,450
23735,1,0,1,650
145810,1,0,1,41
134975,1,0,1,45
200421,1,0,1,90
196962,1,0,1,249
266647,1,0,1,235
60304,1,0,1,243
56942,1,0,1,48
143865,1,0,1,41
272878,1,0,1,44
50614,1,0,1,44
40626,1,0,1,50
273626,1,0,1,39
137185,1,0,1,225
131881,1,0,1,1
329274,1,0,1,180
150982,1,0,1,50
47245,1,0,1,460
23183,1,0,1,484
57722,1,0,1,222
269776,1,0,1,176
152933,1,0,1,94
400283,1,0,1,92
215148,1,0,1,4400
134563,1,0,1,88
23011,1,0,1,50
35468,1,0,1,44
207214,1,0,1,39
153407,1,0,1,43
146901,1,0,1,50
394365,1,0,1,44
399908,1,0,1,50
397742,1,0,1,88
142989,1,0,1,41
144151,1,0,1,41
205694,1,0,1,572
272330,1,0,1,293
26102,1,0,1,88
269137,1,0,1,418
205804,1,0,1,352
145929,1,0,1,41
146440,1,0,1,41
51727,1,0,1,46
25321,1,0,1,46
154089,1,0,1,44
21564,1,0,1,216
31563,1,0,1,214
154093,1,0,1,50
204018,1,0,1,44
32626,1,0,1,87
271870,1,0,1,46
263848,1,0,1,267
145916,1,0,1,41
146400,1,0,1,41
138148,1,0,1,87
18972,1,0,1,132
53612,1,0,1,235
402090,1,0,1,43
145364,1,0,1,41
44492,1,0,1,135
1553,1,0,1,44
272502,1,0,1,43
29792,1,0,1,83
49688,1,0,1,215
201521,1,0,1,180
205311,1,0,1,84
45566,1,0,1,405
401014,1,0,1,86
133113,1,0,1,92
23829,1,0,1,88
150042,1,0,1,90
143853,1,0,1,41
274571,1,0,1,39
271415,1,0,1,263
395490,1,0,1,132
141086,1,0,1,50
146052,1,0,1,41
48735,1,0,1,46
398116,1,0,1,245
43259,1,0,1,90
9708,1,0,1,1296
34791,1,0,1,46
207093,1,0,1,48
51340,1,0,1,48
59923,1,0,1,44
11803,1,0,1,44
397462,1,0,1,44
133324,1,0,1,45
401673,1,0,1,43
19359,1,0,1,43
26717,1,0,1,44
22815,1,0,1,44
36226,1,0,1,86
400917,1,0,1,43
198357,1,0,1,611
144087,1,0,1,41
398119,1,0,1,220
16657,1,0,1,176
136059,1,0,1,132
51670,1,0,1,45
39989,1,0,1,43
212606,1,0,1,49
6491,1,0,1,143
10110,1,0,1,132
266892,1,0,1,88
55793,1,0,1,50
198672,1,0,1,176
149984,1,0,1,54
264965,1,0,1,175
143540,1,0,1,41
273491,1,0,1,39
142793,1,0,1,41
34855,1,0,1,88
49266,1,0,1,45
200109,1,0,1,83
37264,1,0,1,180
142940,1,0,1,41
206062,1,0,1,43
52426,1,0,1,354
394438,1,0,1,43
42349,1,0,1,171
14143,1,0,1,86
24559,1,0,1,87
269781,1,0,1,44
143333,1,0,1,41
131261,1,0,1,150
62354,1,0,1,48
41177,1,0,1,50
395612,1,0,1,44
153809,1,0,1,100
151120,1,0,1,45
215441,1,0,1,51
265360,1,0,1,87
398112,1,0,1,50
35108,1,0,1,135
151429,1,0,1,41
143919,1,0,1,41
63842,1,0,1,176
149572,1,0,1,45
3952,1,0,1,44
199849,1,0,1,188
144155,1,0,1,41
143724,1,0,1,41
197847,1,0,1,50
33318,1,0,1,87
267361,1,0,1,87
29819,1,0,1,150
208119,1,0,1,45
34433,1,0,1,44
53911,1,0,1,176
153609,1,0,1,44
142294,1,0,1,84
146063,1,0,1,41
50623,1,0,1,94
53747,1,0,1,44
269953,1,0,1,252
61892,1,0,1,45
144644,1,0,1,41
151911,1,0,1,175
33439,1,0,1,44
141936,1,0,1,50
274479,1,0,1,39
40080,1,0,1,411
143935,1,0,1,41
36967,1,0,1,102
945,1,0,1,127
143244,1,0,1,41
144851,1,0,1,41
145747,1,0,1,41
35298,1,0,1,266
38626,1,0,1,221
43817,1,0,1,45
4569,1,0,1,44
152819,1,0,1,102
210842,1,0,1,3644
31518,1,0,1,133
1906,1,0,1,3300
153003,1,0,1,125
201263,1,0,1,83
142884,1,0,1,41
393622,1,0,1,50
400129,1,0,1,83
42939,1,0,1,45
42247,1,0,1,45
400559,1,0,1,44
21045,1,0,1,45
204152,1,0,1,180
36691,1,0,1,44
146183,1,0,1,41
63505,1,0,1,50
59869,1,0,1,223
43478,1,0,1,2687
150744,1,0,1,44
21631,1,0,1,88
144756,1,0,1,41
209671,1,0,1,176
26649,1,0,1,88
401415,1,0,1,1100
144351,1,0,1,41
205295,1,0,1,276
150324,1,0,1,50
210976,1,0,1,12236
397260,1,0,1,66
62251,1,0,1,78
269582,1,0,1,210
144211,1,0,1,41
40476,1,0,1,348
24708,1,0,1,319
32840,1,0,1,299
214632,1,0,1,46
206560,1,0,1,39
22656,1,0,1,43
200724,1,0,1,92
14955,1,0,1,215
139054,1,0,1,93
44425,1,0,1,144
205558,1,0,1,82
215700,1,0,1,47
22753,1,0,1,411
48333,1,0,1,92
137895,1,0,1,44
152715,1,0,1,132
468,1,0,1,44
270599,1,0,1,61
147194,1,0,1,90
144940,1,0,1,41
211227,1,0,1,44
49301,1,0,1,450
42159,1,0,1,680
134969,1,0,1,45
142083,1,0,1,44
16844,1,0,1,49
215339,1,0,1,44
26439,1,0,1,388
144643,1,0,1,41
56005,1,0,1,430
57435,1,0,1,47
266569,1,0,1,259
397645,1,0,1,88
56433,1,0,1,143
16821,1,0,1,132
4686,1,0,1,2196
133108,1,0,1,50
55775,1,0,1,43
144452,1,0,1,41
211558,1,0,1,44
33435,1,0,1,44
401446,1,0,1,81
215008,1,0,1,89
33270,1,0,1,43
134193,1,0,1,43
57081,1,0,1,87
142437,1,0,1,94
206156,1,0,1,44
63504,1,0,1,51
149277,1,0,1,129
150672,1,0,1,44
136126,1,0,1,150
56618,1,0,1,45
208643,1,0,1,45
51585,1,0,1,46
52767,1,0,1,86
146354,1,0,1,41
210738,1,0,1,1248
208189,1,0,1,518
202238,1,0,1,84
138026,1,0,1,135
398242,1,0,1,129
60644,1,0,1,45
40140,1,0,1,90
140378,1,0,1,117
54043,1,0,1,83
198804,1,0,1,86
12114,1,0,1,44
60861,1,0,1,50
17443,1,0,1,89
39119,1,0,1,44
56253,1,0,1,191
57726,1,0,1,51
17890,1,0,1,352
44048,1,0,1,47
400815,1,0,1,44
50687,1,0,1,44
202755,1,0,1,100
264471,1,0,1,179
397864,1,0,1,44
207930,1,0,1,50
133038,1,0,1,748
4879,1,0,1,44
398226,1,0,1,44
398070,1,0,1,88
204293,1,0,1,41
209485,1,0,1,172
150688,1,0,1,87
22354,1,0,1,129
60820,1,0,1,94
147034,1,0,1,360
143172,1,0,1,41
132926,1,0,1,48
274680,1,0,1,39
140861,1,0,1,39
134290,1,0,1,669
211447,1,0,1,82
146272,1,0,1,41
64076,1,0,1,100
51250,1,0,1,40
206536,1,0,1,46
12761,1,0,1,260
144968,1,0,1,41
32245,1,0,1,43
214256,1,0,1,180
45186,1,0,1,136
264208,1,0,1,132
22675,1,0,1,44
399763,1,0,1,50
145183,1,0,1,41
51256,1,0,1,45
63942,1,0,1,44
142839,1,0,1,41
140372,1,0,1,117
401904,1,0,1,27
143025,1,0,1,41
47068,1,0,1,50
210908,1,0,1,88
144885,1,0,1,41
142829,1,0,1,41
149488,1,0,1,83
197886,1,0,1,407
263038,1,0,1,352
264004,1,0,1,364
136016,1,0,1,45
152337,1,0,1,83
145992,1,0,1,41
144795,1,0,1,41
328304,1,0,1,88
397345,1,0,1,44
49205,1,0,1,134
142870,1,0,1,41
22038,1,0,1,176
37711,1,0,1,315
396491,1,0,1,43
39748,1,0,1,46
146041,1,0,1,41
4221,1,0,1,85
273736,1,0,1,195
2846,1,0,1,88
144005,1,0,1,41
57689,1,0,1,45
56671,1,0,1,48
20389,1,0,1,44
28417,1,0,1,792
25074,1,0,1,46
150484,1,0,1,98
41322,1,0,1,45
152944,1,0,1,43
152823,1,0,1,93
262245,1,0,1,83
43643,1,0,1,44
201424,1,0,1,88
63764,1,0,1,245
34410,1,0,1,479
131803,1,0,1,5
132284,1,0,1,50
47098,1,0,1,45
34591,1,0,1,223
63971,1,0,1,50
45154,1,0,1,90
145614,1,0,1,41
143066,1,0,1,41
145356,1,0,1,41
41733,1,0,1,5574
266870,1,0,1,222
58256,1,0,1,1409
267751,1,0,1,44
137234,1,0,1,84
145067,1,0,1,41
47956,1,0,1,7308
864,1,0,1,43
143358,1,0,1,41
25365,1,0,1,87
286,1,0,1,2
265800,1,0,1,314
398382,1,0,1,147
13671,1,0,1,88
215635,1,0,1,44
138550,1,0,1,46
24494,1,0,1,88
63387,1,0,1,48
42260,1,0,1,129
63348,1,0,1,44
204503,1,0,1,45
202575,1,0,1,46
198281,1,0,1,45
207776,1,0,1,90
200391,1,0,1,46
39557,1,0,1,45
202987,1,0,1,352
329130,1,0,1,135
200216,1,0,1,238
56925,1,0,1,39
53374,1,0,1,86
135288,1,0,1,44
204462,1,0,1,45
13254,1,0,1,135
24015,1,0,1,250
395333,1,0,1,130
146681,1,0,1,41
273040,1,0,1,156
263494,1,0,1,219
273829,1,0,1,87
31849,1,0,1,293
394586,1,0,1,44
27363,1,0,1,87
27301,1,0,1,43
36822,1,0,1,8
274787,1,0,1,273
215862,1,0,1,44
137213,1,0,1,133
48665,1,0,1,50
144111,1,0,1,41
145264,1,0,1,41
274361,1,0,1,39
216212,1,0,1,38
268881,1,0,1,45
206632,1,0,1,45
268759,1,0,1,44
49273,1,0,1,3680
204488,1,0,1,368
212741,1,0,1,45
60336,1,0,1,46
324,1,0,1,303
146087,1,0,1,41
43978,1,0,1,225
22129,1,0,1,171
137690,1,0,1,509
265562,1,0,1,376
151318,1,0,1,87
328399,1,0,1,188
1114,1,0,1,51
12771,1,0,1,45
268099,1,0,1,357
39629,1,0,1,124
399099,1,0,1,44
270981,1,0,1,135
47185,1,0,1,46
400628,1,0,1,44
29355,1,0,1,10807
328574,1,0,1,45
211474,1,0,1,39
213666,1,0,1,46
143437,1,0,1,41
196609,1,0,1,45
20177,1,0,1,88
49293,1,0,1,432
401712,1,0,1,49
395495,1,0,1,43
135961,1,0,1,44
265982,1,0,1,283
35265,1,0,1,47
215655,1,0,1,140
13953,1,0,1,83
46207,1,0,1,44
48271,1,0,1,350
142087,1,0,1,44
48867,1,0,1,45
43908,1,0,1,428
266872,1,0,1,389
210556,1,0,1,45
149854,1,0,1,131
58222,1,0,1,303
17237,1,0,1,94
22583,1,0,1,43
17584,1,0,1,2448
39887,1,0,1,645
137970,1,0,1,45
401786,1,0,1,93
16385,1,0,1,46
21791,1,0,1,43
43661,1,0,1,180
263538,1,0,1,178
273096,1,0,1,43
198822,1,0,1,46
54424,1,0,1,43
320,1,0,1,215
272214,1,0,1,40
45660,1,0,1,45
19102,1,0,1,88
266979,1,0,1,85
207281,1,0,1,46
29595,1,0,1,42
134320,1,0,1,225
137884,1,0,1,179
31476,1,0,1,94
213120,1,0,1,921
870,1,0,1,43
143980,1,0,1,41
26002,1,0,1,360
55111,1,0,1,43
138437,1,0,1,343
37717,1,0,1,3507
141434,1,0,1,49
153975,1,0,1,94
145684,1,0,1,41
203040,1,0,1,39
137402,1,0,1,117
61806,1,0,1,175
142848,1,0,1,41
210448,1,0,1,45
145116,1,0,1,41
32434,1,0,1,78
9334,1,0,1,50
208863,1,0,1,220
208839,1,0,1,81
145889,1,0,1,41
215975,1,0,1,43
198220,1,0,1,88
274336,1,0,1,84
150146,1,0,1,87
31598,1,0,1,50
22947,1,0,1,3
36070,1,0,1,44
60130,1,0,1,223
143901,1,0,1,41
329516,1,0,1,22
5656,1,0,1,236
8035,1,0,1,43
16331,1,0,1,45
150269,1,0,1,54
143248,1,0,1,41
197947,1,0,1,44
140831,1,0,1,88
198137,1,0,1,132
140530,1,0,1,117
199575,1,0,1,88
48450,1,0,1,96
57646,1,0,1,90
131225,1,0,1,50
143720,1,0,1,41
136637,1,0,1,132
212796,1,0,1,89
18329,1,0,1,529
211583,1,0,1,47
152125,1,0,1,49
198558,1,0,1,39
49043,1,0,1,44
139501,1,0,1,92
137475,1,0,1,49
57225,1,0,1,80
144972,1,0,1,41
398366,1,0,1,44
205550,1,0,1,92
140197,1,0,1,527
144627,1,0,1,41
395650,1,0,1,264
135134,1,0,1,217
142837,1,0,1,41
8549,1,0,1,44
400540,1,0,1,93
26165,1,0,1,88
208675,1,0,1,188
22187,1,0,1,88
205164,1,0,1,44
396915,1,0,1,50
149549,1,0,1,132
145250,1,0,1,41
201449,1,0,1,44
150316,1,0,1,133
393764,1,0,1,44
142909,1,0,1,41
397503,1,0,1,44
45690,1,0,1,44
273729,1,0,1,87
206797,1,0,1,46
24879,1,0,1,44
263485,1,0,1,336
139082,1,0,1,50
210198,1,0,1,83
39847,1,0,1,174
327953,1,0,1,50
13406,1,0,1,51
207786,1,0,1,92
197854,1,0,1,85
134139,1,0,1,177
46478,1,0,1,43
144607,1,0,1,41
40206,1,0,1,43
272172,1,0,1,117
396461,1,0,1,492
14209,1,0,1,259
145781,1,0,1,41
151623,1,0,1,44
141592,1,0,1,134
267171,1,0,1,246
11106,1,0,1,87
19430,1,0,1,220
26005,1,0,1,43
140605,1,0,1,45
57161,1,0,1,45
135437,1,0,1,384
212886,1,0,1,131
393782,1,0,1,44
145155,1,0,1,41
52479,1,0,1,42
150007,1,0,1,133
209629,1,0,1,45
274731,1,0,1,39
41359,1,0,1,45
199351,1,0,1,50
208217,1,0,1,48
49570,1,0,1,46
19286,1,0,1,43
3635,1,0,1,84
31038,1,0,1,45
33727,1,0,1,70
138378,1,0,1,3
145601,1,0,1,41
22111,1,0,1,132
145107,1,0,1,41
270900,1,0,1,129
32470,1,0,1,88
144528,1,0,1,41
15136,1,0,1,43
143502,1,0,1,41
33645,1,0,1,132
264967,1,0,1,175
272121,1,0,1,43
204401,1,0,1,45
62324,1,0,1,46
152410,1,0,1,99
401452,1,0,1,37
401746,1,0,1,90
55794,1,0,1,168
208719,1,0,1,93
393972,1,0,1,172
42364,1,0,1,45
145673,1,0,1,41
215594,1,0,1,46
263200,1,0,1,44
271199,1,0,1,219
271468,1,0,1,351
394778,1,0,1,1936
882,1,0,1,43
196737,1,0,1,180
49330,1,0,1,50
56721,1,0,1,44
396541,1,0,1,3
17279,1,0,1,129
25599,1,0,1,45
135552,1,0,1,43
142841,1,0,1,41
399274,1,0,1,210
399539,1,0,1,43
58181,1,0,1,138
136712,1,0,1,132
925,1,0,1,44
36681,1,0,1,43
17565,1,0,1,51
41195,1,0,1,165
143126,1,0,1,41
46345,1,0,1,90
273995,1,0,1,143
9435,1,0,1,903
212693,1,0,1,129
59490,1,0,1,44
62846,1,0,1,46
35663,1,0,1,83
214719,1,0,1,175
145467,1,0,1,41
211068,1,0,1,43
150386,1,0,1,45
269214,1,0,1,347
398901,1,0,1,44
143799,1,0,1,41
138653,1,0,1,44
60597,1,0,1,200
205353,1,0,1,46
41716,1,0,1,47
154154,1,0,1,49
142916,1,0,1,41
396148,1,0,1,43
212506,1,0,1,45
146335,1,0,1,41
144480,1,0,1,41
143928,1,0,1,41
273570,1,0,1,195
272183,1,0,1,39
29242,1,0,1,51
145946,1,0,1,41
54885,1,0,1,687
42387,1,0,1,488
201296,1,0,1,90
59889,1,0,1,87
206675,1,0,1,171
200559,1,0,1,83
23207,1,0,1,837
149658,1,0,1,44
135910,1,0,1,41
271127,1,0,1,164
400265,1,0,1,43
30312,1,0,1,218
210676,1,0,1,88
151154,1,0,1,90
268088,1,0,1,361
273244,1,0,1,174
269653,1,0,1,164
202101,1,0,1,135
41212,1,0,1,48
202505,1,0,1,49
12101,1,0,1,44
267893,1,0,1,49
397023,1,0,1,125
150116,1,0,1,44
271368,1,0,1,261
207646,1,0,1,133
209456,1,0,1,44
399067,1,0,1,88
263773,1,0,1,44
197662,1,0,1,88
51100,1,0,1,309
48365,1,0,1,270
132409,1,0,1,50
154049,1,0,1,7729
208425,1,0,1,1136
272417,1,0,1,43
51819,1,0,1,2480
11784,1,0,1,44
273058,1,0,1,43
147096,1,0,1,152
10112,1,0,1,44
142865,1,0,1,41
154103,1,0,1,93
134641,1,0,1,51
19368,1,0,1,176
146580,1,0,1,41
145819,1,0,1,41
149173,1,0,1,184
144345,1,0,1,41
132765,1,0,1,129
203874,1,0,1,87
269849,1,0,1,44
266447,1,0,1,45
135587,1,0,1,45
16834,1,0,1,43
7607,1,0,1,44
55075,1,0,1,43
201307,1,0,1,50
136267,1,0,1,222
142585,1,0,1,44
61140,1,0,1,45
210212,1,0,1,46
63291,1,0,1,44
23644,1,0,1,98
146130,1,0,1,41
263671,1,0,1,217
62157,1,0,1,47
24548,1,0,1,50
62725,1,0,1,43
146565,1,0,1,41
274357,1,0,1,38
210596,1,0,1,38
23561,1,0,1,672
150171,1,0,1,47
197591,1,0,1,50
199606,1,0,1,219
153608,1,0,1,50
50791,1,0,1,44
143979,1,0,1,41
145051,1,0,1,41
57451,1,0,1,46
139887,1,0,1,762
52812,1,0,1,133
215581,1,0,1,41
197865,1,0,1,49
21822,1,0,1,86
206431,1,0,1,92
397543,1,0,1,45
63307,1,0,1,44
142292,1,0,1,86
21664,1,0,1,168
38818,1,0,1,220
50783,1,0,1,183
12790,1,0,1,48
270565,1,0,1,135
154255,1,0,1,88
55523,1,0,1,301
269143,1,0,1,231
328864,1,0,1,50
18493,1,0,1,188
150721,1,0,1,150
60972,1,0,1,44
36162,1,0,1,88
42640,1,0,1,90
145624,1,0,1,41
262955,1,0,1,168
267045,1,0,1,87
196726,1,0,1,100
146703,1,0,1,41
9735,1,0,1,264
140141,1,0,1,45
201023,1,0,1,45
50846,1,0,1,45
19589,1,0,1,88
152989,1,0,1,41
45998,1,0,1,48
57993,1,0,1,184
58187,1,0,1,45
152928,1,0,1,92
394133,1,0,1,176
146083,1,0,1,41
143944,1,0,1,41
142586,1,0,1,43
274186,1,0,1,45
58253,1,0,1,47
60970,1,0,1,46
31688,1,0,1,637
394637,1,0,1,90
135194,1,0,1,88
141045,1,0,1,100
207583,1,0,1,39
3265,1,0,1,758
271589,1,0,1,307
201194,1,0,1,177
144340,1,0,1,41
50884,1,0,1,135
145060,1,0,1,41
138029,1,0,1,123
204124,1,0,1,44
266076,1,0,1,44
4729,1,0,1,90
47277,1,0,1,84
214720,1,0,1,128
271144,1,0,1,297
19264,1,0,1,44
269828,1,0,1,168
14457,1,0,1,86
204553,1,0,1,47
20134,1,0,1,450
41705,1,0,1,172
144266,1,0,1,41
203558,1,0,1,94
135462,1,0,1,123
55920,1,0,1,200
21935,1,0,1,44
146523,1,0,1,41
395242,1,0,1,44
48865,1,0,1,45
1215,1,0,1,171
203564,1,0,1,38
29601,1,0,1,572
42329,1,0,1,180
17209,1,0,1,88
47857,1,0,1,51
398216,1,0,1,211
197831,1,0,1,264
14002,1,0,1,44
213180,1,0,1,46
328660,1,0,1,45
208914,1,0,1,468
399840,1,0,1,82
145240,1,0,1,41
208524,1,0,1,45
25894,1,0,1,45
137852,1,0,1,130
60980,1,0,1,48
137313,1,0,1,50
3190,1,0,1,133
153535,1,0,1,43
22743,1,0,1,44
397721,1,0,1,101
136305,1,0,1,90
133805,1,0,1,45
25166,1,0,1,50
61161,1,0,1,537
148976,1,0,1,83
329075,1,0,1,180
150926,1,0,1,50
143383,1,0,1,41
35334,1,0,1,220
136000,1,0,1,1528
142775,1,0,1,41
133535,1,0,1,47
61722,1,0,1,215
133216,1,0,1,43
145690,1,0,1,41
50428,1,0,1,86
329011,1,0,1,48
272576,1,0,1,39
143897,1,0,1,41
144936,1,0,1,41
1670,1,0,1,44
51433,1,0,1,47
145194,1,0,1,41
137415,1,0,1,44
9302,1,0,1,88
131199,1,0,1,544
212258,1,0,1,46
143115,1,0,1,41
201015,1,0,1,94
50460,1,0,1,44
400959,1,0,1,44
15147,1,0,1,530
44247,1,0,1,734
210793,1,0,1,180
202974,1,0,1,47
41645,1,0,1,92
16463,1,0,1,132
22265,1,0,1,43
43815,1,0,1,143
65402,1,0,1,10
264370,1,0,1,44
13769,1,0,1,88
54344,1,0,1,39
25647,1,0,1,44
201455,1,0,1,138
137582,1,0,1,88
135141,1,0,1,51
212115,1,0,1,184
211559,1,0,1,1465
396752,1,0,1,2
271996,1,0,1,123
144707,1,0,1,44
268118,1,0,1,134
142610,1,0,1,44
204243,1,0,1,84
23403,1,0,1,81
140118,1,0,1,45
146940,1,0,1,45
59641,1,0,1,48
13063,1,0,1,44
29903,1,0,1,396
30662,1,0,1,43
214154,1,0,1,47
143340,1,0,1,41
273411,1,0,1,39
177,1,0,1,78
29162,1,0,1,43
41272,1,0,1,174
145937,1,0,1,41
365,1,0,1,171
53863,1,0,1,301
47816,1,0,1,123
133396,1,0,1,200
144484,1,0,1,41
47233,1,0,1,43
213341,1,0,1,39
31198,1,0,1,322
209299,1,0,1,49
272345,1,0,1,86
200778,1,0,1,46
58700,1,0,1,89
209335,1,0,1,131
51817,1,0,1,43
45484,1,0,1,135
398844,1,0,1,348
141219,1,0,1,135
210605,1,0,1,46
143515,1,0,1,41
26449,1,0,1,85
395146,1,0,1,43
25344,1,0,1,46
146533,1,0,1,41
214050,1,0,1,43
154164,1,0,1,42
24111,1,0,1,44
199889,1,0,1,84
23563,1,0,1,9312
267021,1,0,1,252
54271,1,0,1,132
153088,1,0,1,45
133126,1,0,1,90
393937,1,0,1,44
144130,1,0,1,41
149580,1,0,1,45
39508,1,0,1,313
271674,1,0,1,313
139402,1,0,1,88
60643,1,0,1,60
41476,1,0,1,138
51772,1,0,1,47
19846,1,0,1,50
142089,1,0,1,44
36607,1,0,1,44
29024,1,0,1,180
40945,1,0,1,655
50879,1,0,1,100
215912,1,0,1,43
143748,1,0,1,41
206817,1,0,1,48
46848,1,0,1,44
153978,1,0,1,138
143719,1,0,1,41
45407,1,0,1,143
18394,1,0,1,88
202162,1,0,1,46
47900,1,0,1,51
204395,1,0,1,44
45398,1,0,1,44
143600,1,0,1,41
136646,1,0,1,178
56950,1,0,1,42
137569,1,0,1,45
40711,1,0,1,88
212963,1,0,1,42
153430,1,0,1,41
132056,1,0,1,317
143061,1,0,1,41
58277,1,0,1,90
197167,1,0,1,46
398460,1,0,1,50
206542,1,0,1,46
51503,1,0,1,96
49840,1,0,1,354
267919,1,0,1,176
215602,1,0,1,92
144733,1,0,1,41
329573,1,0,1,50
52049,1,0,1,47
146073,1,0,1,41
15272,1,0,1,44
209703,1,0,1,129
211562,1,0,1,301
134135,1,0,1,344
143699,1,0,1,41
200591,1,0,1,43
140864,1,0,1,50
8917,1,0,1,45
26091,1,0,1,216
270251,1,0,1,192
207377,1,0,1,44
150695,1,0,1,45
137903,1,0,1,42
209645,1,0,1,43
209055,1,0,1,219
139741,1,0,1,175
143985,1,0,1,41
11466,1,0,1,98
203961,1,0,1,84
198048,1,0,1,51
204675,1,0,1,92
144992,1,0,1,41
398750,1,0,1,89
145730,1,0,1,41
203506,1,0,1,46
209493,1,0,1,90
145460,1,0,1,41
145072,1,0,1,41
211432,1,0,1,39
262758,1,0,1,281
266716,1,0,1,180
151706,1,0,1,90
154161,1,0,1,90
57670,1,0,1,300
25850,1,0,1,44
52537,1,0,1,195
29615,1,0,1,43
153851,1,0,1,127
153330,1,0,1,43
42875,1,0,1,49
395687,1,0,1,166
58658,1,0,1,299
212696,1,0,1,47
17667,1,0,1,44
134117,1,0,1,172
131835,1,0,1,51
26483,1,0,1,43
150434,1,0,1,878
27686,1,0,1,5
215299,1,0,1,85
399185,1,0,1,88
48812,1,0,1,90
209374,1,0,1,46
215747,1,0,1,177
46433,1,0,1,2640
40085,1,0,1,43
273880,1,0,1,44
145137,1,0,1,41
273270,1,0,1,80
33438,1,0,1,276
144347,1,0,1,41
137641,1,0,1,44
140173,1,0,1,90
149927,1,0,1,51
203032,1,0,1,45
144602,1,0,1,41
205936,1,0,1,43
54308,1,0,1,44
48553,1,0,1,132
132536,1,0,1,945
202852,1,0,1,46
149554,1,0,1,45
266303,1,0,1,360
14538,1,0,1,43
212428,1,0,1,46
394727,1,0,1,2078
139302,1,0,1,127
54760,1,0,1,43
210907,1,0,1,44
138138,1,0,1,91
7799,1,0,1,550
202718,1,0,1,87
207202,1,0,1,47
267859,1,0,1,350
399304,1,0,1,47
272639,1,0,1,42
11471,1,0,1,672
143871,1,0,1,41
41578,1,0,1,49
199270,1,0,1,303
206815,1,0,1,83
147052,1,0,1,45
28847,1,0,1,213
213682,1,0,1,46
40887,1,0,1,88
1637,1,0,1,5231
29108,1,0,1,1520
145649,1,0,1,41
145702,1,0,1,41
64077,1,0,1,89
6838,1,0,1,949
266432,1,0,1,45
151196,1,0,1,346
400938,1,0,1,127
154295,1,0,1,150
270785,1,0,1,87
200800,1,0,1,42
39435,1,0,1,3177
329413,1,0,1,46
146540,1,0,1,41
145374,1,0,1,41
35660,1,0,1,294
