asn,name,class,cc
AS24142,"Rm205,NO.256,PuDong Road(South),Shanghai 200120 P.R.China",Unknown,CN
AS24143,Qingdao Cable TV Network Center,Unknown,CN
AS24144,"Wuhan LSHIY Network Technology Co., Ltd.",Unknown,CN
AS24147,"BEIJING CBD TELECOM CO,.LTD",Unknown,CN
AS24149,Internet Domain Name System Beijing Engineering Resrarch Center Ltd.,Unknown,CN
AS2415,Renater,Unknown,EU
AS24150,"1 TianXianQiao BinHe Road,Chengdu,SiChuan",Unknown,CN
AS24151,China Internet Network Infomation Center,Unknown,CN
AS24152,Computer Network Information Center of,Unknown,CN
AS24153,"AY SHANG SHIANG MAU CO., LTD.",Unknown,TW
AS24154,"Asia Pacific Broadband Fixed Lines Co., Ltd.",Unknown,TW
AS24155,Asia Pacific Broadband Wireless Communications Inc,Unknown,TW
AS24156,Sony Taiwan Limited,Unknown,TW
AS24157,Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.),Eyeball,TW
AS24158,"Taiwan Mobile Co., Ltd.",Eyeball,TW
AS24159,Tong Ya Cable T.V. Co.Ltd,Unknown,TW
AS2416,Renater,Unknown,EU
AS24160,Chi Mei Corporation,Unknown,TW
AS24161,"New Century InfoComm Tech Co., Ltd.",Unknown,TW
AS24162,"Mingxi Technology Co., Ltd.",Unknown,TW
AS24163,UNION BROADBAND NETWORK,Eyeball,TW
AS24164,UNION BROADBAND NETWORK,Eyeball,TW
AS24165,UNION BROADBAND NETWORK,Eyeball,TW
AS24166,"KE-ing Co , Ltd",Unknown,TW
AS24167,Academia Sinica,Unknown,TW
AS24168,Cloudmax Inc.,Unknown,TW
AS24169,Chuan Chan Co. Ltd.,Unknown,TW
AS2417,Renater,Unknown,EU
AS24170,"New Century InfoComm Tech. Co., Ltd.",Unknown,TW
AS24171,Ming Yi Tea Farm,Unknown,TW
AS24172,Chuan Chan Co. Ltd.,Unknown,TW
AS24173,Netnam Company,Unknown,VN
AS24174,Dong A Commercial Join Stock Bank,Unknown,VN
AS24175,National Agency for Scientific and Technological Information,Unknown,VN
AS24176,Branch of Netnam Company in Ho Chi Minh City,Unknown,VN
AS24177,iNET Media Company Ltd,Unknown,VN
AS24178,Godrej Infotech limited,Unknown,IN
AS24179,"IMI, Manufacturing Semiconductors and Electronics",Unknown,PH
AS2418,Renater,Unknown,EU
AS24180,ccTLD-ID Anycast ASN,Unknown,ID
AS24181,CELLO GROUP LIMITED,Unknown,NZ
AS24182,Interpublic GIS,Unknown,HK
AS24183,DTS LTD,Unknown,NZ
AS24184,"National Centre for Information Technology, Male', Maldives",Unknown,MV
AS24185,Oracle Corporation,Unknown,IN
AS24186,RailTel Corporation of India Ltd,Eyeball,IN
AS24187,KIRZ Service Provider,Unknown,TH
AS24188,Equinix Asia Pacific,Unknown,HK
AS24189,"IBM New Zealand Limited,",Unknown,NZ
AS2419,Renater,Unknown,EU
AS24190,The Stock Exchange of Thailand,Unknown,TH
AS24192,Solarix Networks Limited,Unknown,NZ
AS24193,Sify Limited Service Provider India,Unknown,IN
AS24194,MAGICNET - Triple Play,Unknown,ID
AS24195,PT Dhecyber Flow Indonesia,Unknown,ID
AS24196,PT Global Cibubur Access,Unknown,ID
AS24197,"Elka Prakarsa Utama, PT",Unknown,ID
AS24198,PT Datakom Padma Jaya,Carrier,ID
AS24199,PT Dini Nusa Kusuma,Eyeball,ID
AS242,SUPSHIP,Unknown,US
AS2420,Renater,Unknown,EU
AS24200,PT Cakramedia Indocyber,Eyeball,ID
AS24201,PT Andalas Media Informatika,Eyeball,ID
AS24202,PT Pasifiktel Indotama,Eyeball,ID
AS24203,PT XL Axiata Tbk,Eyeball,ID
AS24204,PT Satnetcom Balikpapan,Eyeball,ID
AS24205,PT. Bank Permata Tbk.,Unknown,ID
AS24206,Channel-11,Eyeball,ID
AS24207,PT NettoCyber Indonesia,Eyeball,ID
AS24208,PT XL Axiata Tbk,Unknown,ID
AS24209,PT Inter Media Lintas Nusa,Eyeball,ID
AS2421,Renater,Unknown,EU
AS24210,PT Angkasa Sarana Teknik Komunikasi,Eyeball,ID
AS24211,PT Detik Ini Juga,Content,ID
AS24212,PT Jasnita Telekomindo Tbk,Eyeball,ID
AS24213,PT Arsen Kusuma Indonesia,Carrier,ID
AS24214,CSLOXINFO,Unknown,TH
AS24215,Amcom Telecommunications Ltd.,Unknown,AU
AS24216,"Mumbai, IN",Unknown,IN
AS24218,Global Transit Communications - Malaysia,Unknown,MY
AS24219,Fiveways International Limited,Unknown,AU
AS2422,Renater,Unknown,EU
AS24220,Hostcentral,Unknown,AU
AS24221,ePLDT Azure Stack,Unknown,PH
AS24222,OFFICETIGER DATABASE SYSTEMS INDIA PVT LTD,Unknown,IN
AS24223,"Personal Broadband Australia, iBusrt Wireless Network provider.",Unknown,AU
AS24224,EdgeIX Route Server,Unknown,AU
AS24225,ABS/SMA-INDONESIA,Unknown,ID
AS24226,Catalyst.Net Ltd,Unknown,NZ
AS24227,Australian Defence Organisation,Unknown,AU
AS24228,Anticlockwise Pty Ltd,Unknown,AU
AS24229,"IX-layers, Inc.",Unknown,JP
AS2423,Renater,Unknown,EU
AS24230,Australian Defence Organisation,Unknown,AU
AS24231,Fiveways International Limited,Unknown,AU
AS24232,"Frankfurt, DL",Unknown,IN
AS24233,SUPERLOOP (BigAir),Unknown,AU
AS24234,OMNIconnect VIC Peering Transit AS,Unknown,AU
AS24235,CHIEF Telecom Inc.,Unknown,TW
AS24236,Yahoo Bangalore Network Monitoring Center,Unknown,IN
AS24237,Siam City Cement Public Company Limited (SCCC),Unknown,TH
AS24238,Dedicated Servers - Brisbane,Unknown,AU
AS24239,TWD2 Education and Research Network,Unknown,CN
AS2424,Renater,Unknown,EU
AS24240,SUPERLOOP (AUSTRALIA) PTY LTD,Unknown,AU
AS24242,Passion Only Pty Ltd,Unknown,AU
AS24243,"Telarus Pty Ltd. xDSL Provider, Australia",Unknown,AU
AS24245,PacketFabric (Hong Kong) Limited,Unknown,HK
AS24246,PacketFabric (Hong Kong) Limited,Carrier,HK
AS24247,PacketFabric (Hong Kong) Limited,Unknown,HK
AS24248,Wakayama University,Unknown,JP
AS24249,"JWAY co., Ltd.",Eyeball,JP
AS2425,Renater,Unknown,EU
AS24250,"Miyagin Digital Solutions Co.,Ltd.",Unknown,JP
AS24251,Iwakuni Cable Network Corporation,Unknown,JP
AS24252,"Japan Registry Service Co., Ltd.",Unknown,JP
AS24253,J-Stream Inc.,Unknown,JP
AS24254,Kyoto Sangyo University,Unknown,JP
AS24255,Tannan Cable Television Corporation,Eyeball,JP
AS24256,SOFTBANK Corp.,Unknown,JP
AS24257,"Japan Internet Xing Co., Ltd.",Unknown,JP
AS24259,kanuma cable television Corporation,Eyeball,JP
AS2426,Renater,Unknown,EU
AS24260,Board of trusty: Kinjo-Gakuen,Unknown,JP
AS24261,Mie University,Unknown,JP
AS24262,"HAMANASU INFORMATION Co., Ltd.",Unknown,JP
AS24263,"HONDA MOTOR Co., Ltd.",Unknown,JP
AS24264,Kanazawa Institute of Technology,Unknown,JP
AS24265,NTT Communications Corporation,Unknown,JP
AS24268,National University Corporation Shizuoka University,Unknown,JP
AS2427,Renater,Unknown,EU
AS24270,"CRC Solutions Corp.,",Unknown,JP
AS24271,Iruma CATV co.,Eyeball,JP
AS24273,CANON INC.,Unknown,JP
AS24275,TOTO LTD.,Unknown,JP
AS24276,"JCOM Co., Ltd.",Eyeball,JP
AS24277,Okinawa Cable Network Inc.,Eyeball,JP
AS24278,USEN CORPORATION,Unknown,JP
AS24279,"SENDAI CATV CO.,LTD.",Unknown,JP
AS2428,Renater,Unknown,EU
AS24280,"Hitachi Systems, Ltd.",Unknown,JP
AS24282,KAGOYA JAPAN Inc.,Unknown,JP
AS24283,"Mieden Co.,Ltd.",Unknown,JP
AS24284,"CyberAgent, Inc.",Unknown,JP
AS24286,"Weathernews,Inc.",Unknown,JP
AS24287,National Institute of Informatics,Unknown,JP
AS24288,"Accutechs Co., Ltd.",Unknown,JP
AS24289,"Kagawa T.V Broadcast Network Co,.Ltd",Eyeball,JP
AS2429,Renater,Unknown,EU
AS24290,"Heart Network Co.,LTD",Eyeball,JP
AS24291,"MITSUI & CO., LTD.",Unknown,JP
AS24295,"PacketFabric (Japan) Co., Ltd.",Unknown,JP
AS24296,LY Corporation,Unknown,JP
AS24297,University Public Corporation Osaka,Unknown,JP
AS24298,"Apollo Global Net AS, Application Service Provider, Manila",Unknown,PH
AS24299,"Internet Solution & Service Provider Co., Ltd",Unknown,TH
AS243,"L3Harris Technologies, Inc.",Unknown,US
AS2430,Renater,Unknown,EU
AS24300,Kyndryl INC,Unknown,US
AS24301,Beijing Haidian Broadband Network,Unknown,CN
AS24302,CRIS-CERNET,Unknown,CN
AS24303,Gold Corporation,Unknown,AU
AS24304,Arrow Asia Hong Kong AS.,Unknown,HK
AS24305,EdgeIX Pty Ltd,Unknown,AU
AS24306,SKYBroadband SKYCable Corporation,Unknown,PH
AS24307,AFTAB IT AS Number for BDIX Peering,Unknown,BD
AS24308,Daffodil Online AS for BDIX Connection,Unknown,BD
AS24309,Atria Convergence Technologies,Eyeball,IN
AS2431,Renater,Unknown,EU
AS24310,Net-Glyph Data Center,Unknown,CN
AS24311,China Mobile Communications Corporation IPv6 network,Unknown,CN
AS24312,www.axgn.com.sg,Unknown,SG
AS24313,NSW Department of Education,Unknown,AU
AS24314,University Pendidikan Sultan Idris,Unknown,MY
AS24315,Ciphertel Pty Ltd,Unknown,AU
AS24316,Powerlink Queensland,Unknown,AU
AS24318,Ministry of Education,Unknown,NZ
AS24319,Akamai Technologies Tokyo ASN,Unknown,SG
AS2432,Renater,Unknown,EU
AS24320,"Railcom - Commercial Center,",Unknown,MN
AS24321,OCE Sdn Bhd ISP,Eyeball,MY
AS24322,Infininet Global Pty Ltd,Unknown,AU
AS24323,aamra networks limited,Eyeball,BD
AS24324,Kordia Limited,Unknown,NZ
AS24325,"AZ Communications CO. Ltd, No 6C, Street 392, Boeung",Unknown,KH
AS24326,"TT&T PUBLIC COMPANY LIMITED 252/30 Muang Thai-Phatra Complex Tower1 24 Flr, Ratchadaphisek Road, Huaykwang, Bangkok.",Unknown,TH
AS24327,FIRST ADVANTAGE GLOBAL OPERATING CENTER PRIVATE LIMITED,Unknown,IN
AS24328,Yala Rajabhat University Education,Unknown,TH
AS2433,Renater,Unknown,EU
AS24330,5G NETWORK OPERATIONS PTY LTD,Unknown,AU
AS24331,eBay Inc ASIA ASN eCommerce San Jose,Unknown,SG
AS24332,Lason Inc,Unknown,IN
AS24333,Seek Limited,Unknown,AU
AS24334,Cyberport Hong Kong,Unknown,HK
AS24335,Customer AS,Unknown,MO
AS24336,"DIGITALBANK, Inc., Regional ISP in Japan",Unknown,JP
AS24337,"Skytelecom , Transit provider and ISP in Vientiene.",Unknown,LA
AS24338,Probe Contact Solutions Australia Pty Ltd,Unknown,AU
AS2434,Renater,Unknown,EU
AS24340,Optus Customer Network,Unknown,AU
AS24341,All Interactive Networks,Unknown,AU
AS24342,BRACNet Limited,Eyeball,BD
AS24343,B Digital Pty Ltd,Unknown,AU
AS24344,Chiangmai Rajabhat University,Unknown,TH
AS24345,Fasthost Limited,Unknown,HK
AS24346,CrossCity Motorway,Unknown,AU
AS24347,Capgemini New Zealand Limited,Unknown,NZ
AS24348,CERNET2 IX at Tsinghua University,Unknown,CN
AS24349,CERNET2 IX at Peking University,Unknown,CN
AS2435,Renater,Unknown,EU
AS24350,CERNET2 IX at Beijing University of Posts and Telecommunications,Unknown,CN
AS24351,CERNET2 IX at Beijing University of Aeronautics and Astronautics,Unknown,CN
AS24352,CERNET2 IX at Tianjin University,Unknown,CN
AS24353,CERNET2 IX at Xi'an Jiaotong University,Unknown,CN
AS24354,CERNET2 IX at Lanzhou University,Unknown,CN
AS24355,CERNET2 IX at University of Electronic Science and Technology of China,Unknown,CN
AS24356,CERNET2 IX at Chongqing University,Unknown,CN
AS24357,CERNET2 IX at South China University of Technology,Unknown,CN
AS24358,CERNET2 IX at Huazhong University of Science and Technology,Unknown,CN
AS24359,CERNET2 IX at Central South University,Unknown,CN
AS2436,Renater,Unknown,EU
AS24360,CERNET2 IX at Zhengzhou University,Unknown,CN
AS24361,CERNET2 IX at Southeast University,Unknown,CN
AS24362,CERNET2 IX at University of Science and Technology of China,Unknown,CN
AS24363,CERNET2 IX at Shandong University,Unknown,CN
AS24364,CERNET2 IX at Shanghai Jiaotong University,Eyeball,CN
AS24365,CERNET2 IX at Fudan University,Unknown,CN
AS24366,CERNET2 IX at Tongji University,Unknown,CN
AS24367,CERNET2 IX at Zhejiang University,Unknown,CN
AS24368,CERNET2 IX at Xiamen University,Unknown,CN
AS24369,CERNET2 IX at Northeast University,Unknown,CN
AS2437,Renater,Unknown,EU
AS24370,CERNET2 IX at Dalian University of Technology,Unknown,CN
AS24371,CERNET2 IX at Jilin University,Unknown,CN
AS24372,CERNET2 IX at Harbin Institute of Technology,Unknown,CN
AS24373,"ADC GROUP CO.,LIMITED",Unknown,HK
AS24374,HCLBPO-IN,Unknown,IN
AS24375,"Liberty Financial Pty Ltd, Financial Services,",Unknown,AU
AS24376,Yahoo China Datacenter,Unknown,US
AS24377,Bayan Telecommunications - Tantra AS,Unknown,PH
AS24378,Total Access Communication PLC.,Eyeball,TH
AS24379,JasTel Network,Unknown,TH
AS2438,Renater,Unknown,EU
AS24380,Sohonet Asia Pacific IP network,Unknown,AU
AS24381,BGP.Exchange,Unknown,AU
AS24382,Big Media Limited,Unknown,BD
AS24384,Dunedin Peering Exchange,Unknown,NZ
AS24385,Smartlinx3 - Wellington Regional Internet Exchange,Unknown,NZ
AS24386,Networker,Unknown,NZ
AS24387,SDN Internet Exchange,Unknown,NZ
AS24388,Christchurch Internet Exchange,Unknown,NZ
AS24389,GP (GrameenPhone Ltd),Eyeball,BD
AS2439,Renater,Unknown,EU
AS24390,The University of the South Pacific,Unknown,FJ
AS24391,Capgemini Technology Services India Limited,Unknown,IN
AS24392,"Ankhnet Informations Pvt. Ltd., Internet Service",Unknown,IN
AS24393,The Secretariat of House of the Representive,Unknown,TH
AS24394,DEPARTMENT OF THE PREMIER AND CABINET,Unknown,AU
AS24395,SkyMesh Pty Ltd,Unknown,AU
AS24396,Bank of China (Hong Kong) Limited,Content,HK
AS24397,Software Technology Parks of India-Lucknow,Unknown,IN
AS24398,Auckland University of Technology,Unknown,NZ
AS24399,Asia Broadcast Networks Peering AS,Unknown,HK
AS244,United States Department of Defense (DoD),Unknown,US
AS2440,Renater,Unknown,EU
AS24400,"Shanghai Mobile Communications Co.,Ltd.",Carrier,CN
AS24402,"Beijing Urban Network Co.,Ltd",Unknown,CN
AS24403,"CNISP-Union Technology (Beijing) Co., Ltd",Unknown,CN
AS24404,"CNISP-Union Technology (Beijing) Co., Ltd",Unknown,CN
AS24406,China Internet Network Infomation Center,Unknown,CN
AS24407,"Harbin mengxun chuanshu transmission Information technology Co., Ltd.",Unknown,CN
AS24408,China Internet Network Infomation Center,Unknown,CN
AS24409,China Internet Network Infomation Center,Unknown,CN
AS2441,Renater,Unknown,EU
AS24410,China Internet Network Infomation Center,Unknown,CN
AS24413,263 Shanghai Communications Ltd.,Unknown,CN
AS24415,Jiangxi Broadcasting and TV information Network,Unknown,CN
AS24416,Beijing Primezone Technologies Inc.,Unknown,CN
AS24417,Xiamen Broadcasting & TV Network Transmit Co.Ltd,Unknown,CN
AS24418,21vianet(China) Inc.,Unknown,CN
AS2442,Renater,Unknown,EU
AS24420,Chinese Academy of Forestry,Unknown,CN
AS24421,SHANGHAI NETWORK ACCESS POINT,Unknown,CN
AS24422,"Huizhan street, Renqiu city, Hebei, P. R. CHINA",Unknown,CN
AS24423,"No. 207 Hualin Road, Fuzhou, Fujian, China",Unknown,CN
AS24424,"Beijing Gu Xiang Information Technology Co.,Ltd.",Unknown,CN
AS24425,China TieTong Telecommunications Corporation,Unknown,CN
AS24426,"Beijing CE Huatong Information Technology Co., Ltd.",Unknown,CN
AS24427,Freecomm Corporation,Unknown,CN
AS24429,Alibaba Cloud,Content,CN
AS2443,Renater,Unknown,EU
AS24430,China Post,Unknown,CN
AS24431,Queensland University of Technology,Unknown,AU
AS24432,Robi Axiata,Eyeball,BD
AS24433,Central Queensland University,Unknown,AU
AS24434,James Cook University,Unknown,AU
AS24435,Supernet Limited Transit Autonomous System Number,Eyeball,PK
AS24436,University of Queensland,Unknown,AU
AS24437,University of Western Australia,Unknown,AU
AS24438,BrightHost Pty Ltd,Unknown,AU
AS24439,MARSHALL ISLANDS NTA ISP AS,Eyeball,MH
AS2444,Renater,Unknown,EU
AS24440,Cyber Internet Services Pakistan,Unknown,PK
AS24441,"CityLink Co., LTD",Eyeball,KH
AS24442,BMW Asia Technology Sdn Bhd,Unknown,MY
AS24443,ISP Networks Pty Ltd Service Provider Australia,Unknown,AU
AS24444,Shandong Mobile Communication Company Limited,Eyeball,CN
AS24445,"Henan Mobile Communications Co.,Ltd",Eyeball,CN
AS24446,5G NETWORK OPERATIONS PTY LTD,Unknown,AU
AS24447,Bytecard PTY LTD,Unknown,AU
AS24448,Synamedia Technologies (India) Private Limited,Unknown,IN
AS24449,Electrical and Mechanical Services Department,Unknown,HK
AS2445,Renater,Unknown,EU
AS24451,"Philippine Dealing System,",Unknown,PH
AS24452,NEXON AU BACKBONE,Unknown,AU
AS24453,Chandrakasem Rajabahat University,Unknown,TH
AS24454,Loral Skynet Inc.,Unknown,US
AS24455,The Siam Cement Group,Unknown,TH
AS24456,"FOUNDEVER ASIA, INC.",Unknown,PH
AS24457,DE-CIX Delhi Internet Exchange,Unknown,IN
AS24458,PLDT IPCORE Backbone AS,Unknown,PH
AS24459,RIMU HOSTING LIMITED,Unknown,NZ
AS2446,Renater,Unknown,EU
AS24460,Old Chongqing CNC Broadband Networks Co.,Unknown,CN
AS24461,P&O Global Technologies Transit AS Internet Service Provider,Unknown,MY
AS24462,Network Management Section,Unknown,HK
AS24463,Pacific National Services Pty Ltd,Unknown,AU
AS24464,Australian National University,Unknown,AU
AS24465,"Kasikorn Securities PCL,",Unknown,TH
AS24466,Accelero Limited,Eyeball,NZ
AS24467,Deutsche Bank APAC RHO in Singapore Internet AS,Unknown,SG
AS24468,"Stream International, India",Unknown,IN
AS24469,Net Quadrant Pty Ltd,Unknown,AU
AS2447,Renater,Unknown,EU
AS24470,DE-CIX Chennai Internet Exchange,Unknown,IN
AS24471,USsoftware P Ltd.,Unknown,IN
AS24473,iseek Communications Pty Ltd,Unknown,AU
AS24474,Nepal Internet Exchange NP Anycast,Unknown,NP
AS24475,ThaiREN.Thailand Research and Education Network Thailand,Unknown,TH
AS24476,Rural Press,Unknown,AU
AS24477,"NetApp, Inc.",Unknown,JP
AS24478,"CAMBODIA DATA COMMUNICATION CO,.LTD.AS CONTENT SERVICE PROVIDER PHNOMPENH.",Unknown,KH
AS24479,"Nexium, Ergon Energy Telecommunications.",Unknown,AU
AS2448,Renater,Unknown,EU
AS24480,Epworth Hospital,Unknown,AU
AS24481,"ConnectBD Ltd. Internet Service provider, House # 41, Road1/A, BlockI, Banani, Dhaka",Unknown,BD
AS24482,SG.GS,Carrier,SG
AS24483,"SiteSuite Australiasia P/L,",Unknown,AU
AS24484,Two Degrees Mobile Limited,Unknown,NZ
AS24485,Gujarat State Petroleum Corporation,Unknown,IN
AS24486,"Kuala Lumpur, MY",Unknown,IN
AS24488,Accenture Australia Pty Ltd AS,Unknown,AU
AS24489,Trans-Eurasia Information Network (TEIN2) - North,Unknown,CN
AS2449,Renater,Unknown,EU
AS24490,Trans-Eurasia Information Network (TEIN2) - SG,Unknown,CN
AS24491,My Telecom Group Company Limited,Unknown,TH
AS24492,WiCAM Corporation Ltd.,Unknown,KH
AS24493,STIXLITE Transit Service Provider Singapore,Unknown,SG
AS24494,Chinabanking Corp. AS,Unknown,PH
AS24496,"GNET Co.,Ltd Internet Service Provider Mongolia",Unknown,MN
AS24498,Nextgen Networks,Unknown,AU
AS24499,Telenor Pakistan,Eyeball,PK
AS245,Planning Research Corporation,Unknown,US
AS2450,Renater,Unknown,EU
AS24500,110/330 Wattle Street,Unknown,AU
AS24501,MAJOREL INDIA PRIVATE LIMITED,Unknown,IN
AS24502,Parliament of Western Australia,Unknown,AU
AS24503,Himal Technologies Pvt Ltd,Unknown,NP
AS24504,Computer Land Communications Global AS,Unknown,NP
AS24505,ABS-CBN Broadcasting Inc.,Unknown,PH
AS24506,Yahoo Global Holdings B.V. Taiwan Branch,Unknown,TW
AS24507,FFastFill Australia Pty Limited,Unknown,AU
AS24508,DE-CIX Kolkata Internet Exchange,Unknown,IN
AS24509,"Xpedite Systems Electronic document distribution and data messaging service provider Seoul, Korea",Unknown,KR
AS2451,Renater,Unknown,EU
AS24510,Optus Customer Network,Unknown,AU
AS24511,NET TRUST LIMITED,Unknown,NZ
AS24512,"HAL Internet, Internet Service Provider, Tottori, Japan",Unknown,JP
AS24513,Department of Justice,Unknown,AU
AS24514,Malaysian Research & Education Network,Carrier,MY
AS24515,Software Technology Parks of India-Jaipur,Unknown,IN
AS24516,Virtutel Pty Ltd,Carrier,AU
AS24517,Flight Centre Limited,Unknown,AU
AS24518,PT. Axis Telekom Indonesia,Unknown,ID
AS24519,PT Kusuma Dinatha Jaya Abadi,Unknown,ID
AS2452,Renater,Unknown,EU
AS24520,CNI Route Servers,Unknown,ID
AS24521,PT Data Utama Dinamika,Carrier,ID
AS24522,PT Global Port Binekatara,Unknown,ID
AS24523,PT Orion Cyber Internet,Unknown,ID
AS24524,Pemerintah Daerah Provinsi Kalimantan Timur,Unknown,ID
AS24525,PT Solusi Aksesindo Pratama,Eyeball,ID
AS24526,Bina Nusantara University,Eyeball,ID
AS24527,PT Hanasta Dakara,Eyeball,ID
AS24528,PT Khasanah Teknologi Persada,Eyeball,ID
AS24529,PT Infotama Lintas Global,Eyeball,ID
AS2453,Renater,Unknown,EU
AS24530,PT Power Telecom,Eyeball,ID
AS24531,"Telemedia Nusantara, PT.",Unknown,ID
AS24532,PT Inet Global Indo,Eyeball,ID
AS24533,"Enciety Binakarya Cemerlang,P.T",Unknown,ID
AS24534,PT Trans Hybrid Communication,Carrier,ID
AS24535,PT Insan Sarana Telematika,Eyeball,ID
AS24536,PT. Elektrindo Data Nusantara,Unknown,ID
AS24537,PT Paket Data Andal,Unknown,ID
AS24538,PT Digital Satelite Indonesia,Carrier,ID
AS24539,Synopsys Inc.,Unknown,IN
AS2454,Renater,Unknown,EU
AS24540,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY,Unknown,TH
AS24541,HostAway Pty Ltd,Unknown,AU
AS24542,Genuity Services Pty Ltd,Unknown,AU
AS24543,AS FIRST DATA ELECTRONIC tRANSACTION PROCESSOR SYDNEY,Unknown,AU
AS24544,Overcasts Limited,Unknown,HK
AS24545,"8/F.,Sino Favour Centre ,1 OnYip Street , ChaiWan",Unknown,HK
AS24546,"BP Pte Limited, Energy Company, Singapore",Unknown,SG
AS24547,Hebei Mobile Communication Company Limited,Eyeball,CN
AS24548,BayCity Communications Limited,Unknown,NZ
AS24549,Layerstack Limited,Unknown,HK
AS2455,Renater,Unknown,EU
AS24550,Websurfer Nepal Internet Service Provider,Eyeball,NP
AS24551,VIACOMM is an ISP offering internet over cable. It is connected,Unknown,PH
AS24552,Avago Technologies Asia-Pacific Zone,Unknown,SG
AS24553,Southern Cross Broadcasting.,Unknown,AU
AS24554,Microscan Internet Limited,Eyeball,IN
AS24555,APNIC Event Network,Unknown,ID
AS24556,Bijoy Online Ltd. Multihome Internet Service Provider,Eyeball,BD
AS24557,5G NETWORK OPERATIONS PTY LTD,Unknown,AU
AS24558,Internet Hosting Service Provider to the Aditya,Unknown,IN
AS24559,G-Mobile Corporation,Eyeball,MN
AS2456,Renater,Unknown,EU
AS24560,"Bharti Airtel Ltd., Telemedia Services",Eyeball,IN
AS24561,WA Police,Unknown,AU
AS24563,NewSat Ltd - Sydney POP,Unknown,AU
AS24565,Netcraft Australia Pty Ltd,Unknown,AU
AS24566,ETL GPRS Network,Unknown,LA
AS24567,QT Inc.,Unknown,JP
AS24568,"Citibank N.A. - ISP Peering, Hong Kong, China",Unknown,HK
AS24569,Equinix Asia Pacific,Unknown,AU
AS2457,Renater,Unknown,EU
AS24570,"TYRO PAYMENTS LIMITED, Specialist Credit Card Institution",Unknown,AU
AS24571,"Bangalore, IN",Unknown,IN
AS24572,Yahoo Japan,Content,JP
AS24573,Proen Corp Public Company Limited,Unknown,TH
AS24574,Nuance Transcription Services India Private Limited,Unknown,IN
AS24575,DRAGONLAB,Unknown,CN
AS24577,Onefone SA,Unknown,PL
AS24578,Slaski Inkubator Przedsiebiorczosci Sp. z o.o.,Unknown,PL
AS24579,POLTAVAINFOCOM PJSC,Eyeball,UA
AS2458,Renater,Unknown,EU
AS24580,SUPSA SUPERMERCATS PUJOL SL,Unknown,ES
AS24581,Equinix (Germany) GmbH,Unknown,DE
AS24582,CANCOM Managed Services GmbH,Unknown,DE
AS24584,Dentsu Danmark A/S,Unknown,DK
AS24585,Swiss Life AG,Unknown,CH
AS24586,Intermax Group B.V.,Unknown,NL
AS24588,"JSC ""ER-Telecom Holding""",Unknown,RU
AS24589,Telenet SIA,Eyeball,LV
AS2459,Renater,Unknown,EU
AS24590,RelAix Networks GmbH,Unknown,DE
AS24592,ECONOCOM CLOUD SL,Unknown,ES
AS24593,Astelnet LLC,Unknown,UA
AS24594,Voiceflex Ltd,Unknown,GB
AS24595,Belastingdienst,Unknown,NL
AS24597,Instytut Lacznosci - Panstwowy Instytut Badawczy,Unknown,PL
AS246,Air Force Systems Networking,Unknown,US
AS2460,Renater,Unknown,EU
AS24600,Orange S.A.,Unknown,FR
AS24602,Radionet -T Ltd,Unknown,RU
AS24603,Ulf Kieber,Unknown,DE
AS24605,Fassberg Holding AB,Unknown,SE
AS24606,Finanz Informatik GmbH & Co. KG,Unknown,DE
AS24607,"UAB ""Ignitis grupes paslaugu centras""",Unknown,LT
AS24608,WIND TRE S.P.A.,Eyeball,IT
AS24609,Radiance Dream LLC,Unknown,UA
AS2461,Renater,Unknown,EU
AS24610,"JV ""Optima Pharm, LTD""",Unknown,UA
AS24611,Datacenter Luxembourg S.A.,Carrier,LU
AS24612,PJSC Rostelecom,Unknown,RU
AS24613,JSC Brand Community Media,Unknown,RU
AS24614,Sakarya University,Unknown,TR
AS24618,"Scientific Production Enterprise ""Technaukservice"" Ltd",Unknown,UA
AS24619,Centralny Dom Maklerski Pekao S.A.,Unknown,PL
AS2462,Renater,Unknown,EU
AS24620,Riga Technical University,Unknown,LV
AS24621,PP Stenos,Unknown,UA
AS24622,Enet Communications LIMITED,Unknown,IE
AS24624,Oesia Networks SL,Unknown,ES
AS24626,Joint Stock Company TransTeleCom,Eyeball,RU
AS24627,GULFSATCOMMUNICATIONS COMPANY K.S.C.,Unknown,KW
AS24629,NIL Data Communications Ltd.,Unknown,SI
AS2463,Renater,Unknown,EU
AS24630,Omega Telecom LLC,Unknown,UA
AS24631,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,Eyeball,IR
AS24632,Markus Rosignol,Unknown,DE
AS24633,BCN Group Hosting Ltd,Unknown,GB
AS24634,Transmog Inc S.A.L,Unknown,LB
AS24635,Syntax Service GmbH,Unknown,DE
AS24637,WEBDISCOUNT GmbH & Co. KG,Carrier,DE
AS24638,Rambler Internet Holding LLC,Unknown,RU
AS24639,InfraServ GmbH & Co.Hoechst KG,Unknown,DE
AS2464,Renater,Unknown,EU
AS24640,BS Web Services GmbH,Unknown,DE
AS24641,FASTER CZ spol. s r.o.,Unknown,CZ
AS24642,Caveo Internet BV,Content,NL
AS24643,Liberty Global Europe Holding B.V.,Unknown,NL
