Quadrant,ASN,CC,Cone,Percentile,Name
Q2: THE VICTIMS,45430,TH,51,80.271875,SBN-IIG/AWN-IIG transit provider
Q2: THE VICTIMS,56048,CN,51,62.839215686274514,China Mobile Group Beijing Company
Q2: THE VICTIMS,8764,LT,51,62.431372549019606,"Telia Lietuva, AB"
Q2: THE VICTIMS,44306,HR,50,73.42133333333334,OMONIA d.o.o.
Q2: THE VICTIMS,55850,NZ,50,77.34920634920636,Mercury NZ Limited
Q2: THE VICTIMS,23688,BD,49,99.794,Link3 Technologies Ltd.
Q2: THE VICTIMS,6205,TR,49,92.84081632653061,HizliNet Teknoloji A.S.
Q2: THE VICTIMS,136334,IN,49,89.16041666666668,Vortex Netsol Private Limited
Q2: THE VICTIMS,27951,CO,49,74.05576923076923,Media Commerce Partners S.A
Q2: THE VICTIMS,8926,MD,48,80.85106382978724,Moldtelecom SA
Q2: THE VICTIMS,9658,PH,48,64.24166666666666,"Eastern Telecommunications Philippines, Inc."
Q2: THE VICTIMS,56258,ID,48,80.34897959183674,PT PGAS Telekomunikasi Nusantara
Q2: THE VICTIMS,8932,AM,47,82.07454545454546,Ucom CJSC
Q2: THE VICTIMS,135905,VN,47,84.2195652173913,Vietnam P&T
Q2: THE VICTIMS,12301,HU,47,81.65625,Invitech ICT Services Kft.
Q2: THE VICTIMS,24875,NL,45,91.68,NovoServe B.V.
Q2: THE VICTIMS,216211,US,44,63.3325,CYBERVERSE LLC
Q2: THE VICTIMS,9924,TW,44,84.22,"Taiwan Fixed Network, Telco and Network Service Provider."
Q2: THE VICTIMS,6774,BE,44,69.33392857142857,BICS (Belgacom)
Q2: THE VICTIMS,196925,AZ,43,77.59069767441859,Azertelecom LLC
Q2: THE VICTIMS,212330,IQ,43,97.35581395348838,"Civilisation Information Technology, communication and internet services Co., LTD"
Q2: THE VICTIMS,14593,US,43,71.29462365591398,SpaceX Starlink
Q2: THE VICTIMS,394177,US,43,78.48125,Shift Hosting LLC
Q2: THE VICTIMS,149765,BD,42,99.70232558139534,Coronet Corporation Limited
Q2: THE VICTIMS,28458,MX,42,68.8,IENTC Telecom
Q2: THE VICTIMS,36352,US,41,77.29512195121951,HostPapa
Q2: THE VICTIMS,15440,LT,41,78.04878048780488,"UAB ""Baltnetos komunikacijos"""
