asn,cone,verdict,secure_parents,parent_count
206960,0,STUB: VULNERABLE STABLE,[6696],2
147000,0,STUB: VULNERABLE STABLE,[134090],1
153809,0,STUB: VULNERABLE STABLE,[134090],1
140933,0,STUB: VULNERABLE STABLE,[134090],1
140074,0,STUB: VULNERABLE STABLE,[134090],1
152590,0,STUB: VULNERABLE STABLE,[134090],1
154254,0,STUB: VULNERABLE STABLE,[134090],1
140728,0,STUB: VULNERABLE STABLE,[134090],1
59256,0,STUB: VULNERABLE STABLE,[134090],1
146985,0,STUB: VULNERABLE STABLE,[2516],2
18141,0,STUB: VULNERABLE STABLE,"[7682, 2516]",2
37129,0,STUB: VULNERABLE STABLE,[58453],3
38642,0,STUB: VULNERABLE STABLE,[2516],2
132499,0,STUB: VULNERABLE STABLE,"[2516, 58453]",2
24252,0,STUB: VULNERABLE STABLE,"[2516, 23774]",2
7667,0,STUB: VULNERABLE STABLE,[2516],2
24271,0,STUB: VULNERABLE STABLE,[2516],2
58645,0,STUB: VULNERABLE STABLE,[2516],3
209150,0,STUB: VULNERABLE STABLE,[57463],2
272006,0,STUB: VULNERABLE STABLE,[263687],1
48603,0,STUB: VULNERABLE STABLE,[15562],1
41293,0,STUB: VULNERABLE STABLE,[8804],1
24251,0,STUB: VULNERABLE STABLE,[2516],2
328787,0,STUB: VULNERABLE STABLE,[58453],1
199577,0,STUB: VULNERABLE STABLE,"[2588, 5518]",2
132389,0,STUB: VULNERABLE STABLE,[58453],1
270215,0,STUB: VULNERABLE STABLE,"[58453, 270126]",2
24172,0,STUB: VULNERABLE STABLE,[58453],2
138677,0,STUB: VULNERABLE STABLE,[58453],1
329411,0,STUB: VULNERABLE UNSTABLE,"[328482, 58453]",2
139619,0,STUB: VULNERABLE STABLE,[58453],1
15472,0,STUB: VULNERABLE STABLE,"[49289, 20746]",2
137872,0,STUB: VULNERABLE STABLE,[58453],3
7647,0,STUB: VULNERABLE STABLE,[134090],1
266047,0,STUB: VULNERABLE STABLE,[264556],2
270322,0,STUB: VULNERABLE STABLE,[264556],1
262541,0,STUB: VULNERABLE STABLE,"[264880, 264556]",3
273739,0,STUB: VULNERABLE STABLE,[264556],1
272171,0,STUB: VULNERABLE STABLE,[264556],1
272434,0,STUB: VULNERABLE STABLE,[264556],1
200480,0,STUB: VULNERABLE STABLE,[49289],3
136972,0,STUB: VULNERABLE STABLE,[135060],3
134218,0,STUB: VULNERABLE STABLE,[9268],2
134433,0,STUB: VULNERABLE STABLE,[23655],2
58810,0,STUB: VULNERABLE STABLE,[58453],1
39036,0,STUB: VULNERABLE STABLE,[12764],2
61196,0,STUB: VULNERABLE STABLE,[12764],3
327809,0,STUB: VULNERABLE UNSTABLE,[8346],1
328259,0,STUB: VULNERABLE STABLE,[8346],1
46999,0,STUB: VULNERABLE STABLE,[33661],1
37541,0,STUB: VULNERABLE STABLE,"[8346, 204523]",2
6931,0,STUB: VULNERABLE STABLE,[33661],1
210416,0,STUB: VULNERABLE STABLE,[12714],2
328729,0,STUB: VULNERABLE STABLE,[29571],2
10022,0,STUB: VULNERABLE STABLE,[55850],2
50806,0,STUB: VULNERABLE STABLE,[12714],2
329037,0,STUB: VULNERABLE STABLE,[29571],1
8630,0,STUB: VULNERABLE STABLE,[12714],2
59557,0,STUB: VULNERABLE STABLE,[12714],2
328355,0,STUB: VULNERABLE STABLE,[29571],1
37351,0,STUB: VULNERABLE STABLE,[29571],3
327773,0,STUB: VULNERABLE STABLE,[29571],2
36946,0,STUB: VULNERABLE STABLE,[29571],1
56613,0,STUB: VULNERABLE STABLE,[12714],2
329077,0,STUB: VULNERABLE STABLE,[29571],2
43319,0,STUB: VULNERABLE STABLE,[12714],3
399132,0,STUB: VULNERABLE STABLE,[53610],1
399440,0,STUB: VULNERABLE STABLE,"[53610, 62523]",2
202823,0,STUB: VULNERABLE STABLE,"[56410, 207044]",2
26734,0,STUB: VULNERABLE STABLE,"[53610, 5742]",2
328284,0,STUB: VULNERABLE STABLE,[8346],2
393972,0,STUB: VULNERABLE STABLE,[53610],1
61690,0,STUB: VULNERABLE STABLE,[263329],2
52998,0,STUB: VULNERABLE STABLE,[262772],3
328650,0,STUB: VULNERABLE STABLE,"[37649, 8346]",3
329179,0,STUB: VULNERABLE UNSTABLE,[8346],1
39214,0,STUB: VULNERABLE STABLE,[12764],2
270583,0,STUB: VULNERABLE STABLE,[6057],2
263985,0,STUB: VULNERABLE STABLE,[262807],3
262458,0,STUB: VULNERABLE STABLE,"[10429, 262903]",4
268046,0,STUB: VULNERABLE UNSTABLE,[262903],2
37559,0,STUB: VULNERABLE STABLE,[8346],1
12316,0,STUB: VULNERABLE STABLE,[9099],2
41086,0,STUB: VULNERABLE STABLE,[198726],2
204532,0,STUB: VULNERABLE STABLE,[12764],3
198629,0,STUB: VULNERABLE STABLE,[12764],2
197119,0,STUB: VULNERABLE STABLE,[12764],2
28132,0,STUB: VULNERABLE STABLE,[263520],3
22861,0,STUB: VULNERABLE STABLE,[30517],2
398401,0,STUB: VULNERABLE STABLE,[30517],1
395175,0,STUB: VULNERABLE STABLE,[30517],2
29924,0,STUB: VULNERABLE STABLE,[30517],1
14893,0,STUB: VULNERABLE STABLE,[30517],1
40200,0,STUB: VULNERABLE STABLE,[30517],2
26216,0,STUB: VULNERABLE STABLE,[30517],2
19967,0,STUB: VULNERABLE STABLE,[30517],2
46825,0,STUB: VULNERABLE STABLE,[30517],2
20772,0,STUB: VULNERABLE STABLE,[12714],1
394141,0,STUB: VULNERABLE STABLE,[30517],1
35979,0,STUB: VULNERABLE STABLE,"[396905, 30517]",2
397300,0,STUB: VULNERABLE STABLE,"[11904, 30517]",2
46970,0,STUB: VULNERABLE STABLE,[30517],2
5758,0,STUB: VULNERABLE STABLE,[30517],2
394660,0,STUB: VULNERABLE STABLE,[3663],2
29698,0,STUB: VULNERABLE STABLE,[30517],2
27695,0,STUB: VULNERABLE STABLE,[13489],1
272087,0,STUB: VULNERABLE STABLE,[13489],1
270028,0,STUB: VULNERABLE STABLE,[13489],1
393983,0,STUB: VULNERABLE STABLE,[30517],2
263417,0,STUB: VULNERABLE STABLE,[10429],2
38510,0,STUB: VULNERABLE STABLE,[38757],2
203235,0,STUB: VULNERABLE STABLE,[51048],2
202416,0,STUB: VULNERABLE STABLE,"[51048, 9153]",2
328193,0,STUB: VULNERABLE STABLE,[29571],1
152735,0,STUB: VULNERABLE STABLE,[7131],1
49868,0,STUB: VULNERABLE STABLE,[51048],1
43924,0,STUB: VULNERABLE STABLE,[51048],2
210279,0,STUB: VULNERABLE STABLE,[51048],1
39414,0,STUB: VULNERABLE STABLE,[51048],1
14599,0,STUB: VULNERABLE STABLE,[30517],1
201289,0,STUB: VULNERABLE STABLE,[51048],1
204945,0,STUB: VULNERABLE STABLE,"[51048, 196646]",2
201903,0,STUB: VULNERABLE STABLE,[51048],1
42217,0,STUB: VULNERABLE STABLE,"[51048, 61124]",2
21996,0,STUB: VULNERABLE STABLE,[3605],1
216376,0,STUB: VULNERABLE STABLE,[51048],1
46252,0,STUB: VULNERABLE STABLE,[30517],2
398092,0,STUB: VULNERABLE STABLE,[30517],1
394664,0,STUB: VULNERABLE STABLE,[30517],1
46293,0,STUB: VULNERABLE STABLE,[30517],1
56200,0,STUB: VULNERABLE STABLE,[7131],1
14090,0,STUB: VULNERABLE STABLE,[26794],2
214100,0,STUB: VULNERABLE STABLE,[1759],2
57732,0,STUB: VULNERABLE STABLE,[6667],2
42885,0,STUB: VULNERABLE STABLE,[719],2
51728,0,STUB: VULNERABLE STABLE,[1759],2
14511,0,STUB: VULNERABLE STABLE,[26794],1
8829,0,STUB: VULNERABLE STABLE,[6667],2
63414,0,STUB: VULNERABLE STABLE,[26794],2
400439,0,STUB: VULNERABLE STABLE,[26794],1
400289,0,STUB: VULNERABLE STABLE,"[53610, 5742]",2
55105,0,STUB: VULNERABLE STABLE,"[26794, 14543]",2
32809,0,STUB: VULNERABLE STABLE,[26794],1
39242,0,STUB: VULNERABLE STABLE,[16086],2
42343,0,STUB: VULNERABLE STABLE,[6667],2
199235,0,STUB: VULNERABLE STABLE,[47116],1
207509,0,STUB: VULNERABLE STABLE,[16086],2
50585,0,STUB: VULNERABLE STABLE,[6667],2
42621,0,STUB: VULNERABLE STABLE,[6667],2
57664,0,STUB: VULNERABLE STABLE,[719],2
269943,0,STUB: VULNERABLE STABLE,[52409],1
210252,0,STUB: VULNERABLE STABLE,[204779],2
211956,0,STUB: VULNERABLE STABLE,[3170],1
272427,0,STUB: VULNERABLE STABLE,[52579],1
48628,0,STUB: VULNERABLE STABLE,"[3170, 8282]",2
11138,0,STUB: VULNERABLE STABLE,[26794],1
49485,0,STUB: VULNERABLE STABLE,"[25577, 3170]",2
18780,0,STUB: VULNERABLE STABLE,"[26794, 14543]",2
48444,0,STUB: VULNERABLE STABLE,[3170],2
59410,0,STUB: VULNERABLE STABLE,[3170],1
33606,0,STUB: VULNERABLE STABLE,[11272],1
17099,0,STUB: VULNERABLE STABLE,[11272],1
15212,0,STUB: VULNERABLE STABLE,[11272],1
29744,0,STUB: VULNERABLE STABLE,[26794],1
14419,0,STUB: VULNERABLE STABLE,[11272],1
19946,0,STUB: VULNERABLE STABLE,[11272],1
396010,0,STUB: VULNERABLE STABLE,[11272],1
399235,0,STUB: VULNERABLE STABLE,"[11272, 33218]",2
395239,0,STUB: VULNERABLE STABLE,[11272],1
23295,0,STUB: VULNERABLE STABLE,[26794],1
54180,0,STUB: VULNERABLE STABLE,[11272],1
19761,0,STUB: VULNERABLE STABLE,[11272],1
46592,0,STUB: VULNERABLE STABLE,[11272],2
393310,0,STUB: VULNERABLE STABLE,[11272],1
138970,0,STUB: VULNERABLE STABLE,[63927],3
133464,0,STUB: VULNERABLE STABLE,[63927],3
141013,0,STUB: VULNERABLE STABLE,[63927],1
263849,0,STUB: VULNERABLE STABLE,"[265130, 52637]",2
263958,0,STUB: VULNERABLE STABLE,[265130],1
132615,0,STUB: VULNERABLE STABLE,[63927],2
268158,0,STUB: VULNERABLE STABLE,[265130],3
149635,0,STUB: VULNERABLE STABLE,[63927],2
154180,0,STUB: VULNERABLE STABLE,[63927],3
265639,0,STUB: VULNERABLE STABLE,[52409],1
153351,0,STUB: VULNERABLE STABLE,[63927],2
271038,0,STUB: VULNERABLE STABLE,[265130],1
154257,0,STUB: VULNERABLE STABLE,[63927],2
29644,0,STUB: VULNERABLE STABLE,[207044],1
136216,0,STUB: VULNERABLE STABLE,[63927],1
138185,0,STUB: VULNERABLE STABLE,[63927],2
201607,0,STUB: VULNERABLE STABLE,[207044],1
46857,0,STUB: VULNERABLE STABLE,[53610],2
400496,0,STUB: VULNERABLE STABLE,[53610],1
12285,0,STUB: VULNERABLE STABLE,[53610],2
151351,0,STUB: VULNERABLE STABLE,[63927],2
266829,0,STUB: VULNERABLE STABLE,[52409],1
201750,0,STUB: VULNERABLE STABLE,[16086],2
61456,0,STUB: VULNERABLE STABLE,[52409],1
206175,0,STUB: VULNERABLE STABLE,"[1759, 16086, 719]",4
29243,0,STUB: VULNERABLE STABLE,[719],2
49762,0,STUB: VULNERABLE STABLE,[6667],2
32441,0,STUB: VULNERABLE STABLE,[855],1
395431,0,STUB: VULNERABLE STABLE,[855],1
393907,0,STUB: VULNERABLE STABLE,[855],1
29907,0,STUB: VULNERABLE STABLE,[855],2
140619,0,STUB: VULNERABLE STABLE,[63927],2
32747,0,STUB: VULNERABLE STABLE,[855],1
273742,0,STUB: VULNERABLE STABLE,[265130],1
271152,0,STUB: VULNERABLE STABLE,[265130],2
398006,0,STUB: VULNERABLE STABLE,[855],1
270839,0,STUB: VULNERABLE STABLE,[265130],2
271468,0,STUB: VULNERABLE STABLE,[265130],1
30657,0,STUB: VULNERABLE STABLE,[855],2
603,0,STUB: VULNERABLE STABLE,[855],1
273432,0,STUB: VULNERABLE STABLE,[265130],1
137074,0,STUB: VULNERABLE STABLE,[63927],1
63945,0,STUB: VULNERABLE STABLE,[17828],2
396516,0,STUB: VULNERABLE STABLE,[21949],1
206509,0,STUB: VULNERABLE STABLE,[8851],1
8897,0,STUB: VULNERABLE STABLE,[8851],1
21513,0,STUB: VULNERABLE STABLE,[21949],1
41591,0,STUB: VULNERABLE STABLE,"[56955, 49798]",2
272980,0,STUB: VULNERABLE STABLE,[64126],1
52109,0,STUB: VULNERABLE STABLE,[3313],1
28053,0,STUB: VULNERABLE STABLE,"[64126, 272935]",2
39907,0,STUB: VULNERABLE STABLE,[41508],2
271918,0,STUB: VULNERABLE STABLE,[13489],1
142644,0,STUB: VULNERABLE STABLE,[141216],2
273235,0,STUB: VULNERABLE STABLE,[64126],1
150309,0,STUB: VULNERABLE STABLE,[150692],2
274078,0,STUB: VULNERABLE STABLE,[64126],1
272083,0,STUB: VULNERABLE STABLE,[64126],2
274168,0,STUB: VULNERABLE STABLE,[64126],1
271930,0,STUB: VULNERABLE STABLE,"[64126, 272935]",2
210788,0,STUB: VULNERABLE STABLE,[41206],2
264605,0,STUB: VULNERABLE STABLE,[64126],1
273937,0,STUB: VULNERABLE STABLE,"[64126, 272935]",2
272148,0,STUB: VULNERABLE STABLE,[64126],1
400331,0,STUB: VULNERABLE STABLE,[21949],1
36750,0,STUB: VULNERABLE STABLE,[21949],3
400426,0,STUB: VULNERABLE STABLE,"[33185, 21949]",2
53625,0,STUB: VULNERABLE STABLE,[21949],1
152983,0,STUB: VULNERABLE STABLE,[149107],1
395863,0,STUB: VULNERABLE STABLE,[21949],1
153500,0,STUB: VULNERABLE STABLE,[149107],2
5664,0,STUB: VULNERABLE STABLE,[21949],2
31798,0,STUB: VULNERABLE STABLE,[21949],1
54310,0,STUB: VULNERABLE STABLE,[21949],2
17241,0,STUB: VULNERABLE STABLE,[21949],1
401610,0,STUB: VULNERABLE STABLE,[21949],2
400607,0,STUB: VULNERABLE STABLE,[21949],1
13733,0,STUB: VULNERABLE STABLE,[21949],2
150896,0,STUB: VULNERABLE STABLE,[149107],1
26623,0,STUB: VULNERABLE STABLE,[27659],2
36226,0,STUB: VULNERABLE STABLE,[21949],1
211547,0,STUB: VULNERABLE STABLE,[29014],1
266278,0,STUB: VULNERABLE STABLE,"[52850, 265268]",2
53566,0,STUB: VULNERABLE STABLE,[21949],2
399394,0,STUB: VULNERABLE STABLE,[21949],3
152979,0,STUB: VULNERABLE STABLE,[149107],1
57618,0,STUB: VULNERABLE STABLE,[8495],1
272132,0,STUB: VULNERABLE STABLE,[64126],1
274130,0,STUB: VULNERABLE STABLE,[64126],1
273924,0,STUB: VULNERABLE STABLE,[64126],1
272120,0,STUB: VULNERABLE STABLE,[64126],1
274068,0,STUB: VULNERABLE STABLE,[64126],1
263689,0,STUB: VULNERABLE STABLE,[64126],1
273925,0,STUB: VULNERABLE STABLE,[64126],1
267838,0,STUB: VULNERABLE STABLE,[64126],1
271979,0,STUB: VULNERABLE STABLE,[64126],1
14681,0,STUB: VULNERABLE STABLE,[13428],2
7905,0,STUB: VULNERABLE STABLE,[27325],1
30312,0,STUB: VULNERABLE STABLE,[27325],1
139930,0,STUB: VULNERABLE STABLE,[17477],2
63209,0,STUB: VULNERABLE STABLE,[17216],2
396014,0,STUB: VULNERABLE STABLE,[7226],2
53443,0,STUB: VULNERABLE STABLE,[7122],2
33158,0,STUB: VULNERABLE STABLE,[7122],2
21671,0,STUB: VULNERABLE STABLE,[26110],2
33234,0,STUB: VULNERABLE STABLE,[11232],3
272971,0,STUB: VULNERABLE STABLE,[64126],1
274190,0,STUB: VULNERABLE STABLE,[64126],1
15566,0,STUB: VULNERABLE STABLE,[41206],2
266798,0,STUB: VULNERABLE STABLE,[64126],1
271950,0,STUB: VULNERABLE STABLE,[64126],1
271989,0,STUB: VULNERABLE STABLE,[64126],2
272095,0,STUB: VULNERABLE STABLE,[64126],1
271978,0,STUB: VULNERABLE STABLE,[64126],2
264750,0,STUB: VULNERABLE STABLE,[64126],1
273198,0,STUB: VULNERABLE STABLE,[64126],1
208708,0,STUB: VULNERABLE STABLE,[41206],1
274104,0,STUB: VULNERABLE STABLE,[64126],1
266734,0,STUB: VULNERABLE STABLE,[64126],1
272867,0,STUB: VULNERABLE STABLE,[64126],2
209016,0,STUB: VULNERABLE STABLE,[41206],1
25486,0,STUB: VULNERABLE STABLE,[8495],1
271932,0,STUB: VULNERABLE STABLE,[64126],1
196624,0,STUB: VULNERABLE STABLE,[8495],1
265695,0,STUB: VULNERABLE STABLE,[64126],2
201681,0,STUB: VULNERABLE STABLE,[8495],1
272027,0,STUB: VULNERABLE STABLE,"[272112, 64126]",3
272886,0,STUB: VULNERABLE STABLE,[64126],1
57389,0,STUB: VULNERABLE STABLE,[41206],1
34416,0,STUB: VULNERABLE STABLE,[39737],1
215082,0,STUB: VULNERABLE STABLE,[39737],1
29324,0,STUB: VULNERABLE STABLE,[39737],1
22658,0,STUB: VULNERABLE STABLE,[21777],1
50819,0,STUB: VULNERABLE STABLE,[39737],1
57176,0,STUB: VULNERABLE STABLE,[39737],1
52057,0,STUB: VULNERABLE STABLE,[39737],2
29171,0,STUB: VULNERABLE STABLE,[39737],2
35772,0,STUB: VULNERABLE STABLE,[39737],1
19925,0,STUB: VULNERABLE STABLE,[21949],2
49948,0,STUB: VULNERABLE STABLE,[39737],1
41817,0,STUB: VULNERABLE STABLE,[59909],1
211424,0,STUB: VULNERABLE STABLE,[5518],1
44120,0,STUB: VULNERABLE STABLE,[39737],1
25107,0,STUB: VULNERABLE STABLE,[5518],1
12356,0,STUB: VULNERABLE STABLE,"[39737, 2614]",2
61179,0,STUB: VULNERABLE STABLE,[39737],1
207129,0,STUB: VULNERABLE STABLE,"[39737, 2614]",2
49674,0,STUB: VULNERABLE STABLE,[39737],1
43703,0,STUB: VULNERABLE STABLE,"[39737, 2614]",2
214265,0,STUB: VULNERABLE STABLE,[39737],2
58932,0,STUB: VULNERABLE STABLE,[3605],2
271802,0,STUB: VULNERABLE STABLE,[13489],1
272952,0,STUB: VULNERABLE STABLE,[13489],1
272934,0,STUB: VULNERABLE STABLE,[13489],1
269883,0,STUB: VULNERABLE STABLE,[13489],1
272909,0,STUB: VULNERABLE STABLE,[13489],1
271826,0,STUB: VULNERABLE STABLE,[13489],1
133897,0,STUB: VULNERABLE STABLE,[3605],1
271833,0,STUB: VULNERABLE STABLE,[13489],1
59419,0,STUB: VULNERABLE STABLE,[20811],2
15471,0,STUB: VULNERABLE STABLE,[39737],1
272904,0,STUB: VULNERABLE STABLE,[13489],1
273873,0,STUB: VULNERABLE STABLE,[13489],1
44241,0,STUB: VULNERABLE STABLE,[20811],2
27831,0,STUB: VULNERABLE STABLE,[13489],1
24061,0,STUB: VULNERABLE STABLE,"[38561, 23918]",2
132392,0,STUB: VULNERABLE STABLE,"[38561, 23918]",2
272079,0,STUB: VULNERABLE STABLE,[13489],1
270562,0,STUB: VULNERABLE STABLE,[28306],2
215777,0,STUB: VULNERABLE STABLE,[207167],2
197065,0,STUB: VULNERABLE STABLE,[39737],1
271827,0,STUB: VULNERABLE STABLE,[13489],1
400487,0,STUB: VULNERABLE STABLE,[21949],1
35809,0,STUB: VULNERABLE STABLE,[5518],1
398649,0,STUB: VULNERABLE STABLE,[21949],1
19850,0,STUB: VULNERABLE STABLE,[21949],1
20425,0,STUB: VULNERABLE STABLE,"[11666, 21949]",2
30003,0,STUB: VULNERABLE STABLE,[21949],1
15827,0,STUB: VULNERABLE STABLE,[5518],1
401212,0,STUB: VULNERABLE STABLE,[21949],1
263631,0,STUB: VULNERABLE STABLE,[52637],1
54070,0,STUB: VULNERABLE STABLE,[21949],2
34301,0,STUB: VULNERABLE STABLE,[39737],2
267220,0,STUB: VULNERABLE STABLE,[52637],1
25706,0,STUB: VULNERABLE STABLE,[21949],1
40191,0,STUB: VULNERABLE STABLE,[21949],1
11703,0,STUB: VULNERABLE STABLE,[21949],2
399214,0,STUB: VULNERABLE STABLE,[21949],1
11851,0,STUB: VULNERABLE STABLE,[21949],2
150873,0,STUB: VULNERABLE STABLE,[149107],1
395642,0,STUB: VULNERABLE STABLE,[21949],2
30045,0,STUB: VULNERABLE STABLE,[21949],2
1070,0,STUB: VULNERABLE STABLE,[21949],2
395225,0,STUB: VULNERABLE STABLE,[21949],2
41984,0,STUB: VULNERABLE STABLE,[39737],2
48351,0,STUB: VULNERABLE STABLE,[39737],1
47499,0,STUB: VULNERABLE STABLE,[5518],1
44271,0,STUB: VULNERABLE STABLE,[39737],1
2877,0,STUB: VULNERABLE STABLE,[5518],1
44875,0,STUB: VULNERABLE STABLE,[39737],1
205038,0,STUB: VULNERABLE STABLE,[39737],1
59910,0,STUB: VULNERABLE STABLE,[39737],1
50940,0,STUB: VULNERABLE STABLE,[39737],1
42267,0,STUB: VULNERABLE STABLE,[39737],1
395570,0,STUB: VULNERABLE STABLE,[21949],1
197325,0,STUB: VULNERABLE STABLE,[5518],2
21548,0,STUB: VULNERABLE STABLE,[21949],1
399555,0,STUB: VULNERABLE STABLE,[21949],1
393877,0,STUB: VULNERABLE STABLE,[21949],2
11478,0,STUB: VULNERABLE STABLE,[21949],1
14720,0,STUB: VULNERABLE STABLE,[21949],1
214623,0,STUB: VULNERABLE STABLE,[21949],1
394821,0,STUB: VULNERABLE STABLE,[21949],1
397778,0,STUB: VULNERABLE STABLE,[21949],1
23457,0,STUB: VULNERABLE STABLE,[21949],2
41195,0,STUB: VULNERABLE STABLE,[39737],1
210638,0,STUB: VULNERABLE STABLE,[56786],1
204366,0,STUB: VULNERABLE STABLE,[56786],1
47343,0,STUB: VULNERABLE STABLE,[206892],1
210966,0,STUB: VULNERABLE STABLE,[206892],2
207107,0,STUB: VULNERABLE STABLE,"[206892, 21334]",2
15328,0,STUB: VULNERABLE STABLE,[22925],2
24,0,STUB: VULNERABLE STABLE,[297],1
63091,0,STUB: VULNERABLE STABLE,[56786],1
10343,0,STUB: VULNERABLE STABLE,[297],1
201433,0,STUB: VULNERABLE STABLE,[3170],1
393594,0,STUB: VULNERABLE STABLE,[297],1
153393,0,STUB: VULNERABLE STABLE,[40156],3
271820,0,STUB: VULNERABLE STABLE,"[3816, 19429]",2
273020,0,STUB: VULNERABLE STABLE,[3816],1
52256,0,STUB: VULNERABLE STABLE,[3816],1
271829,0,STUB: VULNERABLE STABLE,[3816],2
263804,0,STUB: VULNERABLE STABLE,[3816],1
200984,0,STUB: VULNERABLE STABLE,[56786],1
267799,0,STUB: VULNERABLE STABLE,[3816],1
267928,0,STUB: VULNERABLE STABLE,"[3816, 19429]",2
211702,0,STUB: VULNERABLE STABLE,[56786],1
200166,0,STUB: VULNERABLE STABLE,[31261],2
44900,0,STUB: VULNERABLE STABLE,[31261],2
206464,0,STUB: VULNERABLE STABLE,[3342],1
202344,0,STUB: VULNERABLE STABLE,"[30936, 31261]",4
207316,0,STUB: VULNERABLE STABLE,[3342],1
59530,0,STUB: VULNERABLE STABLE,[31261],2
212491,0,STUB: VULNERABLE STABLE,[31261],2
211247,0,STUB: VULNERABLE STABLE,[31261],1
211457,0,STUB: VULNERABLE STABLE,[3342],1
203385,0,STUB: VULNERABLE STABLE,"[210604, 204860]",2
39536,0,STUB: VULNERABLE STABLE,[43578],1
203299,0,STUB: VULNERABLE STABLE,[204860],1
213133,0,STUB: VULNERABLE STABLE,[31261],2
51472,0,STUB: VULNERABLE STABLE,[31261],2
208891,0,STUB: VULNERABLE STABLE,[21334],2
206814,0,STUB: VULNERABLE STABLE,[21334],4
207693,0,STUB: VULNERABLE STABLE,"[47116, 21334]",2
203712,0,STUB: VULNERABLE STABLE,[43578],2
205796,0,STUB: VULNERABLE STABLE,[43578],1
31297,0,STUB: VULNERABLE STABLE,"[47169, 21334]",2
211326,0,STUB: VULNERABLE STABLE,[21334],2
204574,0,STUB: VULNERABLE STABLE,[31261],2
54214,0,STUB: VULNERABLE STABLE,[30029],2
400396,0,STUB: VULNERABLE STABLE,[30029],1
13742,0,STUB: VULNERABLE STABLE,"[32867, 16851]",2
394579,0,STUB: VULNERABLE STABLE,[30029],1
15005,0,STUB: VULNERABLE STABLE,[30029],1
54168,0,STUB: VULNERABLE STABLE,"[16851, 15108]",2
272199,0,STUB: VULNERABLE STABLE,[10429],2
262520,0,STUB: VULNERABLE STABLE,[10429],2
401375,0,STUB: VULNERABLE STABLE,[16851],1
270062,0,STUB: VULNERABLE STABLE,[3816],1
11706,0,STUB: VULNERABLE STABLE,"[272264, 10429]",3
262694,0,STUB: VULNERABLE STABLE,[10429],3
14097,0,STUB: VULNERABLE STABLE,[16851],1
46328,0,STUB: VULNERABLE STABLE,[16851],2
268170,0,STUB: VULNERABLE STABLE,[10429],2
53663,0,STUB: VULNERABLE STABLE,[15108],1
397405,0,STUB: VULNERABLE STABLE,[15108],1
52520,0,STUB: VULNERABLE STABLE,[10429],2
13522,0,STUB: VULNERABLE STABLE,[10429],2
265152,0,STUB: VULNERABLE UNSTABLE,[10429],2
54022,0,STUB: VULNERABLE STABLE,[16851],1
27921,0,STUB: VULNERABLE STABLE,[3816],1
273064,0,STUB: VULNERABLE STABLE,[3816],1
8163,0,STUB: VULNERABLE STABLE,[3816],1
211525,0,STUB: VULNERABLE STABLE,[215787],1
272881,0,STUB: VULNERABLE STABLE,[3816],1
274096,0,STUB: VULNERABLE STABLE,[3816],1
210311,0,STUB: VULNERABLE STABLE,[215787],1
214291,0,STUB: VULNERABLE STABLE,[215787],1
11511,0,STUB: VULNERABLE STABLE,"[16851, 15108]",2
54072,0,STUB: VULNERABLE STABLE,[16851],2
29734,0,STUB: VULNERABLE STABLE,[30029],1
269845,0,STUB: VULNERABLE STABLE,[3816],1
274211,0,STUB: VULNERABLE STABLE,[3816],1
46966,0,STUB: VULNERABLE STABLE,"[16851, 15108]",2
273852,0,STUB: VULNERABLE STABLE,[3816],1
274226,0,STUB: VULNERABLE STABLE,[3816],1
272812,0,STUB: VULNERABLE STABLE,[3816],2
22368,0,STUB: VULNERABLE STABLE,[3816],1
22346,0,STUB: VULNERABLE STABLE,[30029],1
399417,0,STUB: VULNERABLE STABLE,[30029],2
399706,0,STUB: VULNERABLE STABLE,[30029],1
36487,0,STUB: VULNERABLE STABLE,[16851],1
197799,0,STUB: VULNERABLE STABLE,[8434],2
57602,0,STUB: VULNERABLE STABLE,[8434],2
204863,0,STUB: VULNERABLE STABLE,[60662],2
61473,0,STUB: VULNERABLE STABLE,[11081],2
210483,0,STUB: VULNERABLE STABLE,[8434],3
43096,0,STUB: VULNERABLE STABLE,[8434],2
44136,0,STUB: VULNERABLE STABLE,[8434],2
39078,0,STUB: VULNERABLE STABLE,"[8434, 57630]",3
10278,0,STUB: VULNERABLE STABLE,"[11081, 30689]",3
34121,0,STUB: VULNERABLE STABLE,[31261],2
207448,0,STUB: VULNERABLE STABLE,[35706],2
56805,0,STUB: VULNERABLE STABLE,[42649],1
208583,0,STUB: VULNERABLE STABLE,[42649],1
209437,0,STUB: VULNERABLE STABLE,[42649],1
32817,0,STUB: VULNERABLE STABLE,[35911],2
328451,0,STUB: VULNERABLE UNSTABLE,[36920],2
329001,0,STUB: VULNERABLE STABLE,[37613],2
52301,0,STUB: VULNERABLE STABLE,[11081],2
61109,0,STUB: VULNERABLE STABLE,[25447],4
35765,0,STUB: VULNERABLE STABLE,[3330],2
43809,0,STUB: VULNERABLE STABLE,[202395],2
55860,0,STUB: VULNERABLE STABLE,[55850],2
132534,0,STUB: VULNERABLE STABLE,[4648],3
140870,0,STUB: VULNERABLE STABLE,[64073],2
38900,0,STUB: VULNERABLE STABLE,[55850],2
45475,0,STUB: VULNERABLE STABLE,[4648],2
131726,0,STUB: VULNERABLE STABLE,[24521],2
266878,0,STUB: VULNERABLE STABLE,[272025],5
266282,0,STUB: VULNERABLE STABLE,[262901],2
