asn,cone,verdict,secure_parents,parent_count
39927,3,PARTIAL: VULNERABLE (Mixed),"[50384, 1299]",11
28171,3,PARTIAL: VULNERABLE (Mixed),[264409],6
203072,3,PARTIAL: VULNERABLE (Mixed),"[39392, 16019]",2
51395,3,PARTIAL: VULNERABLE (Mixed),[6939],4
10594,3,PARTIAL: VULNERABLE (Mixed),"[16713, 3356]",2
11562,3,PARTIAL: VULNERABLE (Mixed),[52320],3
64512,3,VULNERABLE STABLE,"[262186, 202311]",3
4540,3,PARTIAL: VULNERABLE (Mixed),"[577, 3257, 22652]",3
34691,3,PARTIAL: VULNERABLE (Mixed),[1267],4
52999,3,PARTIAL: VULNERABLE (Mixed),[6939],4
28889,3,PARTIAL: VULNERABLE (Mixed),"[3257, 1299, 35369]",4
37088,3,VULNERABLE STABLE,[37282],5
33387,3,PARTIAL: VULNERABLE (Mixed),[32097],15
274556,3,VULNERABLE STABLE,[8167],2
262401,3,PARTIAL: VULNERABLE (Mixed),[3356],3
55561,3,PARTIAL: VULNERABLE (Mixed),"[4826, 55850]",3
4758,3,PARTIAL: VULNERABLE (Mixed),[55824],2
6428,3,PARTIAL: VULNERABLE (Mixed),[3356],2
17473,3,PARTIAL: VULNERABLE (Mixed),"[4826, 58511]",3
203936,3,PARTIAL: VULNERABLE (Mixed),"[6939, 12956]",4
28252,3,PARTIAL: VULNERABLE (Mixed),"[6939, 3549]",5
328490,3,PARTIAL: VULNERABLE (Mixed),[6939],2
39409,3,PARTIAL: VULNERABLE (Mixed),[6939],4
151066,3,PARTIAL: VULNERABLE (Mixed),"[135607, 63927, 6939]",5
62246,3,PARTIAL: VULNERABLE (Mixed),"[51087, 6939]",7
17766,3,PARTIAL: VULNERABLE (Mixed),[38195],3
36692,3,PARTIAL: VULNERABLE (Mixed),"[19332, 25605, 1680, 1299, 6939, 4637, 3356, 6453, 3257, 701, 1221, 4826, 2914, 8551, 6762, 37100]",24
269589,3,PARTIAL: VULNERABLE (Mixed),[3356],3
53066,3,PARTIAL: VULNERABLE (Mixed),[8167],4
48070,3,PARTIAL: VULNERABLE (Mixed),"[61049, 1299, 6461]",3
262952,3,PARTIAL: VULNERABLE (Mixed),[6939],4
14061,3,PARTIAL: VULNERABLE (Mixed),"[2914, 6762, 9498, 174, 1299, 6453, 4826, 3356]",11
215703,3,PARTIAL: VULNERABLE (Mixed),"[58212, 13335, 30456]",8
135025,3,PARTIAL: VULNERABLE (Mixed),"[6939, 135607]",4
272962,3,PARTIAL: VULNERABLE (Mixed),"[272112, 12956, 394684]",3
142285,3,PARTIAL: VULNERABLE (Mixed),"[135607, 63927, 6939]",6
15685,3,PARTIAL: VULNERABLE (Mixed),"[1299, 6939]",3
1921,3,PARTIAL: VULNERABLE (Mixed),"[44066, 199524, 7195, 42473, 19151, 30971, 5459, 42708, 29014, 55803, 20473, 6939]",17
55201,3,PARTIAL: VULNERABLE (Mixed),"[42473, 7018, 6939]",4
49685,3,PARTIAL: VULNERABLE (Mixed),"[3356, 8455]",2
47927,3,PARTIAL: VULNERABLE (Mixed),"[6762, 174, 1299, 57463, 3257, 3356]",6
213373,3,PARTIAL: VULNERABLE (Mixed),"[5511, 50673, 1299, 3257, 6939]",5
28580,3,PARTIAL: VULNERABLE (Mixed),[3356],3
269115,3,PARTIAL: VULNERABLE (Mixed),"[264409, 3356]",5
1002,3,PARTIAL: VULNERABLE (Mixed),"[32097, 13335, 30456, 35133]",5
271324,3,VULNERABLE STABLE,[264997],1
210879,3,VULNERABLE STABLE,"[35625, 8309]",2
267882,3,PARTIAL: VULNERABLE (Mixed),"[52440, 3356, 7303]",3
132372,3,PARTIAL: VULNERABLE (Mixed),"[6939, 38182]",2
12540,3,PARTIAL: VULNERABLE (Mixed),"[3356, 174]",3
29063,3,PARTIAL: VULNERABLE (Mixed),"[5400, 20562]",3
47065,3,PARTIAL: VULNERABLE (Mixed),"[6939, 5408, 12859, 12148, 13335, 20473, 3130]",13
44489,3,PARTIAL: VULNERABLE (Mixed),"[39392, 16019]",2
18883,3,PARTIAL: VULNERABLE (Mixed),"[5056, 6939]",2
5607,3,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 3257, 3356]",5
15570,3,VULNERABLE STABLE,[1828],1
152107,3,PARTIAL: VULNERABLE (Mixed),"[6939, 135607]",4
10098,3,PARTIAL: VULNERABLE (Mixed),"[3491, 15412, 3257]",7
265019,3,PARTIAL: VULNERABLE (Mixed),"[52873, 3356]",4
264500,3,PARTIAL: VULNERABLE (Mixed),"[264112, 3356]",5
134196,3,PARTIAL: VULNERABLE (Mixed),[3356],3
9663,3,PARTIAL: VULNERABLE (Mixed),[137409],2
6775,3,PARTIAL: VULNERABLE (Mixed),"[6939, 6204]",4
264800,3,VULNERABLE STABLE,[7049],1
53340,3,PARTIAL: VULNERABLE (Mixed),[6939],3
37575,3,PARTIAL: VULNERABLE (Mixed),"[8657, 6939]",2
44854,3,PARTIAL: VULNERABLE (Mixed),"[57866, 20562, 50263, 6424, 6939]",10
205697,3,PARTIAL: VULNERABLE (Mixed),"[3257, 6939]",3
272106,3,PARTIAL: VULNERABLE (Mixed),[3356],2
6360,3,PARTIAL: VULNERABLE (Mixed),[6939],3
142064,3,PARTIAL: VULNERABLE (Mixed),[137409],2
36374,3,PARTIAL: VULNERABLE (Mixed),"[26794, 6939]",2
5524,3,PARTIAL: VULNERABLE (Mixed),[6939],2
150895,3,PARTIAL: VULNERABLE (Mixed),[149107],2
43192,3,PARTIAL: VULNERABLE (Mixed),"[47720, 6939]",2
7896,3,PARTIAL: VULNERABLE (Mixed),"[6939, 15108, 7029]",3
24812,3,PARTIAL: VULNERABLE (Mixed),"[35297, 35320, 6939]",6
37517,3,PARTIAL: VULNERABLE (Mixed),"[1299, 37613]",3
8319,3,PARTIAL: VULNERABLE (Mixed),"[6939, 34309]",4
51162,3,PARTIAL: VULNERABLE (Mixed),[59692],6
61620,3,PARTIAL: VULNERABLE (Mixed),[3356],2
714,2,PARTIAL: VULNERABLE (Mixed),"[1299, 9498, 6939, 12956, 4637, 3356, 3491, 12849, 7474, 6453, 701, 1221, 2516, 2914, 8551, 7018, 3320, 18041]",21
21766,2,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 3257, 3356, 6461]",6
4694,2,PARTIAL: VULNERABLE (Mixed),"[2497, 17676, 2519]",3
924,2,PARTIAL: VULNERABLE (Mixed),"[835, 398447, 6424, 6939]",6
267588,2,PARTIAL: VULNERABLE (Mixed),[1031],5
213035,2,PARTIAL: VULNERABLE (Mixed),"[213753, 6939, 174]",3
12350,2,PARTIAL: VULNERABLE (Mixed),"[34177, 1299]",2
24929,2,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 24724]",6
263609,2,PARTIAL: VULNERABLE (Mixed),[271253],3
47588,2,PARTIAL: VULNERABLE (Mixed),[174],2
7546,2,VULNERABLE STABLE,[136557],3
61900,2,PARTIAL: VULNERABLE (Mixed),[264409],4
17924,2,PARTIAL: VULNERABLE (Mixed),"[6939, 3356, 174]",4
265043,2,PARTIAL: VULNERABLE (Mixed),"[10429, 1031]",4
19383,2,PARTIAL: VULNERABLE (Mixed),"[7018, 174]",3
266389,2,PARTIAL: VULNERABLE (Mixed),"[264409, 271253]",3
44097,2,PARTIAL: VULNERABLE (Mixed),"[35625, 34019, 30972, 50628]",4
272066,2,PARTIAL: VULNERABLE (Mixed),[52361],2
263791,2,PARTIAL: VULNERABLE (Mixed),"[7049, 7303]",2
61317,2,PARTIAL: VULNERABLE (Mixed),"[6762, 1299, 3356, 3257]",7
37288,2,PARTIAL: VULNERABLE (Mixed),"[37613, 174]",2
267845,2,VULNERABLE STABLE,[272935],1
24586,2,PARTIAL: VULNERABLE (Mixed),"[8455, 174, 20562, 6939]",6
26725,2,PARTIAL: VULNERABLE (Mixed),"[5056, 174]",3
37727,2,PARTIAL: VULNERABLE (Mixed),"[60171, 6939]",3
201661,2,PARTIAL: VULNERABLE (Mixed),"[5617, 29535]",3
1003,2,PARTIAL: VULNERABLE (Mixed),"[137409, 835, 13335, 6939]",6
112,2,PARTIAL: VULNERABLE (Mixed),"[22548, 13335, 7195, 6939, 31287, 204092, 64073, 40528, 34019, 29169, 208627, 3320, 18041]",38
56309,2,PARTIAL: VULNERABLE (Mixed),[137409],3
50224,2,PARTIAL: VULNERABLE (Mixed),"[137409, 396993, 60841, 400304, 59920, 6939]",9
209604,2,PARTIAL: VULNERABLE (Mixed),"[50673, 13335]",8
265041,2,PARTIAL: VULNERABLE (Mixed),[8167],4
23930,2,PARTIAL: VULNERABLE (Mixed),"[3491, 1299, 15412, 4637]",6
8796,2,PARTIAL: VULNERABLE (Mixed),"[4809, 2914, 1299]",4
48173,2,PARTIAL: VULNERABLE (Mixed),"[42649, 2914, 1299, 13335]",4
152900,2,PARTIAL: VULNERABLE (Mixed),"[212477, 24482, 136557]",4
134190,2,PARTIAL: VULNERABLE (Mixed),"[17984, 2914, 3491]",3
49870,2,PARTIAL: VULNERABLE (Mixed),"[13194, 57717, 3257, 6939]",6
15447,2,PARTIAL: VULNERABLE (Mixed),"[2914, 39591, 174, 20562, 3356, 8220]",8
262765,2,PARTIAL: VULNERABLE (Mixed),[2914],3
44620,2,PARTIAL: VULNERABLE (Mixed),[212477],3
43045,2,PARTIAL: VULNERABLE (Mixed),[59692],8
262428,2,PARTIAL: VULNERABLE (Mixed),[1031],3
264459,2,PARTIAL: VULNERABLE (Mixed),[266371],7
214354,2,PARTIAL: VULNERABLE (Mixed),[6939],3
62935,2,PARTIAL: VULNERABLE (Mixed),"[1299, 174]",3
32415,2,PARTIAL: VULNERABLE (Mixed),"[33154, 46887, 7016, 174, 6939, 3356, 23005]",7
49403,2,PARTIAL: VULNERABLE (Mixed),[31500],3
49835,2,PARTIAL: VULNERABLE (Mixed),[174],2
198781,2,PARTIAL: VULNERABLE (Mixed),"[3491, 198148, 174, 1299, 6939]",5
42504,2,PARTIAL: VULNERABLE (Mixed),"[13249, 50263, 35320]",6
202709,2,PARTIAL: VULNERABLE (Mixed),"[209992, 60822, 60798]",3
44056,2,PARTIAL: VULNERABLE (Mixed),"[50384, 1299]",9
57073,2,PARTIAL: VULNERABLE (Mixed),"[31500, 1299]",11
47902,2,PARTIAL: VULNERABLE (Mixed),[174],2
266454,2,PARTIAL: VULNERABLE (Mixed),"[53013, 3356]",6
214731,2,PARTIAL: VULNERABLE (Mixed),"[6939, 955, 20473]",20
201789,2,PARTIAL: VULNERABLE (Mixed),"[5511, 174, 50673, 6939]",9
263042,2,PARTIAL: VULNERABLE (Mixed),[3356],2
43309,2,VULNERABLE STABLE,[50263],3
53334,2,PARTIAL: VULNERABLE (Mixed),"[2914, 6762, 174, 19122, 1299, 3320]",8
4765,2,VULNERABLE STABLE,[4651],3
35908,2,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 4213, 3257, 6939]",7
265975,2,PARTIAL: VULNERABLE (Mixed),"[264409, 3356]",2
210220,2,PARTIAL: VULNERABLE (Mixed),"[12912, 3356]",5
21527,2,PARTIAL: VULNERABLE (Mixed),"[174, 30517, 6939]",6
18723,2,PARTIAL: VULNERABLE (Mixed),"[3257, 9498, 3356]",7
14007,2,PARTIAL: VULNERABLE (Mixed),"[577, 174, 1299, 13657, 6939]",5
31725,2,PARTIAL: VULNERABLE (Mixed),"[50263, 13249, 174]",4
1100,2,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 3257, 6461]",5
28209,2,PARTIAL: VULNERABLE (Mixed),"[53013, 264409, 3356]",5
48452,2,PARTIAL: VULNERABLE (Mixed),[3257],2
139358,2,PARTIAL: VULNERABLE (Mixed),"[174, 955]",6
201843,2,PARTIAL: VULNERABLE (Mixed),[174],2
26006,2,PARTIAL: VULNERABLE (Mixed),"[11990, 174]",3
267023,2,VULNERABLE STABLE,[262753],2
134176,2,PARTIAL: VULNERABLE (Mixed),"[7586, 6939]",4
25081,2,PARTIAL: VULNERABLE (Mixed),"[8881, 12843]",4
200799,2,PARTIAL: VULNERABLE (Mixed),"[44092, 174]",3
198239,2,PARTIAL: VULNERABLE (Mixed),"[30781, 174]",3
50522,2,PARTIAL: VULNERABLE (Mixed),"[20562, 1299, 3356]",3
8763,2,PARTIAL: VULNERABLE (Mixed),[20562],4
62217,2,PARTIAL: VULNERABLE (Mixed),"[174, 47447, 3257, 6461]",6
260,2,PARTIAL: VULNERABLE (Mixed),"[3257, 15412]",3
201933,2,PARTIAL: VULNERABLE (Mixed),"[6939, 3356]",3
25521,2,PARTIAL: VULNERABLE (Mixed),[6663],2
142046,2,PARTIAL: VULNERABLE (Mixed),"[6939, 174]",3
212567,2,PARTIAL: VULNERABLE (Mixed),"[50629, 3320, 6939, 5405]",7
395400,2,PARTIAL: VULNERABLE (Mixed),"[17456, 7131, 3605]",3
131267,2,PARTIAL: VULNERABLE (Mixed),"[1273, 3491]",3
18206,2,PARTIAL: VULNERABLE (Mixed),"[4788, 8757]",3
47600,2,PARTIAL: VULNERABLE (Mixed),"[39801, 174]",2
21788,2,PARTIAL: VULNERABLE (Mixed),"[6939, 18101, 174]",4
63731,2,PARTIAL: VULNERABLE (Mixed),[3491],8
3238,2,PARTIAL: VULNERABLE (Mixed),"[42649, 174]",2
61112,2,PARTIAL: VULNERABLE (Mixed),"[137409, 58212]",11
42707,2,PARTIAL: VULNERABLE (Mixed),"[20562, 174]",4
47787,2,PARTIAL: VULNERABLE (Mixed),"[6424, 6762, 174]",3
38987,2,PARTIAL: VULNERABLE (Mixed),[5617],2
12097,2,PARTIAL: VULNERABLE (Mixed),"[6939, 27364, 6461]",3
47778,2,PARTIAL: VULNERABLE (Mixed),"[51087, 6939]",5
216392,2,VULNERABLE STABLE,"[49600, 33932]",3
17683,2,VULNERABLE STABLE,[2519],2
209824,2,PARTIAL: VULNERABLE (Mixed),"[47526, 174, 3320, 6939, 41692, 5405]",7
263424,2,PARTIAL: VULNERABLE (Mixed),"[28306, 3356]",5
29286,2,PARTIAL: VULNERABLE (Mixed),"[37613, 174, 3257, 3356]",6
50771,2,PARTIAL: VULNERABLE (Mixed),[12714],3
267642,2,PARTIAL: VULNERABLE (Mixed),[7738],4
268605,2,PARTIAL: VULNERABLE (Mixed),[22356],2
35617,2,PARTIAL: VULNERABLE (Mixed),[6762],3
147181,2,VULNERABLE STABLE,[136557],6
214915,2,PARTIAL: VULNERABLE (Mixed),"[50629, 6939]",5
138995,2,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 202, 174, 4788, 3356, 4637]",12
149020,2,PARTIAL: VULNERABLE (Mixed),"[137409, 136557, 35133]",5
216107,2,PARTIAL: VULNERABLE (Mixed),"[211588, 20473, 6939, 16509]",7
60255,2,PARTIAL: VULNERABLE (Mixed),"[61049, 61337]",2
268214,2,PARTIAL: VULNERABLE (Mixed),[174],3
399788,2,PARTIAL: VULNERABLE (Mixed),[6939],2
268707,2,PARTIAL: VULNERABLE (Mixed),"[7738, 263934]",5
205329,2,PARTIAL: VULNERABLE (Mixed),[6939],6
28668,2,PARTIAL: VULNERABLE (Mixed),"[6939, 22356]",3
58334,2,PARTIAL: VULNERABLE (Mixed),"[5617, 49715, 29535]",4
513,2,PARTIAL: VULNERABLE (Mixed),"[6730, 174]",5
12462,2,VULNERABLE STABLE,[8903],3
34358,2,PARTIAL: VULNERABLE (Mixed),"[8708, 174]",5
264022,2,VULNERABLE STABLE,"[266121, 262462]",6
52423,2,PARTIAL: VULNERABLE (Mixed),"[52228, 1299, 13335]",5
24611,2,PARTIAL: VULNERABLE (Mixed),"[199524, 3356, 6661]",4
27373,2,VULNERABLE STABLE,[16713],2
27986,2,PARTIAL: VULNERABLE (Mixed),"[12956, 6762, 3356]",4
196735,2,VULNERABLE STABLE,[39392],1
39816,2,VULNERABLE STABLE,[51465],1
41114,2,PARTIAL: VULNERABLE (Mixed),"[35625, 6762, 29467, 174]",4
394901,2,PARTIAL: VULNERABLE (Mixed),"[3356, 1828]",2
13414,2,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 701]",4
35032,2,PARTIAL: VULNERABLE (Mixed),"[50384, 1299]",8
7628,2,VULNERABLE STABLE,[58511],3
215085,2,PARTIAL: VULNERABLE (Mixed),"[42093, 211588, 35133]",3
35046,2,PARTIAL: VULNERABLE (Mixed),"[28725, 25512]",4
59711,2,PARTIAL: VULNERABLE (Mixed),"[2914, 5511, 174, 42708, 208566, 3356]",8
202297,2,VULNERABLE STABLE,[39392],2
204281,2,PARTIAL: VULNERABLE (Mixed),[57463],4
56701,2,PARTIAL: VULNERABLE (Mixed),"[31500, 1299]",8
203724,2,PARTIAL: VULNERABLE (Mixed),"[3491, 8220, 3257, 14618, 7195, 3356, 4637]",10
10583,2,PARTIAL: VULNERABLE (Mixed),"[3356, 46887]",3
199163,2,PARTIAL: VULNERABLE (Mixed),"[1299, 3320, 3257, 3356]",7
12346,2,VULNERABLE STABLE,"[13293, 35628]",3
29182,2,PARTIAL: VULNERABLE (Mixed),"[59692, 1299]",7
16685,2,PARTIAL: VULNERABLE (Mixed),[10429],3
151404,2,VULNERABLE STABLE,[58453],2
133403,2,PARTIAL: VULNERABLE (Mixed),[1221],3
61211,2,PARTIAL: VULNERABLE (Mixed),"[3356, 174]",3
7356,2,PARTIAL: VULNERABLE (Mixed),"[3356, 20473, 150684]",5
47541,2,PARTIAL: VULNERABLE (Mixed),"[6762, 1299]",6
61610,2,PARTIAL: VULNERABLE (Mixed),"[12956, 8167, 6057, 3356]",8
37638,2,PARTIAL: VULNERABLE (Mixed),[60171],3
42396,2,PARTIAL: VULNERABLE (Mixed),"[35320, 35297]",4
51430,2,PARTIAL: VULNERABLE (Mixed),"[3399, 174, 50673, 42708]",6
36372,2,VULNERABLE STABLE,[5009],1
272004,2,PARTIAL: VULNERABLE (Mixed),[3356],3
31950,2,PARTIAL: VULNERABLE (Mixed),"[174, 46887]",2
61349,2,PARTIAL: VULNERABLE (Mixed),"[57866, 6830, 58291]",6
199805,2,PARTIAL: VULNERABLE (Mixed),"[174, 1299]",5
62068,2,PARTIAL: VULNERABLE (Mixed),"[57717, 3257, 6939, 20473]",5
39251,2,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 3257, 6939, 3356]",6
33247,2,PARTIAL: VULNERABLE (Mixed),"[13536, 6939]",2
44628,2,PARTIAL: VULNERABLE (Mixed),[35297],4
39928,2,PARTIAL: VULNERABLE (Mixed),[13249],3
198089,2,PARTIAL: VULNERABLE (Mixed),"[6939, 50673]",3
37684,2,PARTIAL: VULNERABLE (Mixed),"[329415, 37100]",6
557,2,PARTIAL: VULNERABLE (Mixed),"[13536, 6939, 174]",3
37722,2,PARTIAL: VULNERABLE (Mixed),"[60171, 37100]",4
394621,2,PARTIAL: VULNERABLE (Mixed),"[3356, 13367]",4
204957,2,PARTIAL: VULNERABLE (Mixed),"[24971, 9009, 32181, 200088]",11
25220,2,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 3320, 3257, 6939, 3356]",8
327687,2,PARTIAL: VULNERABLE (Mixed),[37100],2
50266,2,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 6939, 3356]",5
11888,2,PARTIAL: VULNERABLE (Mixed),"[32098, 3491, 174, 3356]",7
271957,2,PARTIAL: VULNERABLE (Mixed),"[7195, 6939, 3356]",4
5430,2,PARTIAL: VULNERABLE (Mixed),"[1299, 13335, 3320, 6939]",5
134034,2,PARTIAL: VULNERABLE (Mixed),[9498],2
12713,2,PARTIAL: VULNERABLE (Mixed),"[6663, 1299, 3320, 1273, 3356]",5
134160,2,PARTIAL: VULNERABLE (Mixed),[137409],2
132717,2,PARTIAL: VULNERABLE (Mixed),[9498],6
25543,2,PARTIAL: VULNERABLE (Mixed),[6713],2
21215,2,PARTIAL: VULNERABLE (Mixed),"[1299, 3356, 174]",4
62386,2,PARTIAL: VULNERABLE (Mixed),"[174, 31287]",4
56067,2,PARTIAL: VULNERABLE (Mixed),"[4651, 6939]",2
15084,2,PARTIAL: VULNERABLE (Mixed),"[13335, 9498, 3356, 14754, 13489, 4788, 262199, 701, 37693, 20928, 28118, 4826, 23520, 7018, 37492]",25
33501,2,PARTIAL: VULNERABLE (Mixed),"[6939, 6461]",3
48789,2,PARTIAL: VULNERABLE (Mixed),"[5617, 6939, 29535]",5
147279,2,VULNERABLE STABLE,[9498],2
48854,2,PARTIAL: VULNERABLE (Mixed),"[3292, 3342]",3
137991,2,PARTIAL: VULNERABLE (Mixed),[6939],3
207249,2,PARTIAL: VULNERABLE (Mixed),"[8220, 9008, 6939, 3356]",6
31662,2,PARTIAL: VULNERABLE (Mixed),"[1299, 6939]",4
19256,2,PARTIAL: VULNERABLE (Mixed),"[20228, 174, 6453, 7385, 6939, 3356]",6
21333,2,PARTIAL: VULNERABLE (Mixed),[1267],3
210152,2,PARTIAL: VULNERABLE (Mixed),"[1299, 6939]",4
263650,2,PARTIAL: VULNERABLE (Mixed),[3356],9
263693,2,PARTIAL: VULNERABLE (Mixed),[22927],2
133317,2,PARTIAL: VULNERABLE (Mixed),[9498],4
263067,2,PARTIAL: VULNERABLE (Mixed),"[6762, 3356]",3
48610,2,PARTIAL: VULNERABLE (Mixed),"[31500, 1299]",8
135724,2,VULNERABLE STABLE,[9498],3
328471,2,VULNERABLE (Atlas Verified),[6939],4
8801,2,PARTIAL: VULNERABLE (Mixed),"[2914, 44530, 6453, 57463, 3257, 6461]",8
263623,2,PARTIAL: VULNERABLE (Mixed),"[3356, 1031]",4
45960,2,PARTIAL: VULNERABLE (Mixed),"[6762, 6939]",4
28469,2,PARTIAL: VULNERABLE (Mixed),"[32098, 6503, 7018, 1299, 3257, 394684, 3356]",8
201701,2,PARTIAL: VULNERABLE (Mixed),"[50629, 8881, 3320, 6939, 5405]",10
393398,2,PARTIAL: VULNERABLE (Mixed),"[3356, 174]",4
47438,2,VULNERABLE STABLE,[31500],3
38136,2,PARTIAL: VULNERABLE (Mixed),[6939],4
146944,2,VULNERABLE STABLE,[9498],1
200303,2,PARTIAL: VULNERABLE (Mixed),"[6830, 20473, 6939]",7
31554,2,PARTIAL: VULNERABLE (Mixed),"[8708, 6204, 1299, 3356]",6
200797,2,PARTIAL: VULNERABLE (Mixed),"[39892, 174]",3
1226,2,PARTIAL: VULNERABLE (Mixed),"[33651, 3356, 33667]",3
53097,2,PARTIAL: VULNERABLE (Mixed),[2914],3
7438,2,PARTIAL: VULNERABLE (Mixed),"[32098, 12956]",2
47608,2,PARTIAL: VULNERABLE (Mixed),"[3356, 174]",3
10692,2,PARTIAL: VULNERABLE (Mixed),"[26068, 6461, 13950]",3
3801,2,PARTIAL: VULNERABLE (Mixed),"[30600, 2914, 6461]",4
264765,2,VULNERABLE STABLE,"[262259, 11014]",2
195,2,PARTIAL: VULNERABLE (Mixed),[22773],2
213306,2,VULNERABLE STABLE,[5603],5
209863,2,PARTIAL: VULNERABLE (Mixed),"[35320, 35297]",3
265432,2,VULNERABLE STABLE,"[265130, 265268]",5
269423,2,PARTIAL: VULNERABLE (Mixed),[7738],2
16796,2,PARTIAL: VULNERABLE (Mixed),"[7122, 6939]",3
196906,2,VULNERABLE STABLE,[35297],2
41985,2,VULNERABLE STABLE,"[35297, 50263]",4
19224,2,PARTIAL: VULNERABLE (Mixed),"[33668, 174, 3356]",5
51248,2,PARTIAL: VULNERABLE (Mixed),"[174, 1299, 29208]",5
268671,2,PARTIAL: VULNERABLE (Mixed),"[3356, 10429]",3
39832,2,PARTIAL: VULNERABLE (Mixed),"[2914, 21837, 174, 6453, 6939]",8
42812,2,VULNERABLE STABLE,"[50673, 8455]",3
197731,2,PARTIAL: VULNERABLE (Mixed),"[137409, 8455]",2
29668,2,PARTIAL: VULNERABLE (Mixed),"[202, 3356, 6461]",5
34723,2,VULNERABLE STABLE,"[2614, 39737]",4
12837,2,VULNERABLE STABLE,[5578],3
979,2,PARTIAL: VULNERABLE (Mixed),"[137409, 2914, 17676, 174, 1014, 3257, 6939]",9
27750,2,PARTIAL: VULNERABLE (Mixed),"[20080, 6762]",2
61218,2,PARTIAL: VULNERABLE (Mixed),[6939],5
13878,2,VULNERABLE STABLE,[7162],1
266951,2,PARTIAL: VULNERABLE (Mixed),[6762],2
207353,2,PARTIAL: VULNERABLE (Mixed),[31500],15
7506,2,PARTIAL: VULNERABLE (Mixed),"[2914, 13335, 2519, 6939]",5
45102,2,PARTIAL: VULNERABLE (Mixed),"[5511, 17676, 1299, 7195, 3356, 4637, 3491, 174, 4788, 6453, 2914, 9318]",31
21211,2,PARTIAL: VULNERABLE (Mixed),[13194],2
61754,2,PARTIAL: VULNERABLE (Mixed),"[2914, 53013, 264409]",5
30170,2,PARTIAL: VULNERABLE (Mixed),[6461],2
28438,2,VULNERABLE STABLE,[32098],2
22697,2,PARTIAL: VULNERABLE (Mixed),"[12956, 2914, 6762, 174, 1299, 6453, 13335, 3356, 4637]",12
26370,2,PARTIAL: VULNERABLE (Mixed),"[6939, 19518]",3
37661,2,VULNERABLE STABLE,[37613],2
31510,2,PARTIAL: VULNERABLE (Mixed),[174],3
133182,2,PARTIAL: VULNERABLE (Mixed),"[2914, 23948, 38182]",4
61751,2,PARTIAL: VULNERABLE (Mixed),[3356],3
133936,2,PARTIAL: VULNERABLE (Mixed),"[24482, 2914, 4788]",4
47689,2,PARTIAL: VULNERABLE (Mixed),"[54148, 395823, 1299, 6939]",8
47172,2,PARTIAL: VULNERABLE (Mixed),"[38930, 6939]",3
48108,2,PARTIAL: VULNERABLE (Mixed),[59692],5
50877,2,PARTIAL: VULNERABLE (Mixed),"[49289, 6762, 214443, 5405]",7
50667,2,PARTIAL: VULNERABLE (Mixed),"[39737, 8708]",4
43338,2,PARTIAL: VULNERABLE (Mixed),"[2914, 6762, 174, 3320, 3257]",6
57758,2,PARTIAL: VULNERABLE (Mixed),"[174, 20562, 20473, 3356]",5
35223,2,PARTIAL: VULNERABLE (Mixed),"[31216, 59890]",6
132203,2,PARTIAL: VULNERABLE (Mixed),"[1299, 7195, 12956, 3356, 4766, 3491, 174, 6453, 2516, 58453, 2914]",23
5539,2,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 13335, 3320, 5405]",8
5662,2,PARTIAL: VULNERABLE (Mixed),"[7018, 3356, 8220, 6461]",7
16316,2,PARTIAL: VULNERABLE (Mixed),[8220],3
198570,2,PARTIAL: VULNERABLE (Mixed),[28876],3
15399,2,PARTIAL: VULNERABLE (Mixed),[58453],6
4609,2,VULNERABLE UNSTABLE,"[7617, 58453]",2
64098,2,PARTIAL: VULNERABLE (Mixed),"[134090, 4826]",3
328411,2,PARTIAL: VULNERABLE (Mixed),"[6939, 30781, 37037]",4
36253,2,VULNERABLE STABLE,"[33287, 46887]",2
6853,2,PARTIAL: VULNERABLE (Mixed),[5511],2
269089,2,VULNERABLE STABLE,[1031],3
40111,2,PARTIAL: VULNERABLE (Mixed),"[2914, 1299, 174, 19151]",4
43142,2,PARTIAL: VULNERABLE (Mixed),"[2914, 174]",3
31214,2,PARTIAL: VULNERABLE (Mixed),"[50384, 1299, 6939]",7
30870,2,VULNERABLE STABLE,"[20495, 8455]",3
59545,2,PARTIAL: VULNERABLE (Mixed),"[2914, 174, 20562, 6939]",6
9622,2,PARTIAL: VULNERABLE (Mixed),[2914],2
270586,2,PARTIAL: VULNERABLE (Mixed),[2914],3
44416,2,PARTIAL: VULNERABLE (Mixed),"[35297, 50263, 35320]",7
5555,2,VULNERABLE STABLE,[16164],1
134688,2,PARTIAL: VULNERABLE (Mixed),"[38195, 9723]",2
6823,2,PARTIAL: VULNERABLE (Mixed),"[174, 6204]",5
142132,2,PARTIAL: VULNERABLE (Mixed),"[2914, 3491, 17676, 1299]",5
