asn,name,cone,verdict,dirty,total
34765,BCD Travel Poland Spolka z Ograniczona Odpowiedzialnoscia,0,Unverified (Unknown Upstreams),0,0
34778,Siemens Industry Software Limited,0,Unverified (Unknown Upstreams),0,0
34777,"JSC ""AGROKOMPLEKS"" IM.N.I. TKACHEVA",0,Unverified (Unknown Upstreams),0,0
34776,"State Non-Commercial Company STATE UNIVERSITY ""KYIV AVIATION INSTITUTE""",0,Unverified (Unknown Upstreams),0,0
34775,LVNET LTD,0,Unverified (Unknown Upstreams),0,0
34774,Honeywell Europe Services SAS,0,Unverified (Unknown Upstreams),0,0
34772,NEOTEL AD Skopje,0,Unverified (Unknown Upstreams),0,0
34771,Megaseti Ltd.,0,Unverified (Unknown Upstreams),0,0
3477,National Oceanic and Atmospheric Administration,0,Unverified (Unknown Upstreams),0,0
34769,Orange Communications Luxembourg S.A,0,Unverified (Unknown Upstreams),0,0
34767,Otto M. Steinmann e.U.,0,Unverified (Unknown Upstreams),0,0
34766,atom86 BV,0,Unverified (Unknown Upstreams),0,0
34764,Maurice Funke,0,Unverified (Unknown Upstreams),0,0
3475,Navy Network Information Center (NNIC),0,Unverified (Unknown Upstreams),0,0
34763,X.O.L Broadband sal,0,Unverified (Unknown Upstreams),0,0
34762,Combell NV,0,Unverified (Unknown Upstreams),0,0
34761,Nomotech SAS,0,Unverified (Unknown Upstreams),0,0
34760,"Internet Applications and Resources, S.L.",0,Unverified (Unknown Upstreams),0,0
3476,LOGICON,0,Unverified (Unknown Upstreams),0,0
34759,BANCA D'ITALIA,0,Unverified (Unknown Upstreams),0,0
34757,Sibirskie Seti Ltd.,0,Unverified (Unknown Upstreams),0,0
34756,NEP Media Solutions B.V.,0,Unverified (Unknown Upstreams),0,0
34755,Turkiye Odalar ve Borsalar Birligi,0,Unverified (Unknown Upstreams),0,0
34754,Vivacom Bulgaria EAD,0,Unverified (Unknown Upstreams),0,0
34752,HACHETTE FILIPACCHI PRESSE SA,0,Unverified (Unknown Upstreams),0,0
34718,"""IST TELEKOM"" JV LLC",0,Unverified (Unknown Upstreams),0,0
34716,Timico Managed Services Limited,0,Unverified (Unknown Upstreams),0,0
3478,State of Indiana,0,Unverified (Unknown Upstreams),0,0
34715,AMRON Ltd.,0,Unverified (Unknown Upstreams),0,0
34684,Allianz Sigorta A.S.,0,Unverified (Unknown Upstreams),0,0
34682,KOMPLEKTORG OOO,0,Unverified (Unknown Upstreams),0,0
34681,Hubert Lewandowski trading as IT-SERVICE,0,Unverified (Unknown Upstreams),0,0
34680,Trient Consulting Group Srl,0,Unverified (Unknown Upstreams),0,0
3468,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
34679,X-HOST-COMMUNICATION-SRL,0,Unverified (Unknown Upstreams),0,0
34678,Eignafélag Tölvunar ehf,0,Unverified (Unknown Upstreams),0,0
34675,Prima Internet Holdings Limited,0,Unverified (Unknown Upstreams),0,0
34674,NetWave Ltd.,0,Unverified (Unknown Upstreams),0,0
34672,D2CLOUD NETWORK SERVICES (PTY) LTD,0,Unverified (Unknown Upstreams),0,0
34671,Tomskneftehim Ltd.,0,Unverified (Unknown Upstreams),0,0
34670,Skatteforvaltningen,0,Unverified (Unknown Upstreams),0,0
3467,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
34668,"Join Stock Company ""Scientific & Production Enterprise ""ORBITA""",0,Unverified (Unknown Upstreams),0,0
34666,"JSC ""Global Erty""",0,Safe (Unknown Upstreams),0,0
34665,Petersburg Internet Network ltd.,0,Unverified (Unknown Upstreams),0,0
34663,Belastingdienst,0,Unverified (Unknown Upstreams),0,0
34662,VTB Bank (Public Joint-Stock Company),0,Unverified (Unknown Upstreams),0,0
34661,"TOV TRK ""Briz""",0,Unverified (Unknown Upstreams),0,0
34660,Roebuck Group Limited,0,Unverified (Unknown Upstreams),0,0
3466,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
34659,KEYYO SA,0,Unverified (Unknown Upstreams),0,0
34658,Pasquale Troccoli,0,Unverified (Unknown Upstreams),0,0
34656,COMPENSA TOWARZYSTWO UBEZPIECZEN SPOLKA AKCYJNA VIENNA INSURANCE GROUP,0,Unverified (Unknown Upstreams),0,0
34655,JWE S.a r.l.,0,Unverified (Unknown Upstreams),0,0
34685,Anders & Ganz GmbH,0,Unverified (Unknown Upstreams),0,0
34686,Affarsverken Karlskrona AB,0,Unverified (Unknown Upstreams),0,0
34687,Fastnet LLC,0,Unverified (Unknown Upstreams),0,0
34701,Witzenmann GmbH,0,Unverified (Unknown Upstreams),0,0
34714,OPTICNET-SERV S.R.L.,0,Unverified (Unknown Upstreams),0,0
34711,ICE Computers SRL,0,Unverified (Unknown Upstreams),0,0
34710,Trans-iX B.V.,0,Unverified (Unknown Upstreams),0,0
3471,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
34709,JSC RACE TELECOM,0,Unverified (Unknown Upstreams),0,0
34707,State Educational Institution of higher professional Education 'Kemerovo State University',0,Unverified (Unknown Upstreams),0,0
34706,NPF Buduschee JSC,0,Unverified (Unknown Upstreams),0,0
34705,Norlys Digital A/S,0,Safe (Unknown Upstreams),0,0
34704,VOIP Telecom SAS,0,Unverified (Unknown Upstreams),0,0
34703,LTD Pokrovsky radiotelefon,0,Unverified (Unknown Upstreams),0,0
34702,Aktsiaselts WaveCom,0,Safe (Unknown Upstreams),0,0
34700,"Maxnet Telecom, LTD",0,Unverified (Unknown Upstreams),0,0
34688,Maverick Network sp. z o.o,0,Unverified (Unknown Upstreams),0,0
3470,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
347,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
34699,Ministero degli affari esteri e della cooperazione internazionale,0,Unverified (Unknown Upstreams),0,0
34698,"JSC ""Logistics company MOLCOM""",0,Unverified (Unknown Upstreams),0,0
34697,Emerson Electric UK Limited,0,Unverified (Unknown Upstreams),0,0
34696,"MISMELINK NETWORKS, SL",0,Unverified (Unknown Upstreams),0,0
34694,Stadtwerke Woergl GmbH,0,Unverified (Unknown Upstreams),0,0
34693,CME Operations Limited,0,Unverified (Unknown Upstreams),0,0
34691,Intendo S.r.l.,0,Unverified (Unknown Upstreams),0,0
3469,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
34689,Castlegem SRL,0,Unverified (Unknown Upstreams),0,0
34779,"T-2, d.o.o.",0,Unverified (Unknown Upstreams),0,0
34780,Village Roadshow Operations Ellas S.A.,0,Unverified (Unknown Upstreams),0,0
34653,Focus Nunti Ltd.,0,Unverified (Unknown Upstreams),0,0
34839,Neue Pressegesellschaft mbH,0,Unverified (Unknown Upstreams),0,0
34866,Master IT Ltd,0,Unverified (Unknown Upstreams),0,0
34863,HEXANET SAS,0,Unverified (Unknown Upstreams),0,0
34862,Institution of Russian academy of sciences Kotel'nikov Institute of Radio Engineering and Electronics of RAS,0,Unverified (Unknown Upstreams),0,0
34860,Societe Francaise Du Radiotelephone - SFR SA,0,Unverified (Unknown Upstreams),0,0
3486,JPMorgan Chase & Co.,0,Unverified (Unknown Upstreams),0,0
34859,ZYN LINE LLC,0,Unverified (Unknown Upstreams),0,0
34858,Telezon-Seti LLC,0,Unverified (Unknown Upstreams),0,0
34857,"SPLIUS, UAB",0,Unverified (Unknown Upstreams),0,0
34855,Stroy-Telecom LTD,0,Unverified (Unknown Upstreams),0,0
34854,Staclar Carrier Ltd.,0,Unverified (Unknown Upstreams),0,0
34853,JSC Agency of Economical Information Prime,0,Unverified (Unknown Upstreams),0,0
34852,AYALON INSURANCE COMPANY LTD,0,Unverified (Unknown Upstreams),0,0
34851,PENSION AND SOCIAL INSURANCE FUND OF THE RUSSIAN FEDERATION,0,Unverified (Unknown Upstreams),0,0
34850,Akamai International B.V.,0,Unverified (Unknown Upstreams),0,0
3485,Mizuho Americas Services LLC,0,Unverified (Unknown Upstreams),0,0
34849,"Federal State Institution of Higher Professional Education ""Peoples Friendship University of Russia""",0,Unverified (Unknown Upstreams),0,0
34848,J2 Global Denmark A/S,0,Unverified (Unknown Upstreams),0,0
34847,LAROIAS COMPUTERS SRL,0,Unverified (Unknown Upstreams),0,0
34846,NEWS CORP UK & IRELAND LIMITED,0,Unverified (Unknown Upstreams),0,0
34845,Billbird S.A.,0,Unverified (Unknown Upstreams),0,0
34844,ELART Sp. z o.o.,0,Unverified (Unknown Upstreams),0,0
34843,"Managing company ""Realty of Petersburg Ltd""",0,Unverified (Unknown Upstreams),0,0
34842,"Mano Busto prieziura, UAB",0,Unverified (Unknown Upstreams),0,0
34841,Lafy OOD,0,Unverified (Unknown Upstreams),0,0
34840,Global Technologies of Ukraine LLC,0,Unverified (Unknown Upstreams),0,0
34867,Cosmonova LLC,0,Unverified (Unknown Upstreams),0,0
34868,2342 Verwaltungs GmbH,0,Unverified (Unknown Upstreams),0,0
34869,INSYS LLC,0,Unverified (Unknown Upstreams),0,0
34884,iShack SAL,0,Unverified (Unknown Upstreams),0,0
34895,hostNET Medien GmbH,0,Unverified (Unknown Upstreams),0,0
34894,"PJSC ""Vimpelcom""",0,Unverified (Unknown Upstreams),0,0
34893,Institut Straumann AG,0,Unverified (Unknown Upstreams),0,0
34892,PJSC Rostelecom,0,Unverified (Unknown Upstreams),0,0
34891,Urzad Miasta Stolecznego Warszawa,0,Unverified (Unknown Upstreams),0,0
34890,ASOS.COM Limited,0,Unverified (Unknown Upstreams),0,0
3489,Unify Corporation,0,Unverified (Unknown Upstreams),0,0
34888,Global-Data System IT Corporation,0,Unverified (Unknown Upstreams),0,0
34887,Information Technology Center of the Republic of Tatarstan GUP,0,Unverified (Unknown Upstreams),0,0
34886,REICHMAN UNIVERSITY (CC),0,Unverified (Unknown Upstreams),0,0
34885,Erzdioezese Salzburg,0,Unverified (Unknown Upstreams),0,0
34883,FH JOANNEUM Gesellschaft mbH,0,Unverified (Unknown Upstreams),0,0
3487,"Lagoven S.A., Telecommunication Engineering",0,Unverified (Unknown Upstreams),0,0
34881,Slavyansk EKO Ltd.,0,Unverified (Unknown Upstreams),0,0
3488,"Information Systems Department, Japan Aerospace Exploration Agency",0,Unverified (Unknown Upstreams),0,0
34879,"OOO ""Sovremennye setevye tekhnologii""",0,Unverified (Unknown Upstreams),0,0
34877,"JSC ""PROCREDIT BANK""",0,Unverified (Unknown Upstreams),0,0
34876,"""SMART SISTEMZ TECHNOLOJI"" MMM",0,Unverified (Unknown Upstreams),0,0
34875,PJSC Rostelecom,0,Unverified (Unknown Upstreams),0,0
34874,Artecom Ltd,0,Unverified (Unknown Upstreams),0,0
34873,"ACSS - Administracao Central do Sistema de Saude, I.P.",0,Unverified (Unknown Upstreams),0,0
34872,Servperso Systems,0,Unverified (Unknown Upstreams),0,0
34871,Part Financial Information Processing Co.,0,Unverified (Unknown Upstreams),0,0
34870,News Agency Interfax-Ukraine Ltd,0,Unverified (Unknown Upstreams),0,0
3484,Instituto Politecnico Nacional,0,Unverified (Unknown Upstreams),0,0
34838,"JSC ""AlfaInsurance""",0,Unverified (Unknown Upstreams),0,0
34781,Services Industriels de Lausanne (SIL),0,Unverified (Unknown Upstreams),0,0
34837,Institute for Research in Fundamental Sciences,0,Unverified (Unknown Upstreams),0,0
34804,LLC POWERNET,0,Unverified (Unknown Upstreams),0,0
34803,Broadband Gibraltar Limited,0,Unverified (Unknown Upstreams),0,0
34802,"Commercial Bank ""Renaissance Credit"" LLC",0,Unverified (Unknown Upstreams),0,0
34801,Magna Capax Finland Oy,0,Unverified (Unknown Upstreams),0,0
34800,Securebit AG,0,Unverified (Unknown Upstreams),0,0
3480,Board of Regents of the University System of Georgia,0,Unverified (Unknown Upstreams),0,0
348,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
34799,Lugalink Ltd,0,Unverified (Unknown Upstreams),0,0
34798,willhaben internet service GmbH & Co KG,0,Unverified (Unknown Upstreams),0,0
34797,System Net Ltd,0,Unverified (Unknown Upstreams),0,0
34796,Ooredoo Q.S.C.,0,Unverified (Unknown Upstreams),0,0
34795,Ipsos Interactive Services SRL,0,Unverified (Unknown Upstreams),0,0
34794,Libra Internet Bank S.A.,0,Unverified (Unknown Upstreams),0,0
34793,Getriebebau NORD GmbH & Co. KG,0,Unverified (Unknown Upstreams),0,0
34792,"Finance Communication Service, Ltd",0,Unverified (Unknown Upstreams),0,0
34791,Slovenska televizia a rozhlas,0,Unverified (Unknown Upstreams),0,0
34790,TFM NETWORKS LIMITED,0,Unverified (Unknown Upstreams),0,0
3479,Board of Regents of the University System of Georgia,0,Safe (Unknown Upstreams),0,0
34789,Asseco Poland S.A.,0,Unverified (Unknown Upstreams),0,0
34788,Neue Medien Muennich GmbH,0,Unverified (Unknown Upstreams),0,0
34787,GREEN FLOID LLC,0,Unverified (Unknown Upstreams),0,0
34786,OOO NPO Intermet,0,Unverified (Unknown Upstreams),0,0
34785,Stadtwerke Klagenfurt AG,0,Unverified (Unknown Upstreams),0,0
34784,RuSat Ltd.,0,Unverified (Unknown Upstreams),0,0
34783,IP SLA INTERNET PROTOCOLE SERVICE LEVAL AGREEMENT SAS,0,Unverified (Unknown Upstreams),0,0
34805,"""COMDREV.PL"" Sp.z o.o.",0,Unverified (Unknown Upstreams),0,0
34806,ASLINE LIMITED,0,Unverified (Unknown Upstreams),0,0
34807,Rainer Lillge,0,Unverified (Unknown Upstreams),0,0
34824,Samarasvyazinform Ltd,0,Unverified (Unknown Upstreams),0,0
34836,"JSC ""RCS""",0,Unverified (Unknown Upstreams),0,0
34835,Michal Paduch trading as PaduchNET,0,Unverified (Unknown Upstreams),0,0
34834,QUIPU GmbH,0,Unverified (Unknown Upstreams),0,0
34832,NOVOSYSTEM Ltd.,0,Unverified (Unknown Upstreams),0,0
34831,embeDD GmbH,0,Unverified (Unknown Upstreams),0,0
3483,Sprint,0,Unverified (Unknown Upstreams),0,0
34829,"LLC ""Nauka-Svyaz""",0,Unverified (Unknown Upstreams),0,0
34828,DH Bulut Bilisim Anonim Sirketi,0,Unverified (Unknown Upstreams),0,0
34827,Ebor Limited,0,Unverified (Unknown Upstreams),0,0
34826,Autopay S.A.,0,Unverified (Unknown Upstreams),0,0
34825,FACEBOOK ISRAEL LTD,0,Unverified (Unknown Upstreams),0,0
34822,NEP Norway AS,0,Unverified (Unknown Upstreams),0,0
34808,Societatea Romana de Radiodifuziune,0,Unverified (Unknown Upstreams),0,0
3482,State of Montana,0,Unverified (Unknown Upstreams),0,0
34819,"H17 Networks, s.r.o.",0,Unverified (Unknown Upstreams),0,0
34817,Kyndryl Deutschland Aviation Industry Services GmbH,0,Unverified (Unknown Upstreams),0,0
34816,Anschutz Sports Holdings Limited,0,Unverified (Unknown Upstreams),0,0
34815,Dublin Enterprise & Technology Centre Limited,0,Unverified (Unknown Upstreams),0,0
34814,Osnova-Internet LLC,0,Unverified (Unknown Upstreams),0,0
34813,JENTEC LIMITED,0,Unverified (Unknown Upstreams),0,0
34812,euphoria GmbH,0,Unverified (Unknown Upstreams),0,0
34810,Mansion (Gibraltar) Limited,0,Unverified (Unknown Upstreams),0,0
3481,State of Connecticut,0,Unverified (Unknown Upstreams),0,0
34809,SANEF SA,0,Unverified (Unknown Upstreams),0,0
34654,Merula Limited,0,Unverified (Unknown Upstreams),0,0
34652,Comprehensive Security Sweden AB,0,Unverified (Unknown Upstreams),0,0
34402,INFOPLUS Sp. z o. o.,0,Unverified (Unknown Upstreams),0,0
34462,"DITEC, a.s.",0,Unverified (Unknown Upstreams),0,0
34491,BULSTRAD VIENNA INSURANCE GROUP EAD,0,Unverified (Unknown Upstreams),0,0
34490,PJSC Rostelecom,0,Unverified (Unknown Upstreams),0,0
3449,Universidad Nacional de Buenos Aires,0,Unverified (Unknown Upstreams),0,0
34489,Pannon Pipics Ltd.,0,Unverified (Unknown Upstreams),0,0
34488,UNICREDIT BANKA SLOVENIJA d.d.,0,Unverified (Unknown Upstreams),0,0
34487,"SouthPrague.Net, z.s.",0,Unverified (Unknown Upstreams),0,0
34486,PQR B.V.,0,Unverified (Unknown Upstreams),0,0
34485,Svyaznoy Chain LLC,0,Unverified (Unknown Upstreams),0,0
34484,Telia Cygate Oy,0,Unverified (Unknown Upstreams),0,0
34482,TDC Holding A/S,0,Unverified (Unknown Upstreams),0,0
34480,Redlimtech Limited,0,Unverified (Unknown Upstreams),0,0
3448,"AT&T Enterprises, LLC",0,Unverified (Unknown Upstreams),0,0
34479,"""Computational technologies - consulting"" LLC",0,Unverified (Unknown Upstreams),0,0
34478,TUBITAK Ulusal Elektronik ve Kriptoloji Arastirrma Enstitusu,0,Unverified (Unknown Upstreams),0,0
34476,Vayfi Bilgi Teknolojileri A.S.,0,Unverified (Unknown Upstreams),0,0
34475,"Agrostroj Pelhrimov, a.s.",0,Unverified (Unknown Upstreams),0,0
34474,KEBA Group AG,0,Unverified (Unknown Upstreams),0,0
34471,Free Technologies Excom S.L.,0,Unverified (Unknown Upstreams),0,0
34470,PortTelekom LLC,0,Unverified (Unknown Upstreams),0,0
3447,"CenturyLink Communications, LLC",0,Unverified (Unknown Upstreams),0,0
34469,CONNET - RO SRL,0,Unverified (Unknown Upstreams),0,0
34468,S.P.A. Societa' Servizi Informatici Sammarinesi - S.S.I.S.,0,Unverified (Unknown Upstreams),0,0
34467,"JSC Telephone Company ""Sotcom""",0,SECURE (Full Coverage),0,1
34465,RIPE NCC ASN block,0,Unverified (Unknown Upstreams),0,0
34464,Media Sououz Ltd.,0,Unverified (Unknown Upstreams),0,0
34492,MEDIA LIFE LLC,0,Unverified (Unknown Upstreams),0,0
34493,DDO ORGANISATION SAS,0,Unverified (Unknown Upstreams),0,0
34494,Lukman Multimedia Sp. z o.o,0,Unverified (Unknown Upstreams),0,0
34510,Afone Participations SAS,0,Unverified (Unknown Upstreams),0,0
34521,Atos IT Solutions and Services s.r.o.,0,Unverified (Unknown Upstreams),0,0
34520,Deutsche Forschungsgemeinschaft e.V.,0,Unverified (Unknown Upstreams),0,0
3452,University of Alabama at Birmingham,0,Safe (Unknown Upstreams),0,0
34519,VJESNIK d.d.,0,Unverified (Unknown Upstreams),0,0
34518,Radiokom Ltd.,0,Unverified (Unknown Upstreams),0,0
34517,Maxnet Telecomunicatii SRL,0,Unverified (Unknown Upstreams),0,0
34516,ARX-NET SA,0,Unverified (Unknown Upstreams),0,0
34515,Next Net for Internet and IT Services LTD,0,Safe (Unknown Upstreams),0,0
34514,INGO Zurich AG,0,Unverified (Unknown Upstreams),0,0
34513,Tarashe Sabz Tehran Co. Ltd.,0,Unverified (Unknown Upstreams),0,0
34511,Fundacion Integra,0,Unverified (Unknown Upstreams),0,0
3451,Downtown Digital,0,Unverified (Unknown Upstreams),0,0
34497,Logicalis Guernsey Ltd,0,Unverified (Unknown Upstreams),0,0
34509,"P.P.H.U. ""BMJ"" Sp.J. W.Baran J.Pogonowski",0,Unverified (Unknown Upstreams),0,0
34508,MTS PJSC,0,Unverified (Unknown Upstreams),0,0
34507,Mediq BV,0,Unverified (Unknown Upstreams),0,0
34506,Dagrofa ApS,0,Unverified (Unknown Upstreams),0,0
34503,YouNet Ltd.,0,Unverified (Unknown Upstreams),0,0
34502,Multikom Austria Telekom GmbH,0,Unverified (Unknown Upstreams),0,0
34501,Viva Telecom SRL,0,Unverified (Unknown Upstreams),0,0
34500,FGUP CTSPI MGA Russia,0,Unverified (Unknown Upstreams),0,0
3450,University of Tennessee,0,Unverified (Unknown Upstreams),0,0
345,United States Department of Defense (DoD),0,Unverified (Unknown Upstreams),0,0
34499,BlackBox Hosting Ltd,0,Unverified (Unknown Upstreams),0,0
34463,Super Sport d.o.o.,0,Unverified (Unknown Upstreams),0,0
34461,Breitbandservice Gantert GmbH & Co.KG,0,Unverified (Unknown Upstreams),0,0
34523,Webroot Services Ltd,0,Unverified (Unknown Upstreams),0,0
34460,PHOENIX International Holdings GmbH,0,Unverified (Unknown Upstreams),0,0
3443,ESnet,0,Unverified (Unknown Upstreams),0,0
34427,Comsenso BV,0,Unverified (Unknown Upstreams),0,0
34426,Shabakah Net,0,Unverified (Unknown Upstreams),0,0
34425,EDGOO NETWORKS UNIPESSOAL LDA,0,Unverified (Unknown Upstreams),0,0
34424,ORLEN S.A.,0,Unverified (Unknown Upstreams),0,0
34422,LPG HC,0,Unverified (Unknown Upstreams),0,0
34421,Telecom Media Systems LLC,0,Unverified (Unknown Upstreams),0,0
34420,Netaffairs Hosting B.V.,0,Unverified (Unknown Upstreams),0,0
3442,ESnet,0,Unverified (Unknown Upstreams),0,0
34419,Vodafone Group Services GmbH,0,Unverified (Unknown Upstreams),0,0
34418,GLOBAL BILGI PAZARLAMA DANISMANLIK VE CAGRI SERVISI HIZMETLERI A.S.,0,Unverified (Unknown Upstreams),0,0
34417,BluOr Bank,0,Unverified (Unknown Upstreams),0,0
34416,Full Duplex SRL,0,Unverified (Unknown Upstreams),0,0
34415,CORNI EOLIAN SA,0,Unverified (Unknown Upstreams),0,0
34414,Nokia Oyj,0,Unverified (Unknown Upstreams),0,0
34413,Chess Limited,0,Unverified (Unknown Upstreams),0,0
34412,Saba Abr Mizban LLC,0,Unverified (Unknown Upstreams),0,0
34411,"JSC ""E-Publish""",0,Unverified (Unknown Upstreams),0,0
34410,Vanilla Telecoms Ltd.,0,Unverified (Unknown Upstreams),0,0
3441,ESnet,0,Unverified (Unknown Upstreams),0,0
34409,Polska Press Sp. z o.o.,0,Unverified (Unknown Upstreams),0,0
34407,Wavecrest Networks Limited,0,Unverified (Unknown Upstreams),0,0
34406,FLAG TELECOM UK LIMITED,0,Unverified (Unknown Upstreams),0,0
34405,Anci Digitale S.P.A.,0,Unverified (Unknown Upstreams),0,0
34404,Delta Holding d.o.o.,0,Unverified (Unknown Upstreams),0,0
34430,Odido Netherlands B.V.,0,Unverified (Unknown Upstreams),0,0
34431,OPTEAM S. A.,0,Unverified (Unknown Upstreams),0,0
34432,dogado GmbH,0,Unverified (Unknown Upstreams),0,0
34448,"Subsidiary Enterprise ""SNT UKRAINE""",0,Unverified (Unknown Upstreams),0,0
3446,State of Kansas,0,Unverified (Unknown Upstreams),0,0
34458,Smart Networks S.a.r.l,0,Unverified (Unknown Upstreams),0,0
34457,Generali Deutschland AG,0,Unverified (Unknown Upstreams),0,0
