asn,name,cone,verdict,dirty,total
10907,"Security Coverage, Inc.",0,Unverified (Unknown Upstreams),0,0
10906,Núcleo de Informação e Coordenação do Ponto BR - NIC.BR,0,Unverified (Unknown Upstreams),0,0
10905,Mobile Technology Ventures Inc,0,Unverified (Unknown Upstreams),0,0
10904,EQUISTAR Petrochecmical Company,0,Unverified (Unknown Upstreams),0,0
10903,Target Corporation,0,Unverified (Unknown Upstreams),0,0
10902,BISYS Creative Solutions,0,Unverified (Unknown Upstreams),0,0
10901,TERABIT.NET,0,Unverified (Unknown Upstreams),0,0
10900,Educational Network Provider,0,Unverified (Unknown Upstreams),0,0
109,"CISCO SYSTEMS, INC.",0,Unverified (Unknown Upstreams),0,0
10899,Caris Life Sciences,0,Unverified (Unknown Upstreams),0,0
10897,Camara dos Deputados,0,Unverified (Unknown Upstreams),0,0
10896,"Verifone, Inc.",0,Unverified (Unknown Upstreams),0,0
10895,Telecom Argentina S.A.,0,Unverified (Unknown Upstreams),0,0
10979,INSURANCE COMPANY OF THE WEST,0,Unverified (Unknown Upstreams),0,0
10980,"Stafford Communications, Inc.",0,Unverified (Unknown Upstreams),0,0
11088,iConnect,0,Unverified (Unknown Upstreams),0,0
11061,"Antelecom, Inc.",0,Unverified (Unknown Upstreams),0,0
1106,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11059,MIFFLIN COUNTY WIRELESS LLC,0,Unverified (Unknown Upstreams),0,0
11058,CABASE Camara Arg de Base de Datos y Serv en Linea,0,Unverified (Unknown Upstreams),0,0
11057,Rivulet Wireless Inc.,0,Unverified (Unknown Upstreams),0,0
11056,Berger Montague,0,Unverified (Unknown Upstreams),0,0
11055,Midcontinent Communications,0,Unverified (Unknown Upstreams),0,0
11054,"LivePerson, Inc.",0,Unverified (Unknown Upstreams),0,0
11052,"Intermountain Health Care, Inc.",0,Unverified (Unknown Upstreams),0,0
11051,"Evocative, Inc.",0,Unverified (Unknown Upstreams),0,0
11050,Kent State University,0,Safe (Unknown Upstreams),0,0
1105,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11049,Oracle Corporation,0,Unverified (Unknown Upstreams),0,0
11048,DigitalStakeout,0,Unverified (Unknown Upstreams),0,0
11047,Hartford Hospital,0,Unverified (Unknown Upstreams),0,0
11046,Little Apple Technologies,0,Unverified (Unknown Upstreams),0,0
11045,"Sterling Communications, Inc.",0,Unverified (Unknown Upstreams),0,0
11042,NETWORK TRANSIT HOLDINGS LLC,0,Unverified (Unknown Upstreams),0,0
11041,"Atlantic.net, Inc.",0,Unverified (Unknown Upstreams),0,0
11040,FMR LLC,0,Unverified (Unknown Upstreams),0,0
1104,Nikhef - Dutch National Institute for Sub-atomic Physics,0,Unverified (Unknown Upstreams),0,0
11039,The George Washington University,0,Unverified (Unknown Upstreams),0,0
11038,"Salish Networks, Inc.",0,Unverified (Unknown Upstreams),0,0
11037,Mohawk Medbuy Corporation,0,Unverified (Unknown Upstreams),0,0
11036,"Signal Perfection, Ltd., Inc.",0,Unverified (Unknown Upstreams),0,0
11035,"The Raymond F. Kravis Center for the Performing Arts, Inc.",0,Unverified (Unknown Upstreams),0,0
11060,Charter Communications Inc,0,Unverified (Unknown Upstreams),0,0
11062,MTCO Communications,0,Unverified (Unknown Upstreams),0,0
11033,LYNXNET.CA,0,Unverified (Unknown Upstreams),0,0
11063,Microstar S.A.,0,Unverified (Unknown Upstreams),0,0
11087,Comision Federal de Electricidad,0,Unverified (Unknown Upstreams),0,0
11086,Pitney Bowes Incorporated,0,Unverified (Unknown Upstreams),0,0
11085,NCS Technologies Inc,0,Unverified (Unknown Upstreams),0,0
11084,Huron Telecommunications Cooperative Limited,0,Unverified (Unknown Upstreams),0,0
11083,Ocean Fund International Ltd.,0,Unverified (Unknown Upstreams),0,0
11082,Eastman Chemical Company,0,Unverified (Unknown Upstreams),0,0
11081,United Telecommunication Services (UTS),0,Unverified (Unknown Upstreams),0,0
11080,"Yellowknife Wireless Company, LLC",0,Unverified (Unknown Upstreams),0,0
1108,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11079,Zayo Bandwidth,0,Unverified (Unknown Upstreams),0,0
11078,Brown University,0,Unverified (Unknown Upstreams),0,0
11077,XBASE Technologies Corp.,0,Unverified (Unknown Upstreams),0,0
11076,COMMUNITY COMPUTER SERVICE INC,0,Unverified (Unknown Upstreams),0,0
11075,Malleum,0,Unverified (Unknown Upstreams),0,0
11074,Crown Castle Fiber LLC,0,Unverified (Unknown Upstreams),0,0
11073,Minnesota Public Radio,0,Unverified (Unknown Upstreams),0,0
11071,InfoWest,0,Unverified (Unknown Upstreams),0,0
11070,"Metanet Communications, Inc.",0,Unverified (Unknown Upstreams),0,0
1107,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11069,Altafiber,0,Unverified (Unknown Upstreams),0,0
11068,"Hanna, Brophy, MacLean, McAleer & Jensen, L.L.P",0,Unverified (Unknown Upstreams),0,0
11067,"Panhandle Telecommunications Systems, INC.",0,Unverified (Unknown Upstreams),0,0
11066,XPO LOGISTICS INC,0,Unverified (Unknown Upstreams),0,0
11065,"Netovo Group, LLC",0,Unverified (Unknown Upstreams),0,0
11064,Taeyang Innovations LLC,0,Unverified (Unknown Upstreams),0,0
11034,"IntelePeer, Inc.",0,Unverified (Unknown Upstreams),0,0
11032,Universite du Quebec,0,Unverified (Unknown Upstreams),0,0
10981,Educational Solutions LLC,0,Unverified (Unknown Upstreams),0,0
11004,City of Golden,0,Unverified (Unknown Upstreams),0,0
11002,"Bank of America, National Association",0,Unverified (Unknown Upstreams),0,0
11001,"Bank of America, National Association",0,Unverified (Unknown Upstreams),0,0
11000,"Bank of America, National Association",0,Unverified (Unknown Upstreams),0,0
1100,Nuday Networks Inc.,0,Unverified (Unknown Upstreams),0,0
110,Xerox Advanced Information Technology,0,Unverified (Unknown Upstreams),0,0
11,Harvard University,0,Unverified (Unknown Upstreams),0,0
10999,"Bank of America, National Association",0,Unverified (Unknown Upstreams),0,0
10998,"Bank of America, National Association",0,Unverified (Unknown Upstreams),0,0
10997,"Intercontinental Exchange, Inc.",0,Unverified (Unknown Upstreams),0,0
10996,Concorde inc.,0,Unverified (Unknown Upstreams),0,0
10995,PNC Bank N.A.,0,Unverified (Unknown Upstreams),0,0
10994,Charter Communications Inc,0,Unverified (Unknown Upstreams),0,0
10993,Aerioconnect,0,Unverified (Unknown Upstreams),0,0
10992,Giga System,0,Unverified (Unknown Upstreams),0,0
10991,"CAPGEMINI AMERICA, INC.",0,Unverified (Unknown Upstreams),0,0
10990,"Tulix Systems, Inc.",0,Unverified (Unknown Upstreams),0,0
1099,WIFIBER,0,Unverified (Unknown Upstreams),0,0
10989,CTI Networks Inc.,0,Unverified (Unknown Upstreams),0,0
10988,College of Western Idaho,0,Unverified (Unknown Upstreams),0,0
10987,Weyerhaeuser Company,0,Unverified (Unknown Upstreams),0,0
10986,PULSAR CONSULTING S.R.L.,0,Unverified (Unknown Upstreams),0,0
10985,"Curtis Instruments, Inc.",0,Unverified (Unknown Upstreams),0,0
10984,Uniti Fiber Holdings Inc.,0,Unverified (Unknown Upstreams),0,0
10983,Telecom Argentina S.A.,0,Unverified (Unknown Upstreams),0,0
10982,"TiVo, Inc.",0,Unverified (Unknown Upstreams),0,0
11003,The Procter and Gamble Company,0,Unverified (Unknown Upstreams),0,0
11005,Downingtown Area School District,0,Unverified (Unknown Upstreams),0,0
11031,Orbis Investments (Canada) Limited,0,Unverified (Unknown Upstreams),0,0
11006,HRTec,0,Unverified (Unknown Upstreams),0,0
11030,"Qualcomm, Inc.",0,Unverified (Unknown Upstreams),0,0
11029,"NetVata, LLC",0,Unverified (Unknown Upstreams),0,0
11028,SETIATHOME,0,Unverified (Unknown Upstreams),0,0
11027,Village of Menomonee Falls,0,Unverified (Unknown Upstreams),0,0
11026,"AT&T Enterprises, LLC",0,Unverified (Unknown Upstreams),0,0
11025,"Comcast Cable Communications, LLC",0,Unverified (Unknown Upstreams),0,0
11024,"Cogent Communications, LLC",0,Unverified (Unknown Upstreams),0,0
11023,System Source,0,Unverified (Unknown Upstreams),0,0
11022,"Alabanza, LLC",0,Unverified (Unknown Upstreams),0,0
11021,North Valley Hospital,0,Unverified (Unknown Upstreams),0,0
11020,"RUSTIC RESOURCES, LLC",0,Unverified (Unknown Upstreams),0,0
1102,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11019,"HAProxy Technologies, Inc.",0,Unverified (Unknown Upstreams),0,0
11018,"NTT America Network Innovations, Inc",0,Unverified (Unknown Upstreams),0,0
11017,CSN Support Services,0,Unverified (Unknown Upstreams),0,0
11016,Experian,0,Unverified (Unknown Upstreams),0,0
11015,Texas Children's Hospital,0,Unverified (Unknown Upstreams),0,0
11014,Metrotel,0,Unverified (Unknown Upstreams),0,0
11013,WideOpenWest Finance LLC,0,Unverified (Unknown Upstreams),0,0
11012,The Digital Design Company,0,Unverified (Unknown Upstreams),0,0
11010,Invero S. de R.L. de C.V.,0,Unverified (Unknown Upstreams),0,0
1101,SURF (Thunderlab),0,Unverified (Unknown Upstreams),0,0
11009,Carlow University,0,Unverified (Unknown Upstreams),0,0
11008,Netverk S.A.,0,Unverified (Unknown Upstreams),0,0
11007,Neon Goat Productions,0,Unverified (Unknown Upstreams),0,0
11309,International Monetary Fund,0,Unverified (Unknown Upstreams),0,0
1131,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11310,Boston Public Schools,0,Unverified (Unknown Upstreams),0,0
11614,"iBasis, Inc.",0,Unverified (Unknown Upstreams),0,0
11612,"Ready Telecom, Inc.",0,Unverified (Unknown Upstreams),0,0
11611,Arctic Fox Networks Inc,0,Unverified (Unknown Upstreams),0,0
1161,Technische Universiteit Eindhoven,0,Unverified (Unknown Upstreams),0,0
11609,ELAVON,0,Unverified (Unknown Upstreams),0,0
11608,Accretive Networks,0,Unverified (Unknown Upstreams),0,0
11607,South Dakota State University,0,Safe (Unknown Upstreams),0,0
11606,Archtop Fiber,0,Safe (Unknown Upstreams),0,0
11605,Fluidsoft Incorporated,0,Unverified (Unknown Upstreams),0,0
11604,"Heller Information Services, Inc.",0,Unverified (Unknown Upstreams),0,0
11603,"Watermark Estate Management Services, LLC",0,Unverified (Unknown Upstreams),0,0
11602,South Dakota School of Mines & Technology,0,Unverified (Unknown Upstreams),0,0
11601,Reseau Picanoc.net Inc.,0,Unverified (Unknown Upstreams),0,0
1160,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
116,Ericsson Inc.,0,Unverified (Unknown Upstreams),0,0
11599,NETV S.A.,0,Unverified (Unknown Upstreams),0,0
11598,Cloudsmart,0,Unverified (Unknown Upstreams),0,0
11597,Mercury Broadband,0,Unverified (Unknown Upstreams),0,0
11596,"Best Buy Co., Inc.",0,Unverified (Unknown Upstreams),0,0
11595,Netsonic,0,Unverified (Unknown Upstreams),0,0
11594,APUA,0,Unverified (Unknown Upstreams),0,0
11593,AKRS,0,Unverified (Unknown Upstreams),0,0
11592,FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE ALAGOAS,0,Unverified (Unknown Upstreams),0,0
11591,UnitedHealth Group Incorporated,0,Unverified (Unknown Upstreams),0,0
11590,Cumberland Technologies International,0,Unverified (Unknown Upstreams),0,0
1159,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11613,"BlackHat Technologies, LLC",0,Unverified (Unknown Upstreams),0,0
11615,"007names, Inc.",0,Unverified (Unknown Upstreams),0,0
11588,Lambda,0,Unverified (Unknown Upstreams),0,0
11616,"Peapod, Inc.",0,Unverified (Unknown Upstreams),0,0
11640,Group One Trading LLC,0,Unverified (Unknown Upstreams),0,0
1164,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11639,ETC,0,Unverified (Unknown Upstreams),0,0
11638,"IQ Solutions, Inc.",0,Unverified (Unknown Upstreams),0,0
11637,"MetroDataPath, Inc.",0,Unverified (Unknown Upstreams),0,0
11635,TelMAX Inc.,0,Unverified (Unknown Upstreams),0,0
11634,Hilton Worldwide Holdings Inc,0,Unverified (Unknown Upstreams),0,0
11633,"4Life Research USA, LLC",0,Unverified (Unknown Upstreams),0,0
11632,American Society of Plastic Surgeons,0,Unverified (Unknown Upstreams),0,0
11631,Yahoo Holdings Inc.,0,Unverified (Unknown Upstreams),0,0
11630,Yahoo Holdings Inc.,0,Unverified (Unknown Upstreams),0,0
1163,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11629,"AvePoint, Inc.",0,Unverified (Unknown Upstreams),0,0
11628,Ontario Institute for Cancer Research,0,Unverified (Unknown Upstreams),0,0
11627,"Think On, Inc.",0,Unverified (Unknown Upstreams),0,0
11626,ConneXon Telecom,0,Unverified (Unknown Upstreams),0,0
11625,Oracle Corporation,0,Unverified (Unknown Upstreams),0,0
11624,COLLINS COMMUNICATIONS INC,0,Unverified (Unknown Upstreams),0,0
11623,CT Communications Network,0,Unverified (Unknown Upstreams),0,0
11622,Orland Fire Protection District,0,Unverified (Unknown Upstreams),0,0
11621,"Reyes Holdings, L.L.C.",0,Unverified (Unknown Upstreams),0,0
11620,Succeed.Net,0,Unverified (Unknown Upstreams),0,0
1162,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11619,"ANDERSON TRUCKING SERVICE, INC.",0,Unverified (Unknown Upstreams),0,0
11617,Sencinet Latam Mexico,0,Unverified (Unknown Upstreams),0,0
11589,Stowe Communications LLC,0,Unverified (Unknown Upstreams),0,0
11587,"Northeast Texas Broadband, LLC",0,Unverified (Unknown Upstreams),0,0
11642,Sistemas Comerciales Argentinos,0,Unverified (Unknown Upstreams),0,0
11559,Outseer LLC,0,Unverified (Unknown Upstreams),0,0
11557,Crown Castle Fiber LLC,0,Unverified (Unknown Upstreams),0,0
11556,Cable & Wireless Panama,0,Unverified (Unknown Upstreams),0,0
11555,"Liquid Web, L.L.C",0,Unverified (Unknown Upstreams),0,0
11554,"SolidNetwork Technologies, Inc.",0,Unverified (Unknown Upstreams),0,0
11553,Mannatech INC.,0,Unverified (Unknown Upstreams),0,0
11552,Nassau Life Insurance Company,0,Unverified (Unknown Upstreams),0,0
11551,Frontline Communications,0,Unverified (Unknown Upstreams),0,0
11550,"Smithville Digital, LLC",0,Unverified (Unknown Upstreams),0,0
1155,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11549,"Towerstream I, Inc.",0,Unverified (Unknown Upstreams),0,0
11548,Heritage University,0,Unverified (Unknown Upstreams),0,0
11547,"Worksoft, Inc",0,Unverified (Unknown Upstreams),0,0
11546,The Board of Regents of the University of Nebraska,0,Unverified (Unknown Upstreams),0,0
11545,aQuantive Inc.,0,Unverified (Unknown Upstreams),0,0
11544,Royal Bank of Canada,0,Unverified (Unknown Upstreams),0,0
11543,NYS BOARD OF ELECTIONS,0,Unverified (Unknown Upstreams),0,0
11542,EYEMG - interactive media group,0,Unverified (Unknown Upstreams),0,0
11541,Air Advantage LLC,0,Unverified (Unknown Upstreams),0,0
11540,Research Triangle Institute,0,Unverified (Unknown Upstreams),0,0
1154,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11539,Open Text Corporation,0,Unverified (Unknown Upstreams),0,0
11538,"CenturyLink Communications, LLC",0,Unverified (Unknown Upstreams),0,0
11537,Internet2,0,Unverified (Unknown Upstreams),0,0
11536,Sunrise Communications LLC,0,Unverified (Unknown Upstreams),0,0
11535,United Airlines,0,Unverified (Unknown Upstreams),0,0
11558,TUSCARORA INTERMEDIATE UNIT,0,Unverified (Unknown Upstreams),0,0
1156,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11586,"Johnson Outdoors, Inc.",0,Unverified (Unknown Upstreams),0,0
11560,"Sandwich Isles Communications, Inc",0,Unverified (Unknown Upstreams),0,0
11585,Zupernet,0,Unverified (Unknown Upstreams),0,0
11584,New York City Health & Hospitals Corporation,0,Unverified (Unknown Upstreams),0,0
11583,"Fidelity National Information Services, Inc.",0,Unverified (Unknown Upstreams),0,0
11582,"SMART CITY NETWORKS, LIMITED PARTNERSHIP",0,Unverified (Unknown Upstreams),0,0
11581,TRANSTEL S.A.,0,Unverified (Unknown Upstreams),0,0
11580,Island Networks Ltd,0,Unverified (Unknown Upstreams),0,0
1158,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11579,LANline Communications Inc,0,Unverified (Unknown Upstreams),0,0
11578,Gannett Co. Inc.,0,Unverified (Unknown Upstreams),0,0
11577,Vermont Agency of Digital Services,0,Unverified (Unknown Upstreams),0,0
11576,Thunderbird,0,Unverified (Unknown Upstreams),0,0
11574,San Francisco Baseball Associates LLC,0,Unverified (Unknown Upstreams),0,0
11573,"New Age Consulting Service, Inc.",0,Unverified (Unknown Upstreams),0,0
11572,PhoenixNAP LLC,0,Unverified (Unknown Upstreams),0,0
11571,LA NACION,0,Unverified (Unknown Upstreams),0,0
11570,Eastern New Mexico University,0,Unverified (Unknown Upstreams),0,0
1157,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11568,CGI Inc.,0,Unverified (Unknown Upstreams),0,0
11567,Gannett Co. Inc.,0,Unverified (Unknown Upstreams),0,0
11566,Bell Canada,0,Unverified (Unknown Upstreams),0,0
11565,Inuvo Inc.,0,Unverified (Unknown Upstreams),0,0
11564,"TransCorr, LLC.",0,Unverified (Unknown Upstreams),0,0
11563,NetEnterprise Inc.,0,Unverified (Unknown Upstreams),0,0
11562,"Net Uno, C.A.",0,Unverified (Unknown Upstreams),0,0
11561,"EDGAR Online, Inc.",0,Unverified (Unknown Upstreams),0,0
11641,Intuit Inc.,0,Unverified (Unknown Upstreams),0,0
11643,"eBay, Inc",0,Unverified (Unknown Upstreams),0,0
11533,"Verity, Inc.",0,Unverified (Unknown Upstreams),0,0
11722,"Westelcom Internet, Inc.",0,Unverified (Unknown Upstreams),0,0
11720,Independent Bank Corporation,0,Unverified (Unknown Upstreams),0,0
1172,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11719,Eaton Corporation,0,Unverified (Unknown Upstreams),0,0
11718,Livingston ESA,0,Unverified (Unknown Upstreams),0,0
11717,Solarus,0,Unverified (Unknown Upstreams),0,0
11716,William O'Neil & Company,0,Unverified (Unknown Upstreams),0,0
11715,Kisara Development LLC,0,Unverified (Unknown Upstreams),0,0
11714,Network Nebraska,0,Unverified (Unknown Upstreams),0,0
11713,"Granite Block Global Data Center, Inc",0,Unverified (Unknown Upstreams),0,0
11712,"AT&T Services, Inc.",0,Unverified (Unknown Upstreams),0,0
11711,"TULAROSA COMMUNICATIONS, INC.",0,Unverified (Unknown Upstreams),0,0
11710,ABBA TECHNOLOGIES,0,Unverified (Unknown Upstreams),0,0
1171,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11709,VIRTUAL INTERACTIVE CENTER,0,Unverified (Unknown Upstreams),0,0
11708,"City of North Kansas City, MO",0,Unverified (Unknown Upstreams),0,0
11707,Charter Communications Inc,0,Unverified (Unknown Upstreams),0,0
11706,TERRA FIBRA,0,Unverified (Unknown Upstreams),0,0
11705,Universal Atlantic Systems Incorporated,0,Unverified (Unknown Upstreams),0,0
11704,"Valley Telephone Cooperative, Inc.",0,Unverified (Unknown Upstreams),0,0
11703,MaRS Discovery District,0,Unverified (Unknown Upstreams),0,0
11702,ConneXon Telecom,0,Unverified (Unknown Upstreams),0,0
11701,"PathAI, Inc.",0,Unverified (Unknown Upstreams),0,0
11700,CW-E,0,Unverified (Unknown Upstreams),0,0
1170,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
117,Lockheed Austin Division,0,Unverified (Unknown Upstreams),0,0
11721,StylenTech LLC,0,Safe (Unknown Upstreams),0,0
11723,"Nasdaq, Inc.",0,Unverified (Unknown Upstreams),0,0
11698,WESTERN IOWA TELEPHONE ASSOCIATION (A COOPERATIVE),0,Unverified (Unknown Upstreams),0,0
11724,Comptroller of the Currency,0,Unverified (Unknown Upstreams),0,0
11747,MK Systems USA Inc.,0,Unverified (Unknown Upstreams),0,0
11746,"Waggener Edstrom Worldwide, Inc.",0,Unverified (Unknown Upstreams),0,0
11745,University System of New Hampshire,0,Safe (Unknown Upstreams),0,0
11744,Investec Bank Ltd,0,Unverified (Unknown Upstreams),0,0
11743,"EBSCO Industries, Inc.",0,Unverified (Unknown Upstreams),0,0
11742,"SpotX, Inc.",0,Unverified (Unknown Upstreams),0,0
11741,BENTON REA POWERNET,0,Unverified (Unknown Upstreams),0,0
11740,Progressive Casualty Insurance Company,0,Unverified (Unknown Upstreams),0,0
1174,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11739,"Digital Fortress, Inc.",0,Unverified (Unknown Upstreams),0,0
11738,BLIP Networks,0,Safe (Unknown Upstreams),0,0
11737,"Nu-Age Managed Services, LLC",0,Unverified (Unknown Upstreams),0,0
11736,University of South Dakota,0,Safe (Unknown Upstreams),0,0
11735,ITRON INC.,0,Unverified (Unknown Upstreams),0,0
11734,Connectria,0,Unverified (Unknown Upstreams),0,0
11733,E. & J. Gallo Winery Inc.,0,Unverified (Unknown Upstreams),0,0
11732,INGRAM ENTERTAINMENT INC.,0,Unverified (Unknown Upstreams),0,0
11731,"Weston Solutions, Inc.",0,Unverified (Unknown Upstreams),0,0
11730,Progressive Finance,0,Unverified (Unknown Upstreams),0,0
1173,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11729,"Vista Higher Learning, Inc.",0,Unverified (Unknown Upstreams),0,0
11728,Harborvault,0,Unverified (Unknown Upstreams),0,0
11727,Bruce Telecom,0,Unverified (Unknown Upstreams),0,0
11726,WB Games Inc.,0,Unverified (Unknown Upstreams),0,0
11725,"Mueller Industries, Inc.",0,Unverified (Unknown Upstreams),0,0
11699,UniVoIP Inc.,0,Unverified (Unknown Upstreams),0,0
11697,SuperNews,0,Unverified (Unknown Upstreams),0,0
11644,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,0,Unverified (Unknown Upstreams),0,0
11670,Toronto Internet Exchange Community,0,Unverified (Unknown Upstreams),0,0
11669,"Move Sales, Inc.",0,Unverified (Unknown Upstreams),0,0
11668,WEST COAST INTERNET INCORPORATED,0,Safe (Unknown Upstreams),0,0
11667,"Westel, Inc.",0,Unverified (Unknown Upstreams),0,0
11666,Nexicom Inc.,0,Unverified (Unknown Upstreams),0,0
11665,North Ridge,0,Unverified (Unknown Upstreams),0,0
11664,Techtel LMDS Comunicaciones Interactivas S.A.,0,Unverified (Unknown Upstreams),0,0
11663,State of Utah,0,Unverified (Unknown Upstreams),0,0
11661,Semicubic Systems LLC,0,Unverified (Unknown Upstreams),0,0
11660,BANKGATE,0,Unverified (Unknown Upstreams),0,0
1166,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11659,University of Kansas Medical Center,0,Unverified (Unknown Upstreams),0,0
11658,"NCI Technologies, Inc.",0,Unverified (Unknown Upstreams),0,0
11657,"Legg Mason & Co., LLC",0,Unverified (Unknown Upstreams),0,0
11656,Medical Mutual,0,Unverified (Unknown Upstreams),0,0
11655,Saskatoon Internet Exchange Inc,0,SECURE (Full Coverage),0,2
11654,Charter Communications Inc,0,Unverified (Unknown Upstreams),0,0
11653,Puerto Rico Webmasters,0,Unverified (Unknown Upstreams),0,0
11652,"Kaiser Aluminum Fabricated Products, L.L.C.",0,Unverified (Unknown Upstreams),0,0
11651,"Centric Group, LLC",0,Unverified (Unknown Upstreams),0,0
11650,Pioneer Long Distance Inc.,0,Unverified (Unknown Upstreams),0,0
1165,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11649,Gonzaga University,0,Unverified (Unknown Upstreams),0,0
11648,"Conectiv Supply Chain Solutions, Inc.",0,Unverified (Unknown Upstreams),0,0
11647,Sentex Communications Corporation,0,Unverified (Unknown Upstreams),0,0
11646,Kansas Independent Telecommunications,0,Unverified (Unknown Upstreams),0,0
1167,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11671,BigCharts Inc.,0,Unverified (Unknown Upstreams),0,0
11696,"Fusion, LLC",0,Unverified (Unknown Upstreams),0,0
11672,NET2ATLANTA.COM LLC,0,Unverified (Unknown Upstreams),0,0
11695,TheStreet.Com,0,Unverified (Unknown Upstreams),0,0
11694,Universidad Simon Bolivar,0,Unverified (Unknown Upstreams),0,0
11693,WideOpenWest Finance LLC,0,Unverified (Unknown Upstreams),0,0
11692,"Carewise Health, Inc.",0,Unverified (Unknown Upstreams),0,0
11691,"Evocative, Inc.",0,Unverified (Unknown Upstreams),0,0
11690,Cognizant,0,Unverified (Unknown Upstreams),0,0
1169,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11689,Altafiber,0,Unverified (Unknown Upstreams),0,0
11688,"Lightstream Communications, Inc.",0,Unverified (Unknown Upstreams),0,0
11687,City of Hope Medical Center,0,Unverified (Unknown Upstreams),0,0
11686,Zayo Bandwidth,0,Unverified (Unknown Upstreams),0,0
11685,Huntington National Bank,0,Unverified (Unknown Upstreams),0,0
11684,Jefferson County Department of Health,0,Unverified (Unknown Upstreams),0,0
11683,Windstream Communications LLC,0,Unverified (Unknown Upstreams),0,0
11682,InstaVPS,0,Unverified (Unknown Upstreams),0,0
11681,Integrity Networks,0,Safe (Unknown Upstreams),0,0
11680,HP Inc.,0,Unverified (Unknown Upstreams),0,0
1168,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11679,Stihl Inc.,0,Unverified (Unknown Upstreams),0,0
11678,U.S. Department of Energy,0,Unverified (Unknown Upstreams),0,0
11677,Instituto Tecnológico y de Estudios Superiores de Monterrey,0,Unverified (Unknown Upstreams),0,0
11676,"Conduent Business Services, LLC",0,Unverified (Unknown Upstreams),0,0
11675,Mecklenburg County Public Schools,0,Unverified (Unknown Upstreams),0,0
11674,"Haas Group International, LLC",0,Unverified (Unknown Upstreams),0,0
11673,Internet Panama,0,Unverified (Unknown Upstreams),0,0
11534,The School District of Philadelphia,0,Unverified (Unknown Upstreams),0,0
11532,Aptum Technologies,0,Unverified (Unknown Upstreams),0,0
11311,Sinectis S.A.,0,Safe (Unknown Upstreams),0,0
11394,City of Richardson,0,Unverified (Unknown Upstreams),0,0
11392,Nosis Laboratorio de Investigación y Desarrollo S.A.,0,Unverified (Unknown Upstreams),0,0
11391,Corel Corporation,0,Unverified (Unknown Upstreams),0,0
11390,INSTITUTO UNIEMP,0,Unverified (Unknown Upstreams),0,0
1139,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11389,Heritage Capital Corporation,0,Unverified (Unknown Upstreams),0,0
11388,Aptum Technologies,0,Unverified (Unknown Upstreams),0,0
11387,La Curacao,0,Unverified (Unknown Upstreams),0,0
11386,HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,0,Unverified (Unknown Upstreams),0,0
11385,"Luna USA, LLC",0,Unverified (Unknown Upstreams),0,0
11384,BLAZE BROADBAND LLC,0,Unverified (Unknown Upstreams),0,0
11383,"TierPoint, LLC",0,Unverified (Unknown Upstreams),0,0
11382,Wiley Rein LLP,0,Unverified (Unknown Upstreams),0,0
11381,"Point Broadband Fiber Holding, LLC",0,Unverified (Unknown Upstreams),0,0
1138,SURF B.V.,0,Unverified (Unknown Upstreams),0,0
11379,"Wyndham Hotel Group, LLC",0,Unverified (Unknown Upstreams),0,0
11378,Stoel Rives LLP,0,Unverified (Unknown Upstreams),0,0
11377,"SendGrid, Inc.",0,Unverified (Unknown Upstreams),0,0
11376,"Choice Logistics, Inc.",0,Unverified (Unknown Upstreams),0,0
11375,Minneapolis College of Art and Design,0,Unverified (Unknown Upstreams),0,0
11374,"Panterra Networks, Inc.",0,Unverified (Unknown Upstreams),0,0
11373,Peoples Network,0,Unverified (Unknown Upstreams),0,0
11372,14 W Administrative Services LLC,0,Unverified (Unknown Upstreams),0,0
11371,Verizon Business,0,Unverified (Unknown Upstreams),0,0
