asn,name,cc,verdict,apnic_score,cone,dirty_feeds,total_feeds
2613,Association Romandix,XX,Stub: INHERITED (Clean Pipe),-1,2,0,2
51786,Patrick Velder,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
264811,AIR LINK COMMUNICATIONS,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
60131,High5! B.V.,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
273149,"PUNTO DE TRAFICO DE INTERCAMBIO DE INTERNET GUATEMALA, S.A. (PIT GUATEMALA)",XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
207727,Asbjorn Sloth Tonnesen trading as a5n,XX,Stub: INHERITED (Clean Pipe),-1,2,0,2
199578,Rheinland-Pfaelzische Technische Universitaet Kaiserslautern-Landau,XX,Stub: INHERITED (Clean Pipe),-1,2,0,2
60345,icixs networks GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,4
207849,ESIEESPACE,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
52210,Accuris Technologies Ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
19504,"WTC Communications, Inc.",XX,Stub: INHERITED (Clean Pipe),-1,2,0,4
35891,Norwood Light Broadband,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
19527,Google LLC (Google Cloud),XX,Stub: UNVERIFIED (Dirty Feed),-1,2,15,22
11358,Tennant Software,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,3
52322,TELCOCOM,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
199811,Wifx SA,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,4
11402,"Charlotte Colocation Center, LLc",XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
3213,Bogons Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
44234,"Gaya, s.r.o.",XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,2
396503,WestConnect Communications,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,3,4
27879,Informática y Telecomunicaciones S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
44574,Network Services Ltd.,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
200242,Ember Ana,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,7,12
20057,"AT&T Enterprises, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
36549,WestTel Ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
135065,National Directorate of Information and Technology,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
53343,sc Network,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,4,11
397412,Tachus Fiber Internet,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
12620,Ticinocom SA,XX,Stub: INHERITED (Clean Pipe),-1,2,0,2
12628,JACO ENGELBRECHT,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
29067,Hostmaster LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,8,12
20879,Digi Portugal,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
45494,NREN ASN for Misc. Root Servers and Community,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
12847,Latvijas Mobilais Telefons SIA,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,6
12887,Netia SA,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
12906,Deltatre S.p.A.,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
45680,DOVA Corporation,XX,Stub: INHERITED (Clean Pipe),-1,2,0,2
12929,Telia Norge AS,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
12931,IDKOM Networks GmbH,XX,Stub: INHERITED (Clean Pipe),-1,2,0,2
45725,PT Kings Network Indonesia,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,4,4
12978,ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,2
29396,Eurofiber Nederland BV,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
29413,KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,4
54014,"Jurassic Innovations, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
29505,Stadtwerke Luebeck Digital GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
152407,PT Netfinity Network Indonesia,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,2
62371,Proton AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,5
21412,"UAB ""Cgates""",XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,7
21599,Cable Onda,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
38299,REANNZ Corporate,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
46886,Tekify Broadband,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
6167,Verizon Business,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,3
47286,OTS Ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,4,4
202945,Benjamin Collet,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,4
211186,Fast Telecom P.C.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
63771,Border Gateway Protocol Network Analysis Project,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
63804,DOVA Corporation,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,2
203215,DATAGROUP Enterprise Services GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,3,5
14858,"Hanson Information Systems, Inc. / Family Net",XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,3
31275,LLC Telecom-Service,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,3,3
64238,DNS-OARC,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
39767,Sargasso N1 Limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,2
211858,PAU LOGICIELS LIBRES ASSOCIATION (PAULLA),XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
39839,Punktum dk A/S,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
64475,Freifunk Frankfurt am Main e.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,4
31712,GIGASTREAM LIMITED,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
56293,Kewiko LLC,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
48112,XINDI Networks SRL,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
7420,Zamnet,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
204035,oneCorp GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
212245,Stephanie WILDE-HOBBS,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,3
204059,Neutrinet ASBL/VZW,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
204064,CEZNET s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,1
269938,ADN TELECOM S.A.C.,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,3
212865,netconnect AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,1,3
401332,Triplebit,XX,Stub: UNVERIFIED (Dirty Feed),-1,2,2,5
57269,DIGI SPAIN TELECOM S.L.,XX,Stub: INHERITED (Clean Pipe),-1,2,0,1
40980,Anexia Cloud Solutions GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
40981,University of Montenegro,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
401446,Converted Networks LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
204847,Borgholms Kommun,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
213052,Bram Wittendorp trading as BittenBytes,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
8253,Democritus University of Thrace,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
57407,CK Software GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
327750,JENNY INTERNET (PTY) LTD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
73,University of Washington,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
32881,Server North,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
8330,LONAP Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,5
327822,Airpark Beaufort West CC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
41103,teleBIZZ Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
24725,"LLC ""Hostmaster""",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
327831,Djibouti Data Center SARL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
158,Ericsson Inc.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
213151,Christian Elsen,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,4,6
213155,Yettel Hungary Ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
8362,NordNet SA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
49334,SH ONLINE ILETISIM ANONIM SIRKETI,XX,IXP / Peer / Stub,-1,0,0,0
327864,AlbideyNet,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
41153,Gamma Communications Nederland B.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
24776,INFOCLIP SA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,5
205007,Maxim Azarov trading as eServer,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
24786,ProSiebenSat.1 Tech & Services GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
24806,"INTERNET CZ, a.s.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,4
239,University of Toronto,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
393460,NMSURF,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
24840,NICOS AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
205094,Tivon Haeberlein,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
205100,F3 Netze e.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
24921,Latvijas Mobilais Telefons SIA,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
57692,Kapsi Internet-kayttajat ry,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
24956,Gaertner Datensysteme GmbH & Co. KG,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
57728,CEZNET s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
213392,Tan Siewert,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
57777,Jeroen Massar,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
57794,ELLINIKA DIKTIA KALODION MEPE,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
41424,Latvian Railways,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
57821,Nonattached Network e.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
328162,Icolo Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
49640,S.P.E. SISTEMI E PROGETTI ELETTRONICI S.A.S. DI PRANDINI PAOLO E C.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
401903,"Crimson Pacific Networks, LLC",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
16881,"Prall, Inc., David C",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
213495,SERVITRO LTD,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
205311,Cambridge Fibre Networks Ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
49688,John Berry,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
49703,CONSULTIC SRL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
8745,Bulgarian Academy of Sciences,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
393773,Oracle Corporation,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
8752,"AO ""ASVT""",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
25135,Vodafone Limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
213576,Robert Weir,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,9,13
328266,Atomic Access,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
205400,VIVO CONNECTION spol. s r.o.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
205425,CTS Eventim Solutions GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
393886,"Leaseweb USA, Inc.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
213669,Varadi Daniel,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
8887,"TESATEL, s.r.o.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
197307,"Core4Net, s.r.o.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
197317,Nuuday A/S,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
328391,Rocking Connect PTY (LTD),XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
41690,Dailymotion S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
41696,Ram Mobile Data (Netherlands) B.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
393960,Host4Geeks LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
17138,Matt Peterman Sole Proprietor,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
25353,BAR Informatik AG,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
58130,rsnet s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
8991,Hellenic Centre for Marine Research,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
205617,"P. van den Belt is trading as ""QSIT"" V.O.F.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
9026,MYNET S.R.L.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
834,IPXO LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,4,5
25412,"CORPORACIO CATALANA DE MITJANS AUDIOVISUALS, S.A.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
833,Spearware Networks LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
197448,NT Group Systemy Informatyczne Sp. z o.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
58202,NoPKT LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
131937,Joetsu Cable Vision,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
58220,Tomas Budai,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
9069,UNIWA,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
25455,Guardfox SRL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,5
132003,Network Research Lab,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
197540,netcup GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
197564,Stiftelsen for Internetinfrastruktur,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
25538,Internet Ulm/Neu-Ulm e.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
9161,Poundbury Systems Ltd.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
205787,Public Cloud Ltd.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
205790,DCSO Deutsche Cyber-Sicherheitsorganisation GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
992,Modest Labs LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
41955,SerNet Service Network GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
50163,Altnet s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
41981,Flying Circus Internet Operations GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
33796,BOLIGNET-AARHUS F.M.B.A.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
197641,Innofinity GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
17421,Emome (Chunghwa Telecom),XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
42003,OGERO,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
197669,CloudCall LTD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,5
263224,EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
197696,Evolix SARL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,4
1088,FastBridge Fiber,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
197712,"10dencehispahard, S.L.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
25693,Virtual Machine Solutions LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
197729,Binect GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
1128,Technische Universiteit Delft,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
1133,University of Twente,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
1140,Stichting Internet Domeinregistratie Nederland,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
205975,Fibre Assets Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
205976,Arribatec Cloud AS,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
328870,SynBurst (Pty) Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
50348,"KVADOS, a.s.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
1200,Amsterdam Internet Exchange B.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,6
42189,Druzstvo EUROSIGNAL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
328913,ST DIGITAL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
9431,The University of Auckland,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
25820,IT7 Networks Inc,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,9,15
42207,Agencija za komunikacijska omrezja in storitve republike Slovenije,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
9443,Vocus Retail,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
206067,Hutchison 3G UK Limited,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
197892,Spoldzielnia Mieszkaniowa W Nowym Tomyslu,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
328964,Insight Actuarial Solutions (Pty) Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
58631,Vista Group (NZ) Limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
206114,Gavle Energi AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
132423,Powai,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
58698,The University of Wollongong,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
214347,Massive Dynamic Technical Services Limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
34134,FreeClix Ltd,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
197975,LINK Mobility GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,3
42334,Broadband Plus S.a.l.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
206177,SitePark s.r.o.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
198024,Istekki Oy,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
198050,"Marek Piwowarski trading as ALFA-SYSTEM M. Piwowarski, A. Widera s.j.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
50599,DATASPACE P.S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,5
198060,Darva (Developpement D'applications Sur Reseaux a Valeur Ajoutee) SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
329158,N'Djamena IX,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
50666,LigaT Telecom Sociedade Unipessoal LDA,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
42490,ZETO-RZESZOW Sp. z o.o.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
9735,Hong Kong Domain Name Registration Co. Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
198161,"Sokolovska uhelna, pravni nastupce, a.s.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
214556,Vexura UG (Haftungsbeschraenkt),XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
214564,Bruce Moriarty,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
42557,Xidras GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
263759,CELERO NETWORKS CORP,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
206420,KABEL servis Praha spol. s r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
263771,"IP NET, C.A.",XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
198249,Ops One AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
214640,Hostup AB,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
50825,UVT Internet s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
42643,Sebastian Baginski BLAST.PL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
34467,"JSC Telephone Company ""Sotcom""",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
214696,Uncollapse LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
42669,CITTA' STUDI S.P.A.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
42675,Obehosting AB,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
1734,Contra Costa County Regional Occupation Program / Richmond,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
42730,EVANZO e-commerce GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
59128,Kyoto University Microcomputer Club,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
141073,PT Juragan Wifi Indonesia,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
50971,JHComp s.r.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
395035,LiveOak Fiber,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
214822,MT FINANCE LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
50999,King Abdullah University of Science and Technology,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
34622,Bredband i Kristianstad AB,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
1856,"RTX BBN Technologies, Inc.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
1897,"NOS COMUNICACOES, S.A.",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
1926,Tampere University Foundation,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
141235,PrimeXM Networks (Singapore) PTE. LTD,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
34749,GLOBAL SERVICE PROVIDER S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
214996,netcup GmbH - Manassas,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
42970,Mezcalito SCOP-SARL,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
51167,Contabo GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
18419,DaDa Broadband LTD.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
51207,Free Mobile SAS,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
51263,County Broadband Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,5
206912,Superdach LTD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
198721,Progetto8 Srl,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
198725,Ultimum Technologies a.s.,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
198736,Stream Networks Ltd,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
59474,Rechenzentrum Hassfurt GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
34915,METROPOLITAN SERVICES SRL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
198761,Simac IT NL B.V.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
43127,Ifolor AG,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
10364,University of Alabama in Huntsville,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,2
34948,Claranet SAS,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
34949,IDLINE SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
395412,VS Media Inc.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
34970,Diatem SAS,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
34979,39D Services LTD,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
35007,Miconet Sp. z o.o.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
215248,Bastiaan Mathijs Brink,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,7,8
215250,Tobias Fiebig,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
59617,Andy Davidson,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
18663,University of the Pacific,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,4
35063,Chopin Telewizja Kablowa spolka z ograniczona odpowiedzialnoscia,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
35065,Leipziger Messe GmbH,XX,Stub: INHERITED (Clean Pipe),-1,0,0,2
35071,Xoom Limited,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
198923,Mitja Herbaj,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
207146,Netikom SRL,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
59715,Comune di San Benedetto del Tronto,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
198985,AQUILENET,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,3
215370,Thomas Sebastiaan Viet trading as Wasabi Hosting,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,4
198990,Pine Hosting LTD,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
35158,Dansk Net A/S,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
18792,Meme Holdings LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
141681,ONDO LLC,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
10620,Telmex Colombia S.A.,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,1
133504,PAOCLOUD,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,6,9
395651,Tahoe Internet Exchange (TahoeIX),XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
59787,"WebSP - Comercio e Prestacao de Servicos Informaticos, Lda",XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
59789,CISMO Clearing Integrated Services and Market Operations Gmb,XX,Stub: INHERITED (Clean Pipe),-1,0,0,1
43408,Orange Cyberdefense UK Limited,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,3,3
215444,MOA Group GmbH,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,1,2
215455,GENERAL IT RUS LLC,XX,Stub: UNVERIFIED (Dirty Feed),-1,0,2,3
