asn,name,cc,cone,verdict,apnic_score,dirty,total
142161,"Dongfang Electric Co.,Ltd.",XX,0,Unverified (Missing Data),-1.0,0,0
142160,Joyo Technology Pte. Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
14216,IShip.com,XX,0,Unverified (Missing Data),-1.0,0,0
142159,Bangladesh Public Administration Training Centre,XX,0,Unverified (Missing Data),-1.0,0,0
142158,Fast Net Rajbari,XX,0,Unverified (Missing Data),0.0,0,0
142157,Net Zone,XX,0,Unverified (Missing Data),0.0,0,0
142156,Goti Online,XX,0,Unverified (Missing Data),-1.0,0,0
142155,Mkz Online,XX,0,Unverified (Missing Data),-1.0,0,0
142154,ADG NETWORK PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
142153,AB NETWORK,XX,0,Unverified (Missing Data),0.0,0,0
142152,UOW College Hong Kong,XX,0,Unverified (Missing Data),-1.0,0,0
142151,Nucleus Software Exports Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142150,MIAN SIDDIQUE NETWORKS (PRIVATE) LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
14215,Sabre GLBL Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
142149,Qube Holdings Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142148,Casbay LLC,XX,0,Unverified (Missing Data),-1.0,0,0
142147,4DMedical Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142146,SANDHILL SOLUTION PTE. LTD.,XX,0,Unverified (Missing Data),-1.0,0,0
142145,PT MUSUBI BALI INTERKONEKSI,XX,0,Unverified (Missing Data),-1.0,0,0
142144,The Mastermind Holding B.V.,XX,0,Unverified (Missing Data),-1.0,0,0
142143,WESLEY MISSION QUEENSLAND,XX,0,Unverified (Missing Data),-1.0,0,0
142142,Ling Cloud Corporation Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142165,Bosch Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
14218,Groupe Dynamite Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
142089,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
14219,ENTRYWAN LLC,XX,0,Unverified (Missing Data),-1.0,0,0
142282,Next Generation NICHONET Backbone,XX,0,Unverified (Missing Data),-1.0,0,0
142281,Yuuta Backbone,XX,0,Unverified (Missing Data),-1.0,0,0
14228,New Dulcina Agridata LLC,XX,0,Unverified (Missing Data),-1.0,0,0
142279,Solitech Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142278,Modhumoti Internet Service,XX,0,Unverified (Missing Data),0.0,0,0
142277,Phong Phu Technology Infrastructure Company Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142276,NetBlue Services Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142275,INCUBATEC Srl,XX,0,Unverified (Missing Data),-1.0,0,0
142274,The Bank of Khyber,XX,0,Unverified (Missing Data),-1.0,0,0
142273,Digital Realty Korea Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
142272,Mega Cable,XX,0,Unverified (Missing Data),-1.0,0,0
142271,EWS DS Networks Inc,XX,0,Unverified (Missing Data),0.0,0,0
142270,ohae/posinet,XX,0,Unverified (Missing Data),-1.0,0,0
142269,KINA BANK,XX,0,Unverified (Missing Data),-1.0,0,0
142268,Prizma Digital Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142267,Hong Kong Beecloud System Technology Services Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142266,Agora Communications (M) Sdn. Bhd.,XX,0,Unverified (Missing Data),-1.0,0,0
14226,Stifel Nicolaus and Company  Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
14225,Inertia Beverage Group Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
14224,Tampnet Inc,XX,0,Unverified (Missing Data),-1.0,0,0
14223,New York State Department of Health,XX,0,Unverified (Missing Data),-1.0,0,0
14222,Navy Federal Credit Union,XX,0,Unverified (Missing Data),-1.0,0,0
14221,University of Washington,XX,0,Unverified (Missing Data),-1.0,0,0
14220,"Bluebird Wireless Broadband Services, L.L.C.",XX,0,Unverified (Missing Data),-1.0,0,0
1422,Media6degrees,XX,0,Unverified (Missing Data),-1.0,0,0
142141,NEXON VIC IXP,XX,0,Unverified (Missing Data),-1.0,0,0
142140,NEXON NSW IXP,XX,0,Unverified (Missing Data),-1.0,0,0
14214,Minacs Inc,XX,0,Unverified (Missing Data),-1.0,0,0
142139,Boom! Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
142110,Northern Point Technology Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
14211,"Gotham Web Services, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
142109,Concentric Media Sdn Bhd,XX,0,Unverified (Missing Data),-1.0,0,0
142108,Rotko Networks,TH,0,PARTIAL (Mixed Feeds),-1.0,1,2
142107,Karaf Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142106,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142105,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142104,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142103,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142102,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142101,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142100,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
14210,Edgecast Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
1421,"WANSecurity, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
142099,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142098,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142097,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142096,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142095,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142094,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142093,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142092,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142091,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
142090,China Education and Research Network (CERNET),XX,0,Unverified (Missing Data),-1.0,0,0
14209,University of Tennessee at Chattanooga,XX,0,Unverified (Missing Data),-1.0,0,0
142111,Zhejiang Aiyun Network Technology Co Ltd,XX,0,Unverified (Missing Data),0.0,0,0
142113,eServer,XX,0,Unverified (Missing Data),-1.0,0,0
142114,Alexandrina Council,XX,0,Unverified (Missing Data),-1.0,0,0
142128,Electrical and Electronics Engineering Institute,XX,0,Unverified (Missing Data),-1.0,0,0
142138,Eemont Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142137,SEQUENTIAL TECHNOLOGY INTERNATIONAL (INDIA) PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
142136,RR Telecommunication,XX,0,Unverified (Missing Data),0.47,0,0
142135,TELEGLOBAL COMMUNICATION SERVICES LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
142134,FastBD Online,XX,0,Unverified (Missing Data),0.0,0,0
142133,Kiran Cable Network Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142132,263 Global Communications Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142131,AEON Thana Sinsap (Thailand) Public Company Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142130,NICHONET Inter-Continental Hosting Operation Network,XX,0,Unverified (Missing Data),-1.0,0,0
14213,Monterey County Office of Education,XX,0,Unverified (Missing Data),-1.0,0,0
142129,Electrical and Electronics Engineering Institute,XX,0,Unverified (Missing Data),-1.0,0,0
142127,Fibercom Technologies (Private) Limited,XX,0,Unverified (Missing Data),-1.0,0,0
142115,Hong Kong Cable TV Ltd - Cable Multi-Media Services,XX,0,Unverified (Missing Data),-1.0,0,0
142126,SCSK Myanmar Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142125,Capti Networks Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
142124,Shubas Broadband Internet Service,XX,0,Unverified (Missing Data),0.29,0,0
142123,Central Net Broadband Network,XX,0,Unverified (Missing Data),-1.0,0,0
142122,Netzone Computers,XX,0,Unverified (Missing Data),0.73,0,0
142121,uniBeam Incorporated,XX,0,Unverified (Missing Data),-1.0,0,0
142120,McSOL Pvt Ltd,XX,0,Unverified (Missing Data),0.75,0,0
14212,Santa Cruz County Office of Education,XX,0,Unverified (Missing Data),-1.0,0,0
142119,NEX CORPORATEIT PTE LTD,XX,0,Unverified (Missing Data),-1.0,0,0
142118,Societe Generale,XX,0,Unverified (Missing Data),-1.0,0,0
142116,UplinkMe,XX,0,Unverified (Missing Data),-1.0,0,0
141982,PT Kataji Nukami Indonesia,XX,0,Unverified (Missing Data),0.81,0,0
141981,Institut Transportasi dan Logistik Trisakti,XX,0,Unverified (Missing Data),-1.0,0,0
141980,PT Mega Auto Finance,XX,0,Unverified (Missing Data),-1.0,0,0
141848,ASVISH TECHNOLOGY PARTNER OPC PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141846,Netfix Networks Opc Pvt Ltd,XX,0,Unverified (Missing Data),0.0,0,0
141845,Alien Broadband,XX,0,Unverified (Missing Data),-1.0,0,0
141844,DEMOTIC TECHNOLOGIES PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141843,CYBERTALOS PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141842,Codebits Technologies LLP,XX,0,Unverified (Missing Data),0.1,0,0
141841,INDIAN INSTITUTE OF HARDWARE TECHNOLOGY LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141840,Zoram Infonet Pvt Ltd,XX,0,Unverified (Missing Data),1.02,0,0
14184,"FOX TELEVISION STATIONS, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
141839,DiskLayer Private limited,XX,0,Unverified (Missing Data),-1.0,0,0
141838,Deep Network,XX,0,Unverified (Missing Data),-1.0,0,0
141837,Goodluck Broadband Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141836,IMAGINE TECHNO SOFT,XX,0,Unverified (Missing Data),-1.0,0,0
141835,IMPACT SOFTWARES,XX,0,Unverified (Missing Data),-1.0,0,0
141834,Neolog Online Services Private Limited,XX,0,Unverified (Missing Data),0.47,0,0
141833,SYNCHRONY INTERNATIONAL SERVICES PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141832,PRUDOUR PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141831,SKYNET BROADBAND SERVICES,XX,0,Unverified (Missing Data),-1.0,0,0
141830,Snet Networks Private Limited,XX,0,Unverified (Missing Data),0.15,0,0
14183,University of Arkansas at Little Rock,XX,0,Unverified (Missing Data),-1.0,0,0
141829,KEEP SECURE CLOUD SERVICES PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141828,Sibasakti Cablenet Services Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141827,Mrezhi Internet Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141826,GUNGUN FIBER BROADBAND,XX,0,Unverified (Missing Data),0.0,0,0
141825,EXTREME COMPUTE TECHNOLOGIES PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141824,Speedway Broadband Opc Pvt. Ltd.,XX,0,Unverified (Missing Data),0.0,0,0
141847,Prachiti Broadband Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141849,Wavetel Broadband Services,XX,0,Unverified (Missing Data),-1.0,0,0
141876,Jaybhole Cable Vision Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
14185,"CABLE ONE, INC.",XX,0,Unverified (Missing Data),-1.0,0,0
141874,DISHA INFOCARE,XX,0,Unverified (Missing Data),-1.0,0,0
141873,Meera It Solutions Pvt Ltd,XX,0,Unverified (Missing Data),0.0,0,0
141872,MAURY BROADBAND MARKETING PRIVATE LIMITED,XX,0,Unverified (Missing Data),0.0,0,0
141871,Deepnet,XX,0,Unverified (Missing Data),-1.0,0,0
141870,GV REDDY BROADBAND SERVICES,XX,0,Unverified (Missing Data),-1.0,0,0
14187,SENCINET LATAM COLOMBIA S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
141869,Sky Internet Services,XX,0,Unverified (Missing Data),-1.0,0,0
141868,C Networks And Communications Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141867,Avd Infotech Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141866,Param Technologies,XX,0,Unverified (Missing Data),-1.0,0,0
141865,N4U BROADBAND PRIVATE LIMITED,XX,0,Unverified (Missing Data),0.12,0,0
141864,Sai Sri Technologies (OPC) Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141863,Vijay Network Services India Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141862,AL HUTAIB NETSOL PRIVATE LIMITED,XX,0,Unverified (Missing Data),0.0,0,0
141861,WEBGRITY,XX,0,Unverified (Missing Data),-1.0,0,0
141860,HEMOM TRADING MERCHANT PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141859,B Online Broadband Service,XX,0,Unverified (Missing Data),-1.0,0,0
141858,Chota Bheam Industries,XX,0,Unverified (Missing Data),0.0,0,0
141857,NATIONAL BANK FOR AGRICULTURE AND RURAL DEVELOPMENT,XX,0,Unverified (Missing Data),-1.0,0,0
141856,A S C S C DIGITAL PRIVATE LIMITED,XX,0,Unverified (Missing Data),0.43,0,0
141855,Deepija Telecom Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141854,Swami Net Services,XX,0,Unverified (Missing Data),0.0,0,0
141853,SRJN HOSPITALITY PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141851,Netpico Labs Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141850,CAPSULE INTERNET SERVICES PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141823,Lazygone Network Private Limited,XX,0,Unverified (Missing Data),0.0,0,0
141822,AIRNTE WIFI SERVICES OPC PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141821,Skyfall Voice Communications Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141820,Digital Telecom,XX,0,Unverified (Missing Data),-1.0,0,0
141795,Asknet Broadband Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141794,THANGAM COMMUNICATION PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141793,THE KOLKATA MUNICIPAL CORPORATION,XX,0,Unverified (Missing Data),-1.0,0,0
141792,METRO CAST NETWORK INDIA PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141791,GATEWAY INFOCOMM PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141790,D N Network Solutions,XX,0,Unverified (Missing Data),-1.0,0,0
141789,Cuisinable Foods Private Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141788,Noise Comm,XX,0,Unverified (Missing Data),0.22,0,0
141787,LINKOTEK NETWORK PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141786,MAGICA NETWORKING SOLUTIONS PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141785,PLEXUS TECHNOLOGIES,XX,0,Unverified (Missing Data),-1.0,0,0
141784,Nexapp Technologies Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141783,GIGMAX COMMUNICATIONS,XX,0,Unverified (Missing Data),0.0,0,0
141782,Search Air Network,XX,0,Unverified (Missing Data),0.51,0,0
141781,"WAHWAY DATA NETWORKS, INC.",XX,0,Unverified (Missing Data),-1.0,0,0
141780,CHANNEL G COMPANY LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
14178,"Megacable Comunicaciones de Mexico, S.A. de C.V.",XX,0,Unverified (Missing Data),1.59,0,0
141779,OXYGEN IT LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141778,Dream Internet Services Pvt Ltd,XX,0,Unverified (Missing Data),0.71,0,0
141777,XS Usenet,XX,0,Unverified (Missing Data),-1.0,0,0
141776,Baoshuo Network,XX,0,Unverified (Missing Data),-1.0,0,0
141775,Wireless Dynamics Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141774,SeaMoney Capital Malaysia Sdn Bhd,XX,0,Unverified (Missing Data),-1.0,0,0
141773,Bangladesh Data Center Company Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141772,DHINA TECHNOLOGIES,XX,0,Unverified (Missing Data),-1.0,0,0
141796,VAYU ONLINE PRIVATE LIMITED,XX,0,Unverified (Missing Data),0.22,0,0
141797,Vidhi Infosys,XX,0,Unverified (Missing Data),-1.0,0,0
141798,Zees Broadband Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
14181,UBET Wireless,XX,0,Unverified (Missing Data),-1.0,0,0
14182,LexisNexis Risk Data Management Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
141819,Surf Fast Pvt. Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
141818,STROMNET BROADBAND,XX,0,Unverified (Missing Data),-1.0,0,0
141817,Inhome Entertainments Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141816,Velankani Information Systems Limited,XX,0,Unverified (Missing Data),0.0,0,0
141815,Outofbox Networks Private Limited,XX,0,Unverified (Missing Data),0.58,0,0
141814,MPR INFONET SYSTEMS PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141813,Enfinity Infotel Private Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141812,SKYNET INTERNET SERVICE,XX,0,Unverified (Missing Data),-1.0,0,0
141811,Sify Technologies Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141810,Sify Technologies Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141809,Sify Technologies Limited,XX,0,Unverified (Missing Data),-1.0,0,0
141799,INDTEL INFRA PRIVATE LIMITED,XX,0,Unverified (Missing Data),0.0,0,0
141808,Dynowave Technologies Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
141807,LALITHAONLINE SERVICES,XX,0,Unverified (Missing Data),0.0,0,0
141806,SANSOM NETTECH PVT LTD,XX,0,Unverified (Missing Data),-1.0,0,0
141805,Hubcom Techno System Llp,XX,0,Unverified (Missing Data),-1.0,0,0
141804,Em-cyberspace Services Private Limited,XX,0,Unverified (Missing Data),0.34,0,0
141803,INVISION CHIP TECHNO SOFT,XX,0,Unverified (Missing Data),-1.0,0,0
141802,NEODRAFTS PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141801,MARLABS INNOVATIONS PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
141800,Gazillio Concepts Pvt Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
14180,Kognitive Networks,XX,0,Unverified (Missing Data),-1.0,0,0
1418,"MATE1.COM, INC.",XX,0,Unverified (Missing Data),-1.0,0,0
141875,Zen4 Soft Solution,XX,0,Unverified (Missing Data),-1.0,0,0
141877,DPS TELECOM OPC PRIVATE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
14198,New Dawn Technologies,XX,0,Unverified (Missing Data),-1.0,0,0
141953,PT BRI Danareksa Sekuritas,XX,0,Unverified (Missing Data),-1.0,0,0
141951,Politeknik Harapan Bersama Tegal,XX,0,Unverified (Missing Data),-1.0,0,0
141950,PT Cybermantra Perkasa Sumberarta,XX,0,Unverified (Missing Data),-1.0,0,0
14195,Contego Solutions LLC,XX,0,Unverified (Missing Data),-1.0,0,0
141949,JinIX ASN,XX,0,Unverified (Missing Data),-1.0,0,0
141948,Dinas Komunikasi dan Informatika Kabupaten Tanah Laut,XX,0,Unverified (Missing Data),-1.0,0,0
141947,PT Loveika Host Nusantara,XX,0,Unverified (Missing Data),0.56,0,0
141946,CV Karomah Media Nusantara,XX,0,Unverified (Missing Data),-1.0,0,0
141945,PT Hydra Media Indonesia,XX,0,Unverified (Missing Data),1.29,0,0
141944,Badan Pembinaan Ideologi Pancasila,XX,0,Unverified (Missing Data),-1.0,0,0
141943,PT Berlian Media Teknologi,XX,0,Unverified (Missing Data),-1.0,0,0
141942,PT Jaringan Optik Indonesia,XX,0,Unverified (Missing Data),-1.0,0,0
141941,PT Regynet Data Solusindo,XX,0,Unverified (Missing Data),0.19,0,0
141940,PT Hens Global Network,XX,0,Unverified (Missing Data),-1.0,0,0
14194,Prisma Health,XX,0,Unverified (Missing Data),-1.0,0,0
141939,PT Chayo Anugrah Teknologi,XX,0,Unverified (Missing Data),0.11,0,0
141938,PT Satria Wangsa Mataram,XX,0,Unverified (Missing Data),-1.0,0,0
141937,PT Aulia Sentral Multidata,XX,0,Unverified (Missing Data),1.82,0,0
141936,STIE YKPN Yogyakarta,XX,0,Unverified (Missing Data),-1.0,0,0
141935,PT Cipta Data Global,XX,0,Unverified (Missing Data),0.0,0,0
141934,PT Sanders Bersaudara Media,XX,0,Unverified (Missing Data),0.13,0,0
141933,PT Solusi Internet Desa,XX,0,Unverified (Missing Data),0.62,0,0
141932,PT Sarana Media Integrasi Data,XX,0,Unverified (Missing Data),-1.0,0,0
141931,PT Pamapersada Nusantara,XX,0,Unverified (Missing Data),-1.0,0,0
141930,PT Galunggung Access Solutions,XX,0,Unverified (Missing Data),0.56,0,0
14193,KONGE TECH CORP,XX,0,Unverified (Missing Data),-1.0,0,0
141952,PT Link Kita Teknologi,XX,0,Unverified (Missing Data),0.0,0,0
141954,PT Gaf Solusindo Media,XX,0,Unverified (Missing Data),-1.0,0,0
141878,BLITS GLOBAL TECHNOLOGIES PVT LTD,XX,0,Unverified (Missing Data),0.0,0,0
141955,PT Timor Lintas Nusantara,XX,0,Unverified (Missing Data),0.61,0,0
141979,PT Agro Boga Utama,XX,0,Unverified (Missing Data),-1.0,0,0
141978,PT Akses Bersama Sedaya,XX,0,Unverified (Missing Data),0.48,0,0
141977,PDAM Bandarmasih Kota Banjarmasin,XX,0,Unverified (Missing Data),-1.0,0,0
141976,Dinas Komunikasi dan Informatika Kabupaten Jepara,XX,0,Unverified (Missing Data),-1.0,0,0
141975,PT Rubyan Network Solution,XX,0,Unverified (Missing Data),0.0,0,0
141974,PT Teknologi Rubi Mandriva,XX,0,Unverified (Missing Data),-1.0,0,0
141973,PT Net Grup Multimedia,XX,0,Unverified (Missing Data),-1.0,0,0
141972,Pemerintah Kota Pariaman,XX,0,Unverified (Missing Data),-1.0,0,0
141971,Rumah Sakit Kanker Dharmais Jakarta,XX,0,Unverified (Missing Data),-1.0,0,0
141970,PT Jelajah Data Semesta,XX,0,Unverified (Missing Data),-1.0,0,0
