asn,name,cc,cone,verdict,apnic_score,dirty,total
9723,iseek Communications Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
9722,TPG Internet Pty Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
9721,"GuangXi Seehu Technology Co., Ltd",XX,0,Unverified (Missing Data),-1.0,0,0
9720,MTN Net Design (a division of Dyltax ACN 003 308 361),XX,0,Unverified (Missing Data),-1.0,0,0
972,"Cofractal, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
9718,Kordia Limited,XX,0,Unverified (Missing Data),-1.0,0,0
9717,NCS AU Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
9716,FOXTEL Management Pty Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
9715,SAMART Corp (Excise-Direct Coding Data Center),XX,0,Unverified (Missing Data),-1.0,0,0
9714,Vocus Cloud Services Australia,AU,0,SECURE (Full Coverage),-1.0,0,1
9713,Victorian Tertiary Admissions Centre,XX,0,Unverified (Missing Data),-1.0,0,0
9712,"INet Technologies Co., Ltd.",XX,0,Unverified (Missing Data),-1.0,0,0
9711,Kyonggi provin educational information research institute,XX,0,Unverified (Missing Data),-1.0,0,0
9710,NeoWiz Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
971,PureVoltage Hosting Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
9709,"KIS Information Communication,Inc",XX,0,Unverified (Missing Data),-1.0,0,0
9708,Pukyong National University,XX,0,Unverified (Missing Data),-1.0,0,0
9707,Korea Employment Information Management Agency,XX,0,Unverified (Missing Data),-1.0,0,0
9706,BUSAN EDUCATION RESEARCH & INFORMATION INSTITUTE,XX,0,Unverified (Missing Data),0.0,0,0
9705,"SK Co.,",XX,0,Unverified (Missing Data),-1.0,0,0
9704,"Korea Investment Trust Management   Securities Co.,LTD",XX,0,Unverified (Missing Data),-1.0,0,0
9703,Shinhan Bank,XX,0,Unverified (Missing Data),-1.0,0,0
9066,EWE TEL GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
9064,Internet City Doi SA,XX,0,Unverified (Missing Data),-1.0,0,0
9063,VSE NET GmbH,XX,0,Unverified (Missing Data),0.03,0,0
8258,Information Centre Elektronni Visti LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8272,Claranet Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8271,Internet Business Solutions AG,XX,0,Unverified (Missing Data),-1.0,0,0
8270,Raiffeisen banka ad Beograd,XX,0,Unverified (Missing Data),-1.0,0,0
827,"Alcan International Ltd.,",XX,0,Unverified (Missing Data),-1.0,0,0
8268,Dolphin IT-Systeme e.K.,XX,0,Unverified (Missing Data),-1.0,0,0
8267,Academic Computer Centre CYFRONET AGH,XX,0,Unverified (Missing Data),0.0,0,0
8266,ELITETELE.COM PLC,XX,0,Unverified (Missing Data),-1.0,0,0
8265,FASTNET SpA,XX,0,Unverified (Missing Data),-1.0,0,0
8264,Marlink AS,XX,0,Unverified (Missing Data),-1.0,0,0
8263,PJSC MegaFon,XX,0,Unverified (Missing Data),-1.0,0,0
8262,Evolink EAD,XX,0,Unverified (Missing Data),-1.0,0,0
826,CRTC,XX,0,Unverified (Missing Data),-1.0,0,0
8257,Slovanet a.s.,XX,0,Unverified (Missing Data),0.0,0,0
8176,Netscape,XX,0,Unverified (Missing Data),-1.0,0,0
8256,Lodz University of Technology,XX,0,Unverified (Missing Data),0.0,0,0
8255,Euro-Information-Europeenne de Traitement de l'Information SAS,XX,0,Unverified (Missing Data),-1.0,0,0
8254,GREEN FLOID LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8253,Democritus University of Thrace,GR,0,SECURE (Full Coverage),-1.0,0,1
8251,"FreeTel, s.r.o.",XX,0,Unverified (Missing Data),0.0,0,0
825,Canadian Forces Weather Services,XX,0,Unverified (Missing Data),-1.0,0,0
8249,PJSC Rostelecom,XX,0,Unverified (Missing Data),-1.0,0,0
8248,"Computer Technology Institute and Press ""Diophantus""",XX,0,Safe (Missing Data),100.0,0,0
8247,Intellico AG,XX,0,Unverified (Missing Data),-1.0,0,0
8246,T-Mobile Polska S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8245,Video-Broadcast GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8244,TELECOM ITALIA SPARKLE S.p.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8273,Norlys Digital A/S,XX,0,Unverified (Missing Data),-1.0,0,0
8274,Maksym Naumenko,XX,0,Unverified (Missing Data),-1.0,0,0
8275,Keski-Suomen Valokuituverkot Oy,XX,0,Unverified (Missing Data),-1.0,0,0
8276,Vone Services Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
8304,Ecritel SASU,XX,0,Unverified (Missing Data),-1.0,0,0
8303,Westdeutscher Rundfunk Köln,XX,0,Unverified (Missing Data),-1.0,0,0
8302,Zattoo AG,XX,0,Unverified (Missing Data),-1.0,0,0
8301,Gibtelecom Ltd.,XX,0,Unverified (Missing Data),2.45,0,0
8300,Swisscom (Schweiz) AG,XX,0,Unverified (Missing Data),-1.0,0,0
830,915498 Ontario Inc,XX,0,Unverified (Missing Data),-1.0,0,0
83,"Headquarters, USAISC",XX,0,Unverified (Missing Data),-1.0,0,0
8299,JSC INFOTEL,XX,0,Unverified (Missing Data),-1.0,0,0
8298,IPng Networks GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8297,TATA Communications (Canada) Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
8296,HBVB Private Unlimited,XX,0,Unverified (Missing Data),-1.0,0,0
8294,Fornax ZRt.,XX,0,Unverified (Missing Data),-1.0,0,0
8292,CamData GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8291,The Federal Guard Service of the Russian Federation,XX,0,Unverified (Missing Data),-1.0,0,0
8290,Slovanet a.s.,XX,0,Unverified (Missing Data),0.0,0,0
829,915498 Ontario Inc,XX,0,Unverified (Missing Data),-1.0,0,0
8289,DND Nordic AB,XX,0,Unverified (Missing Data),-1.0,0,0
8288,"SWAN, a.s.",XX,0,Unverified (Missing Data),-1.0,0,0
8286,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Akademickie Centrum Informatyki",XX,0,Unverified (Missing Data),0.0,0,0
8285,Versija SIA,XX,0,Unverified (Missing Data),-1.0,0,0
8282,BINK GROUP LTD,XX,0,Unverified (Missing Data),-1.0,0,0
8280,SYNAPSECOM S.A. Provider of Telecommunications and Internet Services,XX,0,Safe (Missing Data),100.0,0,0
828,Shared Services Canada,XX,0,Unverified (Missing Data),-1.0,0,0
8279,Novaya Strategia Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
8278,Technical University of Crete,XX,0,Unverified (Missing Data),-1.0,0,0
8243,Verizon Switzerland AG,XX,0,Unverified (Missing Data),-1.0,0,0
8242,Digital Solutions LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8241,Nets and Services JCS,XX,0,Unverified (Missing Data),-1.0,0,0
8204,Deutsche Telekom AG,XX,0,Unverified (Missing Data),-1.0,0,0
8201,Dstny BE N.V.,XX,0,Unverified (Missing Data),-1.0,0,0
8200,Uplink LLC,XX,0,Unverified (Missing Data),0.31,0,0
820,Shared Services Canada,XX,0,Unverified (Missing Data),-1.0,0,0
82,Attachmate Corp.,XX,0,Unverified (Missing Data),-1.0,0,0
8196,Claranet Gmbh,XX,0,Unverified (Missing Data),-1.0,0,0
8195,GTT Communications Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8194,Latvia State Radio and Television Centre,XX,0,Unverified (Missing Data),-1.0,0,0
8193,"""Uzbektelekom"" Joint Stock Company",XX,0,Unverified (Missing Data),0.35,0,0
8192,"LIMITED LIABILITY COMPANY ""INFOLINK""",XX,0,Unverified (Missing Data),48.96,0,0
8191,"Widomaker Communication Services, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8190,"GTT Americas, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
819,LARG*net London and Region Global Computer Network,XX,0,Unverified (Missing Data),-1.0,0,0
8189,"Stratos Internet Group, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8188,Bloomberg Financial Markets Limited Partnership,XX,0,Unverified (Missing Data),-1.0,0,0
8187,Bell Canada,XX,0,Unverified (Missing Data),-1.0,0,0
8186,High Plains Internet,XX,0,Unverified (Missing Data),-1.0,0,0
8185,Terry Hines And Associates,XX,0,Unverified (Missing Data),-1.0,0,0
8184,Laffite Morgan & Assoc,XX,0,Unverified (Missing Data),-1.0,0,0
8183,InternetSecure Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8182,"Digital River, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8181,Virtual Communications Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8180,3nt solutions LLP,XX,0,Unverified (Missing Data),-1.0,0,0
818,Department of Communications,XX,0,Unverified (Missing Data),-1.0,0,0
8179,Stanford Federal Credit Union,XX,0,Unverified (Missing Data),-1.0,0,0
8178,AKI S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8203,Bezeq International Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
8207,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",XX,0,Unverified (Missing Data),-1.0,0,0
824,GlaxoSmithKline,XX,0,Unverified (Missing Data),-1.0,0,0
8208,Teamware GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8239,LYNTIA NETWORKS S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8238,AT&T Global Network Services Nederland B.V.,XX,0,Unverified (Missing Data),-1.0,0,0
8236,DNA Oyj,XX,0,Unverified (Missing Data),-1.0,0,0
8235,Equinix (Switzerland) GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8234,RAI RadioTelevisione Italiana,XX,0,Unverified (Missing Data),-1.0,0,0
8233,Arelion Sweden AB,XX,0,Unverified (Missing Data),-1.0,0,0
8232,GXS International Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8231,Sunrise GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
823,University of Western Ontario,CA,0,VULNERABLE (No Coverage),0.0,2,2
8229,KiberNet Kft.,XX,0,Unverified (Missing Data),-1.0,0,0
8228,Societe Francaise Du Radiotelephone - SFR SA,XX,0,Unverified (Missing Data),-1.0,0,0
8227,Telenet BV,XX,0,Unverified (Missing Data),-1.0,0,0
8226,Arpinet LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8224,Intercom s.r.l.,XX,0,Unverified (Missing Data),0.0,0,0
8222,noris network AG,XX,0,Unverified (Missing Data),-1.0,0,0
8221,ISABEL N.V.,XX,0,Unverified (Missing Data),-1.0,0,0
822,"St. Joseph's Health Care, London",XX,0,Unverified (Missing Data),-1.0,0,0
8219,Inna Grigorevna Khoruzhaya,XX,0,Unverified (Missing Data),-1.0,0,0
8218,Zayo Europe,XX,0,Unverified (Missing Data),-1.0,0,0
8217,ENI S.p.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8216,"INDRA SISTEMAS, S.A.",XX,0,Unverified (Missing Data),-1.0,0,0
8213,Arrowhead AB (Song Networks),XX,0,Unverified (Missing Data),-1.0,0,0
8211,Cooperatieve Rabobank U.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8210,Telenor Norge AS,XX,0,Unverified (Missing Data),-1.0,0,0
821,Designed Information Systems Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8305,Yuri Lebedev,XX,0,Unverified (Missing Data),-1.0,0,0
8307,"Telekom Slovenije, d.d.",XX,0,Unverified (Missing Data),-1.0,0,0
8308,NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INSTYTUT BADAWCZY,XX,0,Unverified (Missing Data),0.0,0,0
842,Canadian Research Network,XX,0,Unverified (Missing Data),-1.0,0,0
8416,InfoLada Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
8414,International Telecommunication Union,XX,0,Unverified (Missing Data),-1.0,0,0
8412,T-Mobile Austria GmbH,XX,0,Unverified (Missing Data),0.18,0,0
8411,Federal State Autonomous Educational Institution Of Higher Education Omsk State University named after F. M. Dostoevsky,XX,0,Unverified (Missing Data),-1.0,0,0
8410,"NovInvestRezerv, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
841,Canadian Research Network,XX,0,Unverified (Missing Data),-1.0,0,0
8409,Institute for Information Transmission Problems of the Russian Academy of Sciences of A.A. Kharkevich,XX,0,Unverified (Missing Data),-1.0,0,0
8405,PE Sontheimer Bernd,XX,0,Unverified (Missing Data),-1.0,0,0
8404,Sunrise GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8402,"OJSC ""Vimpelcom""",XX,0,Unverified (Missing Data),1.69,0,0
8401,Promontoria Ltd,XX,0,Unverified (Missing Data),-1.0,0,0
840,Canadian Research Network,XX,0,Unverified (Missing Data),-1.0,0,0
84,Navy Network Information Center (NNIC),XX,0,Unverified (Missing Data),-1.0,0,0
8399,SEWAN SAS,XX,0,Unverified (Missing Data),0.13,0,0
8398,Tver Region Center of Informatization at Tver State University,XX,0,Unverified (Missing Data),-1.0,0,0
8396,Technical Chamber of Greece,XX,0,Unverified (Missing Data),-1.0,0,0
8395,East Telecom Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
8394,Telenor Norge AS,XX,0,Unverified (Missing Data),-1.0,0,0
8393,"""ASTEL"" JSC",XX,0,Unverified (Missing Data),0.0,0,0
8390,GTT Communications Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
839,Canadian Research Network,XX,0,Unverified (Missing Data),-1.0,0,0
8388,ALTER EGO MEDIA S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8387,Deutsche Telekom Global Business Solutions GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8386,Vodafone Turkey,XX,0,Unverified (Missing Data),1.99,0,0
8385,Verizon Sweden AB,XX,0,Unverified (Missing Data),-1.0,0,0
8419,Redcentric Solutions Ltd,XX,0,Unverified (Missing Data),23.08,0,0
8422,NetCologne,XX,0,Unverified (Missing Data),0.01,0,0
8382,PJSC Rostelecom,XX,0,Unverified (Missing Data),-1.0,0,0
8423,NetcoRR Synergies SRL,XX,0,Unverified (Missing Data),-1.0,0,0
846,"SOLV Energy, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8459,Netia SA,XX,0,Unverified (Missing Data),-1.0,0,0
8458,World Discount Telecommunication Polska Sp. z o.o.,XX,0,Unverified (Missing Data),-1.0,0,0
8457,INDEXSCOPE LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
8456,Bogazici University,XX,0,Unverified (Missing Data),-1.0,0,0
8455,atom86 BV,XX,0,Unverified (Missing Data),-1.0,0,0
8454,FMO Flughafen Muenster/Osnabrueck GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8453,Econis AG,XX,0,Unverified (Missing Data),-1.0,0,0
845,"SBA Connect, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8449,"""ElCat"" Ltd.",XX,0,Unverified (Missing Data),-1.0,0,0
8448,CETIN Hungary Zrt.,XX,0,Unverified (Missing Data),-1.0,0,0
8447,A1 Telekom Austria AG,XX,0,Unverified (Missing Data),0.1,0,0
8446,Kindred (Gibraltar) Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8445,"SALZBURG AG fur Energie, Verkehr und Telekommunikation",XX,0,Unverified (Missing Data),0.08,0,0
8444,JANUS HENDERSON ADMINISTRATION UK LIMITED,XX,0,Unverified (Missing Data),-1.0,0,0
8443,PJSC Rostelecom,XX,0,Unverified (Missing Data),-1.0,0,0
8441,OOO NPP Garant Service University,XX,0,Unverified (Missing Data),-1.0,0,0
8440,"S.SETEVAYA SVYAZ, OOO",XX,0,Unverified (Missing Data),-1.0,0,0
8439,AIST JSC,XX,0,Unverified (Missing Data),-1.0,0,0
8437,Hutchison Drei Austria GmbH,XX,0,Unverified (Missing Data),0.0,0,0
8435,Lloyds Banking Group PLC,XX,0,Unverified (Missing Data),-1.0,0,0
8431,TEA Ltd.,XX,0,Unverified (Missing Data),-1.0,0,0
8430,Irina Gaida,XX,0,Unverified (Missing Data),-1.0,0,0
843,"F5, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8427,Joint Stock Company TransTeleCom,XX,0,Unverified (Missing Data),-1.0,0,0
8384,GTT Communications Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8381,PE Pusko Iliya Viktorovich,XX,0,Unverified (Missing Data),-1.0,0,0
8309,SIPARTECH SAS,XX,0,Unverified (Missing Data),-1.0,0,0
8346,SONATEL-AS Autonomous System,XX,0,Unverified (Missing Data),0.35,0,0
8343,Private joint-stock company (PrJSC) DORIS,XX,0,Unverified (Missing Data),-1.0,0,0
8342,JSC RTComm.RU,XX,0,Unverified (Missing Data),-1.0,0,0
834,IPXO LLC,US,0,VULNERABLE (No Coverage),-1.0,5,5
8339,kabelplus GmbH,XX,0,Unverified (Missing Data),0.11,0,0
8336,THE INNOVATION GROUP (EMEA) LTD,XX,0,Unverified (Missing Data),-1.0,0,0
8334,LLC SETEL,XX,0,Unverified (Missing Data),-1.0,0,0
8333,A1 Telekom Austria AG,XX,0,Unverified (Missing Data),-1.0,0,0
8331,"JSC ""ER-Telecom Holding""",XX,0,Unverified (Missing Data),-1.0,0,0
8330,LONAP Ltd,GB,0,PARTIAL (Mixed Feeds),-1.0,2,5
833,Spearware Networks LLC,US,0,VULNERABLE (No Coverage),-1.0,1,1
8328,InTWO Netherlands BV,XX,0,Unverified (Missing Data),-1.0,0,0
8326,Politechnika Bydgoska im. Jana i Jedrzeja Sniadeckich,XX,0,Unverified (Missing Data),7.62,0,0
8325,OOO FREEnet Group,XX,0,Unverified (Missing Data),-1.0,0,0
8324,South Ural State University,XX,0,Unverified (Missing Data),-1.0,0,0
8323,Academic Computer Centre CYFRONET AGH,XX,0,Unverified (Missing Data),-1.0,0,0
8322,TDC Holding A/S,XX,0,Unverified (Missing Data),-1.0,0,0
832,Beel Sygma Systems Management Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8319,NETHINKS GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8318,CEMEX ESPANA S.A.,XX,0,Unverified (Missing Data),-1.0,0,0
8317,Netaccess SRL,XX,0,Unverified (Missing Data),-1.0,0,0
8314,"UAB ""Lrytas""",XX,0,Unverified (Missing Data),-1.0,0,0
8312,Bas Smit trading as Zylon,XX,0,Unverified (Missing Data),-1.0,0,0
8311,Redestel Networks S.L.,XX,0,Unverified (Missing Data),-1.0,0,0
8310,CELESTE SAS,XX,0,Unverified (Missing Data),-1.0,0,0
831,Bell Sygma Systems Management Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8345,"JSC ""ER-Telecom Holding""",XX,0,Unverified (Missing Data),-1.0,0,0
8347,Callcentric Wholesale Inc,XX,0,Unverified (Missing Data),-1.0,0,0
8380,TOWARZYSTWO UBEZPIECZEN NA ZYCIE EUROPA SPOLKA AKCYJNA,XX,0,Unverified (Missing Data),-1.0,0,0
835,GoCodeIT Inc,XX,0,Unverified (Missing Data),-1.0,0,0
838,Canadian Research Network,XX,0,Unverified (Missing Data),-1.0,0,0
8379,GTT Communications Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8377,Imperator LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8376,Jordan Data Communications Company LLC,XX,0,Unverified (Missing Data),-1.0,0,0
8375,Telehouse Deutschland GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8374,Polkomtel Sp. z o.o.,XX,0,Unverified (Missing Data),0.18,0,0
8373,Deutsche Bank AG,XX,0,Unverified (Missing Data),-1.0,0,0
8372,COLT Technology Services Group Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8371,"PJSC ""Vimpelcom""",XX,0,Unverified (Missing Data),-1.0,0,0
837,Shared Services Canada,XX,0,Unverified (Missing Data),-1.0,0,0
8369,Intersvyaz-2 JSC,XX,0,Unverified (Missing Data),-1.0,0,0
8368,Dstny BE N.V.,XX,0,Unverified (Missing Data),0.0,0,0
8364,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",XX,0,Unverified (Missing Data),-1.0,0,0
8363,KOC UNIVERSITY,XX,0,Unverified (Missing Data),-1.0,0,0
8362,NordNet SA,FR,0,SECURE (Full Coverage),99.69,0,2
8361,Ubisoft International SAS,XX,0,Unverified (Missing Data),-1.0,0,0
8360,Allianz Technology SE,XX,0,Unverified (Missing Data),-1.0,0,0
836,White Plains Hospital,XX,0,Unverified (Missing Data),-1.0,0,0
8359,MTS PJSC,XX,0,Unverified (Missing Data),1.52,0,0
8358,Magyar Telekom Plc.,XX,0,Unverified (Missing Data),-1.0,0,0
8356,PRT Systems Limited,XX,0,Unverified (Missing Data),-1.0,0,0
8354,Sam Maleki,XX,0,Unverified (Missing Data),-1.0,0,0
8352,UNIBAIL-RODAMCO-WESTFIELD SE,XX,0,Unverified (Missing Data),-1.0,0,0
8351,PLANET IC GmbH,XX,0,Unverified (Missing Data),-1.0,0,0
8350,"PJSC ""Vimpelcom""",XX,0,Unverified (Missing Data),-1.0,0,0
8177,"Qadas, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8175,High Speed Web/Genesis 2 Networks,XX,0,Unverified (Missing Data),-1.0,0,0
8461,TOV Trade-Express,XX,0,Unverified (Missing Data),-1.0,0,0
8025,BrightNet Oklahoma,XX,0,Safe (Missing Data),98.77,0,0
8037,Manufacturers and Traders Trust Company,XX,0,Unverified (Missing Data),-1.0,0,0
8036,University of Tulsa,XX,0,Unverified (Missing Data),-1.0,0,0
8035,AT&T WorldNet,XX,0,Unverified (Missing Data),-1.0,0,0
8034,AT&T WorldNet,XX,0,Unverified (Missing Data),-1.0,0,0
8033,AT&T WorldNet,XX,0,Unverified (Missing Data),-1.0,0,0
8032,AT&T WorldNet,XX,0,Unverified (Missing Data),-1.0,0,0
8031,AT&T WorldNet,XX,0,Unverified (Missing Data),-1.0,0,0
8030,AT&T WorldNet,XX,0,Unverified (Missing Data),-1.0,0,0
8029,"Microserve, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8028,"ProAxis Communications, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8027,Global NAPs Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8026,"EMPRESA COLOMBIANA DE PETROLEOS, ECOPETROL",XX,0,Unverified (Missing Data),-1.0,0,0
8024,Centro de Investigaciones Biologicas del Noroeste SC,XX,0,Unverified (Missing Data),-1.0,0,0
8174,Maui High Performance Computing Center,XX,0,Unverified (Missing Data),-1.0,0,0
8023,Castles Information Network,XX,0,Unverified (Missing Data),-1.0,0,0
8022,"World Trade Network, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8021,Paradigm Communications Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8020,Cave Communications,XX,0,Unverified (Missing Data),-1.0,0,0
802,York University,XX,0,Unverified (Missing Data),-1.0,0,0
8019,Orca Networking Technologies,XX,0,Unverified (Missing Data),-1.0,0,0
8018,"Velocity Networks, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8017,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8016,Verizon Business,XX,0,Unverified (Missing Data),-1.0,0,0
8015,"US Signal Company, L.L.C.",XX,0,Unverified (Missing Data),-1.0,0,0
8014,Bahamas Telecommunications Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8013,TELUS Communications Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8038,"6connect, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8039,Windstream Communications LLC,XX,0,Unverified (Missing Data),-1.0,0,0
804,Institute for Space and Terrestrial Science,XX,0,Unverified (Missing Data),-1.0,0,0
8040,"MMD Entertainment, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8064,University of Alabama at Birmingham Medical Center,XX,0,Unverified (Missing Data),-1.0,0,0
8063,"AT&T Enterprises, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8062,"AT&T Enterprises, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8061,"AT&T Enterprises, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8060,"AT&T Enterprises, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
806,Shared Services Canada,XX,0,Unverified (Missing Data),-1.0,0,0
8059,"Outernet, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8058,"JAB Wireless, INC.",XX,0,Unverified (Missing Data),-1.0,0,0
8057,"Vision Net, Inc.",XX,0,Unverified (Missing Data),1.12,0,0
8056,"Internet Comunicaciones, c.a.",XX,0,Unverified (Missing Data),-1.0,0,0
8055,TAVOLA CONECTIVIDADE LTDA.,XX,0,Unverified (Missing Data),-1.0,0,0
8053,IFX Networks Venezuela C.A.,XX,0,Unverified (Missing Data),5.82,0,0
8052,Charter Communications Inc,XX,0,Unverified (Missing Data),-1.0,0,0
8051,Lankler Siffert & Wohl LLP,XX,0,Unverified (Missing Data),-1.0,0,0
8050,Direct NET Communications,XX,0,Unverified (Missing Data),-1.0,0,0
805,Globe Life Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8049,Productivity OnLine,XX,0,Unverified (Missing Data),-1.0,0,0
8048,"CANTV Servicios, Venezuela",XX,0,Unverified (Missing Data),3.33,0,0
8047,"GENERAL COMMUNICATION, INC.",XX,0,Unverified (Missing Data),0.26,0,0
8046,NapaNet,XX,0,Unverified (Missing Data),-1.0,0,0
8045,EMI Music Publishing,XX,0,Unverified (Missing Data),-1.0,0,0
8044,Select Ticketing Systems Inc.,XX,0,Unverified (Missing Data),-1.0,0,0
8043,"Level 3 Parent, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8042,Wickberg Consulting Services,XX,0,Unverified (Missing Data),-1.0,0,0
8041,"EarthReach Communications, LLC",XX,0,Unverified (Missing Data),-1.0,0,0
8012,The Bank of New York Mellon Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
8011,"MongoDB, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
8010,Digicon Corporation,XX,0,Unverified (Missing Data),-1.0,0,0
7983,Wayne D. Correia,XX,0,Unverified (Missing Data),-1.0,0,0
7981,DigiMark,XX,0,Unverified (Missing Data),-1.0,0,0
7980,Global One,XX,0,Unverified (Missing Data),-1.0,0,0
798,"Headquarters, USAISC",XX,0,Unverified (Missing Data),-1.0,0,0
7979,"Servers.com, Inc.",XX,0,Unverified (Missing Data),2.38,0,0
7978,Prism Communications,XX,0,Unverified (Missing Data),-1.0,0,0
7977,"Dell, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
7976,Wolen Computer Services,XX,0,Unverified (Missing Data),-1.0,0,0
7975,"Conference America, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
7974,Instituto Mexicano del Petroleo,XX,0,Unverified (Missing Data),-1.0,0,0
7973,Mayo Foundation for Medical Education and Research,XX,0,Unverified (Missing Data),-1.0,0,0
7970,Leon County School District,XX,0,Unverified (Missing Data),-1.0,0,0
7969,CYBERION NETWORKING CORP.,XX,0,Unverified (Missing Data),-1.0,0,0
7968,Loyola University Chicago,XX,0,Safe (Missing Data),98.67,0,0
7967,"Secure Document Systems, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
7966,Harbor Communications,XX,0,Unverified (Missing Data),-1.0,0,0
7965,Universidad Catolica Andres Bello,XX,0,Unverified (Missing Data),-1.0,0,0
7964,Arc Four,XX,0,Unverified (Missing Data),-1.0,0,0
7963,D20 Hobbies,XX,0,Unverified (Missing Data),-1.0,0,0
7962,EXISNET INC,XX,0,Unverified (Missing Data),-1.0,0,0
7961,"Raw Bandwidth Communications, Inc.",XX,0,Unverified (Missing Data),-1.0,0,0
7960,California Polytechnic State University,XX,0,Unverified (Missing Data),0.0,0,0
