asn,cc,name,verdict,apnic_score,cone,dirty_feeds,total_feeds
398395,US,PureVoltage Hosting Inc.,Stub: UNVERIFIED (Dirty Feed),-1.0,4,1,2
38826,AU,Infinite Networks Pty Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,4,1,2
47242,IT,Host SpA,Stub: UNVERIFIED (Dirty Feed),-1.0,4,1,4
30971,AT,nic.at GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,4,3,4
55736,AU,Dataknox Pty Limited,Stub: UNVERIFIED (Dirty Feed),-1.0,4,1,1
31272,UA,WildPark Co,Stub: SECURE (Clean Pipe),99.44,4,0,2
56381,NL,level66.network UG (haftungsbeschraenkt),Stub: INHERITED (Clean Pipe),-1.0,4,0,3
56457,GR,FASTPATH IKE,Stub: UNVERIFIED (Dirty Feed),-1.0,4,1,3
15743,DE,net.de AG,Stub: INHERITED (Clean Pipe),-1.0,4,0,4
204279,LU,Eltrona Interdiffusion S.A.,Stub: SECURE (Clean Pipe),98.17,4,0,2
204471,IT,2S Computers SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,4,1,4
327849,ZA,DIRECTEL COMMUNICATIONS (PTY) LTD,Stub: UNVERIFIED (Dirty Feed),97.86,3,3,4
49420,PL,Aplitt Sp. z o.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,3,2,4
57944,UA,IP-Connect LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,3,2,3
25198,HK,INTERKVM HOST (ZetServers),Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,1
25229,UA,"Limited Liability Company ""KYIVSKI TELEKOMUNIKATSIYNI MEREZHI""",Stub: SECURE (Clean Pipe),99.8,3,0,1
25273,LU,Broadcasting Center Europe (an RTL Group Company),Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,4
49855,DE,PLUTEX GmbH,Stub: INHERITED (Clean Pipe),-1.0,3,0,2
33604,US,Burlington Telecom,Stub: INHERITED (Clean Pipe),43.75,3,0,2
1003,US,andrewnet,Stub: UNVERIFIED (Dirty Feed),-1.0,3,4,6
50332,DE,SQUILD GmbH,Stub: INHERITED (Clean Pipe),-1.0,3,0,2
206186,PL,Stowarzyszenie e-Poludnie,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,3
206548,CZ,ZCOM.cz s.r.o,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,3
34555,GB,C.C.S. (Leeds) Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,2
51225,AM,Armenian internet traffic exchange 'Armix' foundation,Stub: INHERITED (Clean Pipe),-1.0,3,0,1
10279,US,"West Carolina Communications, LLC",Stub: SECURE (Clean Pipe),99.67,3,0,2
51248,CZ,Host-Telecom.com s.r.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,5
51333,IT,Arcolink Telecomunicazioni S.r.l.,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,2
207176,NL,OPENFIBER B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,3,2,4
35258,DE,akquinet outsourcing gGmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,4
215605,NL,Shams Hanna trading as InformatiQ,Stub: UNVERIFIED (Dirty Feed),-1.0,3,2,4
43619,FR,Association pour l'union des reseaux des residences etudiantes (AURORE),Stub: UNVERIFIED (Dirty Feed),-1.0,3,2,2
60163,NO,KEKLOLWTF AS,Stub: INHERITED (Clean Pipe),-1.0,3,0,1
2857,DE,Johannes Gutenberg-Universitaet Mainz,Stub: INHERITED (Clean Pipe),64.86,3,0,3
3130,US,RGnet OU,Stub: INHERITED (Clean Pipe),-1.0,3,0,3
44133,AT,IPAX GmbH,Stub: INHERITED (Clean Pipe),-1.0,3,0,1
3333,NL,Reseaux IP Europeens Network Coordination Centre (RIPE NCC),Stub: INHERITED (Clean Pipe),-1.0,3,0,5
44431,US,OmniAccess S.L.,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,4
60841,US,BerryByte Limited,Stub: INHERITED (Clean Pipe),-1.0,3,0,3
397097,US,"Infrastructure Management Associates, Inc.",Stub: INHERITED (Clean Pipe),-1.0,3,0,1
44973,DE,Rechenzentrum Hassfurt GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,3
20412,US,Clarity Telecom LLC,Stub: INHERITED (Clean Pipe),42.12,3,0,3
20694,DE,NMMN New Media Markets & Networks IT-Services GmbH,Stub: INHERITED (Clean Pipe),-1.0,3,0,2
20965,NL,GEANT Vereniging,Stub: UNVERIFIED (Dirty Feed),-1.0,3,2,2
29182,RU,JSC IOT,Stub: UNVERIFIED (Dirty Feed),-1.0,3,4,7
29287,AT,Wien Energie GmbH,Stub: INHERITED (Clean Pipe),97.89,3,0,1
21107,BA,Blicnet d.o.o.,Stub: UNVERIFIED (Dirty Feed),37.84,3,1,3
62217,GB,Vinters IT Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,3,3,6
54148,US,Dynamic Quantum Networks,Stub: UNVERIFIED (Dirty Feed),-1.0,3,8,15
210036,DE,Rayhaan Ahmad Jaufeerally,Stub: UNVERIFIED (Dirty Feed),-1.0,3,4,5
30892,ES,DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS IBERIA SL,Stub: INHERITED (Clean Pipe),-1.0,3,0,3
399580,CA,Radish Networks,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,2
47689,US,"Pudu, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,3,3,8
31510,DE,Innsbrucker Kommunalbetriebe AG,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,3
15366,DE,DNS:NET Internet Service GmbH,Stub: SECURE (Clean Pipe),99.7,3,0,3
15401,FR,Orange Business Services SA,Stub: INHERITED (Clean Pipe),-1.0,3,0,3
7247,US,Mojo Networks,Stub: INHERITED (Clean Pipe),-1.0,3,0,1
15450,ES,Alhambra Systems SA,Stub: UNVERIFIED (Dirty Feed),-1.0,3,1,2
212068,DE,Alioth Systems Limited,Stub: UNVERIFIED (Dirty Feed),-1.0,3,2,3
56430,RO,Chroot Network SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,3,3,4
212109,GB,Squirrel Internet Ltd,Stub: UNVERIFIED (Dirty Feed),97.44,3,1,2
57084,SE,Bjare Kraft ekonomisk forening,Stub: SECURE (Clean Pipe),100.0,3,0,1
16125,LT,UAB Cherry Servers,Stub: UNVERIFIED (Dirty Feed),96.75,3,2,3
41000,GB,Freethought Internet Limited,Stub: INHERITED (Clean Pipe),-1.0,2,0,3
401486,US,RAVNIX LLC,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
196819,DE,DEMANDO GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
378,IL,IUCC - Israel InterUniversity Computation Center,Stub: UNVERIFIED (Dirty Feed),77.68,2,1,1
328228,BJ,SOCIETE BENINOISE D'INFRASTRUCTURES NUMERIQUES,Stub: UNVERIFIED (Dirty Feed),47.39,2,1,1
8859,NL,OSN Online Service Nuernberg GmbH,Stub: INHERITED (Clean Pipe),-1.0,2,0,3
197301,NL,Parknet F.M.B.A.,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
49985,CZ,IP4ISP z.s.p.o,Stub: UNVERIFIED (Dirty Feed),96.93,2,2,3
25620,BO,COTAS LTDA.,Stub: UNVERIFIED (Dirty Feed),97.39,2,2,2
33885,SE,Telenor Sverige AB,Stub: SECURE (Clean Pipe),99.3,2,0,2
33932,ES,everyWAN,Stub: INHERITED (Clean Pipe),-1.0,2,0,2
33984,DE,Surfplanet GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
214213,PT,"START - Sines Transatlantic Renewable & Technology Campus, S. A.",Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
132337,GB,Axclusive,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,7
42455,GB,ELITE GROUP.IM LIMITED,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
329325,ZA,Maxko for Gaming Development,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
50821,SE,Bredband2 Stockholms Stadsnaet AB,Stub: SECURE (Clean Pipe),100.0,2,0,1
42699,DE,axilaris GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
43037,DE,"Seznam.cz, a.s.",Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
34878,DE,Karlsruhe Institute of Technology,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
206924,US,Ben Cartwright-Cox,Stub: UNVERIFIED (Dirty Feed),-1.0,2,3,6
395379,US,SCI REMC,Stub: SECURE (Clean Pipe),100.0,2,0,2
207083,US,HostSlim B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
207160,DE,Factory Campus Verwaltungs-GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
2486,FR,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,4
2613,FR,Association Romandix,Stub: INHERITED (Clean Pipe),-1.0,2,0,2
51786,CH,Patrick Velder,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
264811,TT,AIR LINK COMMUNICATIONS,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,1
60131,NL,High5! B.V.,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
273149,GT,"PUNTO DE TRAFICO DE INTERCAMBIO DE INTERNET GUATEMALA, S.A. (PIT GUATEMALA)",Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,1
207727,DK,Asbjorn Sloth Tonnesen trading as a5n,Stub: INHERITED (Clean Pipe),-1.0,2,0,2
199578,DE,Rheinland-Pfaelzische Technische Universitaet Kaiserslautern-Landau,Stub: INHERITED (Clean Pipe),-1.0,2,0,2
60345,RU,icixs networks GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,4
207849,FR,ESIEESPACE,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
52210,US,Accuris Technologies Ltd.,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
19504,US,"WTC Communications, Inc.",Stub: SECURE (Clean Pipe),100.0,2,0,4
11358,NL,Tennant Software,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,3
52322,AR,TELCOCOM,Stub: UNVERIFIED (Dirty Feed),73.81,2,1,2
199811,CH,Wifx SA,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,4
11402,US,"Charlotte Colocation Center, LLc",Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
3213,GB,Bogons Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
396503,CA,WestConnect Communications,Stub: UNVERIFIED (Dirty Feed),-1.0,2,3,4
44574,GB,Network Services Ltd.,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
200242,US,Ember Ana,Stub: UNVERIFIED (Dirty Feed),-1.0,2,7,12
36549,KY,WestTel Ltd.,Stub: UNVERIFIED (Dirty Feed),97.65,2,1,1
135065,TL,National Directorate of Information and Technology,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,1
53343,US,sc Network,Stub: UNVERIFIED (Dirty Feed),-1.0,2,4,11
12620,CH,Ticinocom SA,Stub: SECURE (Clean Pipe),100.0,2,0,2
12628,GB,JACO ENGELBRECHT,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
29067,UA,Hostmaster LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,2,8,12
45494,NP,NREN ASN for Misc. Root Servers and Community,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,1
12847,LV,Latvijas Mobilais Telefons SIA,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,6
12887,PL,Netia SA,Stub: SECURE (Clean Pipe),99.69,2,0,1
12906,IT,Deltatre S.p.A.,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
45680,JP,DOVA Corporation,Stub: INHERITED (Clean Pipe),-1.0,2,0,2
12929,NO,Telia Norge AS,Stub: SECURE (Clean Pipe),99.98,2,0,1
12931,DE,IDKOM Networks GmbH,Stub: INHERITED (Clean Pipe),-1.0,2,0,2
29396,NL,Eurofiber Nederland BV,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
54014,US,"Jurassic Innovations, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
152407,ID,PT Netfinity Network Indonesia,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,2
62371,CH,Proton AG,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,5
21599,PA,Cable Onda,Stub: SECURE (Clean Pipe),98.76,2,0,1
38299,NZ,REANNZ Corporate,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,1
46886,US,Tekify Broadband,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
47286,RU,OTS Ltd.,Stub: UNVERIFIED (Dirty Feed),-1.0,2,4,4
202945,FR,Benjamin Collet,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,4
211186,GR,Fast Telecom P.C.,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
63771,JP,Border Gateway Protocol Network Analysis Project,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
63804,US,DOVA Corporation,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,2
203215,DE,DATAGROUP Enterprise Services GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,2,3,5
14858,US,"Hanson Information Systems, Inc. / Family Net",Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,3
31275,RU,LLC Telecom-Service,Stub: UNVERIFIED (Dirty Feed),-1.0,2,3,3
64238,US,DNS-OARC,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
39767,GB,Sargasso N1 Limited,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,2
211858,FR,PAU LOGICIELS LIBRES ASSOCIATION (PAULLA),Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,1
39839,NL,Punktum dk A/S,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
64475,DE,Freifunk Frankfurt am Main e.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,4
31712,GB,GIGASTREAM LIMITED,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
56293,MN,Kewiko LLC,Stub: SECURE (Clean Pipe),99.9,2,0,1
48112,RO,XINDI Networks SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,3
7420,ZM,Zamnet,Stub: INHERITED (Clean Pipe),-1.0,2,0,1
204035,DE,oneCorp GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
212245,DE,Stephanie WILDE-HOBBS,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,3
204059,NL,Neutrinet ASBL/VZW,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,1
212865,CH,netconnect AG,Stub: UNVERIFIED (Dirty Feed),-1.0,2,1,3
401332,US,Triplebit,Stub: UNVERIFIED (Dirty Feed),-1.0,2,2,5
40980,AT,Anexia Cloud Solutions GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
40981,ME,University of Montenegro,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
401446,US,Converted Networks LLC,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
204847,SE,Borgholms Kommun,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
213052,NL,Bram Wittendorp trading as BittenBytes,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
8253,GR,Democritus University of Thrace,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
57407,DE,CK Software GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
32881,CA,Server North,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
8330,GB,LONAP Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,5
41103,GB,teleBIZZ Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
24725,UA,"LLC ""Hostmaster""",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
327831,DJ,Djibouti Data Center SARL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
158,SE,Ericsson Inc.,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
213151,DE,Christian Elsen,Stub: UNVERIFIED (Dirty Feed),-1.0,0,4,6
213155,HU,Yettel Hungary Ltd.,Stub: UNVERIFIED (Dirty Feed),40.36,0,1,1
49334,XX,SH ONLINE ILETISIM ANONIM SIRKETI,IXP / Peer / Stub,-1.0,0,0,0
327864,TD,AlbideyNet,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
41153,NL,Gamma Communications Nederland B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,3
24776,FR,INFOCLIP SA,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,5
24786,DE,ProSiebenSat.1 Tech & Services GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
24806,CZ,"INTERNET CZ, a.s.",Stub: SECURE (Clean Pipe),100.0,0,0,4
393460,US,NMSURF,Stub: SECURE (Clean Pipe),100.0,0,0,1
24840,DE,NICOS AG,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
205094,DE,Tivon Haeberlein,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
205100,DE,F3 Netze e.V.,Stub: UNVERIFIED (Dirty Feed),62.82,0,3,4
24921,LV,Latvijas Mobilais Telefons SIA,Stub: SECURE (Clean Pipe),99.84,0,0,1
57692,FI,Kapsi Internet-kayttajat ry,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
24956,DE,Gaertner Datensysteme GmbH & Co. KG,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
213392,DE,Tan Siewert,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,3
57777,DE,Jeroen Massar,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
57794,GR,ELLINIKA DIKTIA KALODION MEPE,Stub: SECURE (Clean Pipe),100.0,0,0,3
41424,LV,Latvian Railways,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
57821,DE,Nonattached Network e.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
328162,KE,Icolo Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
49640,IT,S.P.E. SISTEMI E PROGETTI ELETTRONICI S.A.S. DI PRANDINI PAOLO E C.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
401903,US,"Crimson Pacific Networks, LLC",Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
16881,US,"Prall, Inc., David C",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
213495,DE,SERVITRO LTD,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
205311,GB,Cambridge Fibre Networks Ltd.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
49688,FR,John Berry,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
49703,BE,CONSULTIC SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
8745,BG,Bulgarian Academy of Sciences,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
197164,DE,IsarNet AG,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
393773,US,Oracle Corporation,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
8752,RU,"AO ""ASVT""",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
213576,NL,Robert Weir,Stub: UNVERIFIED (Dirty Feed),-1.0,0,9,13
205400,CZ,VIVO CONNECTION spol. s r.o.,Stub: SECURE (Clean Pipe),100.0,0,0,2
205425,DE,CTS Eventim Solutions GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
393886,US,"Leaseweb USA, Inc.",Stub: INHERITED (Clean Pipe),91.14,0,0,2
213669,HU,Varadi Daniel,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
197307,CZ,"Core4Net, s.r.o.",Stub: UNVERIFIED (Dirty Feed),39.38,0,1,2
197317,DK,Nuuday A/S,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
328391,ZA,Rocking Connect PTY (LTD),Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
41690,FR,Dailymotion S.A.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
41696,NL,Ram Mobile Data (Netherlands) B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
393960,US,Host4Geeks LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
17138,US,Matt Peterman Sole Proprietor,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
25353,CH,BAR Informatik AG,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
8991,GR,Hellenic Centre for Marine Research,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
205617,NL,"P. van den Belt is trading as ""QSIT"" V.O.F.",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
833,US,Spearware Networks LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
9026,IT,MYNET S.R.L.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
834,US,IPXO LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,4,5
25412,ES,"CORPORACIO CATALANA DE MITJANS AUDIOVISUALS, S.A.",Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
197448,PL,NT Group Systemy Informatyczne Sp. z o.o.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
58202,US,NoPKT LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
131937,JP,Joetsu Cable Vision,Stub: SECURE (Clean Pipe),98.71,0,0,2
58220,CZ,Tomas Budai,Stub: SECURE (Clean Pipe),100.0,0,0,1
9069,GR,UNIWA,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
25455,NL,Guardfox SRL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,5
132003,NZ,Network Research Lab,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
197564,SE,Stiftelsen for Internetinfrastruktur,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
25538,DE,Internet Ulm/Neu-Ulm e.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
9161,US,Poundbury Systems Ltd.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
205787,DE,Public Cloud Ltd.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
205790,DE,DCSO Deutsche Cyber-Sicherheitsorganisation GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
992,US,Modest Labs LLC,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
41955,DE,SerNet Service Network GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
41981,DE,Flying Circus Internet Operations GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
33796,DK,BOLIGNET-AARHUS F.M.B.A.,Stub: SECURE (Clean Pipe),100.0,0,0,1
197641,DE,Innofinity GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
197669,GB,CloudCall LTD,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,5
263224,PE,EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA,Stub: INHERITED (Clean Pipe),58.23,0,0,2
197696,FR,Evolix SARL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,4
1088,US,FastBridge Fiber,Stub: SECURE (Clean Pipe),99.04,0,0,2
197712,ES,"10dencehispahard, S.L.",Stub: INHERITED (Clean Pipe),-1.0,0,0,2
25693,US,Virtual Machine Solutions LLC,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,4
197729,DE,Binect GmbH,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
1128,NL,Technische Universiteit Delft,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
1133,NL,University of Twente,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
1140,NL,Stichting Internet Domeinregistratie Nederland,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
205976,NO,Arribatec Cloud AS,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
328870,ZA,SynBurst (Pty) Ltd,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
50348,CZ,"KVADOS, a.s.",Stub: INHERITED (Clean Pipe),-1.0,0,0,2
1200,NL,Amsterdam Internet Exchange B.V.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,6
328913,CM,ST DIGITAL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
9431,NZ,The University of Auckland,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
25820,US,IT7 Networks Inc,Stub: UNVERIFIED (Dirty Feed),32.46,0,9,15
42207,SI,Agencija za komunikacijska omrezja in storitve republike Slovenije,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
9443,AU,Vocus Retail,Stub: SECURE (Clean Pipe),99.45,0,0,1
206067,GB,Hutchison 3G UK Limited,Stub: INHERITED (Clean Pipe),88.7,0,0,2
328964,ZA,Insight Actuarial Solutions (Pty) Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
58631,NZ,Vista Group (NZ) Limited,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
206114,SE,Gavle Energi AB,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
58698,AU,The University of Wollongong,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
214347,GB,Massive Dynamic Technical Services Limited,Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,2
34134,GB,FreeClix Ltd,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
197975,US,LINK Mobility GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,3
206177,CZ,SitePark s.r.o.,Stub: SECURE (Clean Pipe),100.0,0,0,1
214380,NL,Tim de Boer trading as tim427.net,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,6
198024,FI,Istekki Oy,Stub: INHERITED (Clean Pipe),-1.0,0,0,2
198050,PL,"Marek Piwowarski trading as ALFA-SYSTEM M. Piwowarski, A. Widera s.j.",Stub: SECURE (Clean Pipe),98.53,0,0,1
50599,PL,DATASPACE P.S.A.,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,5
198060,FR,Darva (Developpement D'applications Sur Reseaux a Valeur Ajoutee) SAS,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
329158,TD,N'Djamena IX,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
42490,PL,ZETO-RZESZOW Sp. z o.o.,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
9735,HK,Hong Kong Domain Name Registration Co. Ltd,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,1
198161,CZ,"Sokolovska uhelna, pravni nastupce, a.s.",Stub: UNVERIFIED (Dirty Feed),-1.0,0,2,3
214556,DE,Vexura UG (Haftungsbeschraenkt),Stub: INHERITED (Clean Pipe),-1.0,0,0,2
214564,ZA,Bruce Moriarty,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
42557,AT,Xidras GmbH,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
263759,PA,CELERO NETWORKS CORP,Stub: UNVERIFIED (Dirty Feed),39.45,0,1,2
198249,DE,Ops One AG,Stub: UNVERIFIED (Dirty Feed),-1.0,0,3,4
214640,SE,Hostup AB,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,3
50825,CZ,UVT Internet s.r.o.,Stub: UNVERIFIED (Dirty Feed),91.87,0,1,1
42643,PL,Sebastian Baginski BLAST.PL,Stub: UNVERIFIED (Dirty Feed),-1.0,0,1,2
34467,RU,"JSC Telephone Company ""Sotcom""",Stub: INHERITED (Clean Pipe),-1.0,0,0,1
214696,US,Uncollapse LLC,Stub: INHERITED (Clean Pipe),-1.0,0,0,1
