asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds
197768,"FEDERAL STATE BUDGETARY EDUCATIONAL INSTITUTION OF HIGHER EDUCATION ""NOVOSIBIRSK STATE ARCHITECTURAL AND CONSTRUCTION UNIVERSITY (SIBSTRIN)""",XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197770,comp.nets.go Gmbh,XX,0,Stub / Leaf,-1.0,0,0
197771,OCTN Networks AB,XX,0,Stub / Leaf,-1.0,0,0
197772,"NODO50, Altavoz por la libertad de expresion y comunicacion",XX,0,SECURE (Full Coverage),-1.0,0,1
197773,"JSC ""Ekaterinburgskaja jelektrosetevaja kompanija""",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197774,CDMA Services Limited,XX,0,Stub / Leaf,-1.0,0,0
197775,OCTN Networks AB,XX,0,SECURE (Full Coverage),-1.0,0,1
197776,E-Kancelaria Grupa Prawno-Finansowa Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197777,INSIGMA IT Engineering GmbH,XX,0,SECURE (Full Coverage),-1.0,0,2
197778,LACOUR CONCEPT SAS,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197759,Enapter AG,XX,0,SECURE (Full Coverage),-1.0,0,3
197781,"""Avers"" Company Limited",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197782,Chaostreff Dortmund e.V.,XX,0,Stub / Leaf,-1.0,0,0
197783,"Joint Stock Company ""Management Company ""Bryansk Engineering Works""",XX,0,Stub / Leaf,-1.0,0,0
197745,feel3 UG (haftungsbeschraenkt),XX,0,SECURE (Full Coverage),-1.0,0,1
197746,"Georgios Vardikos trading as ""HYPERHOSTING""",XX,0,SECURE (Full Coverage),-1.0,0,1
197747,Przedsiebiorstwo Informatyczne Petroinform.Net Sp.z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,3,4
197748,MERCAN NET BILISIM TEKNOLOJILERI TIC. LTD.STI.,XX,0,Stub / Leaf,-1.0,0,0
197750,NK Services (Magyarorszag) Kft.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197751,"""Trade and logistics facility ARKTIKA"" Ltd",XX,0,Stub / Leaf,-1.0,0,0
197753,QuadV Ltd,XX,0,Stub / Leaf,-1.0,0,0
197755,ELGROM P.M.I.E. Garbacz Jerzy,XX,0,Stub / Leaf,-1.0,0,0
197756,Pervaya Ekspedizionnaya Kompaniya LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197757,Ivan Bulavkin,XX,0,Stub / Leaf,-1.0,0,0
197780,"MUNICIPAL INSTITUTION ""CENTER OF MUNICIPAL INFORMATION RESOURCES AND TECHNOLOGIES""",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197940,"""ROBI-KOM"" Robert Mazur",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197941,MENGERLER TICARET TURK ANONIM SIRKETI,XX,0,SECURE (Full Coverage),-1.0,0,1
197942,Forsakringskassan,XX,0,SECURE (Full Coverage),-1.0,0,2
197943,Telenor Norge AS,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197944,Virtua IT d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197945,Interoko Ltd,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197946,Amnpardaz Soft Corporation,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197947,Recordati Industria Chimica e Farmaceutica S.p.A.,XX,0,SECURE (Full Coverage),-1.0,0,1
197948,Poste Italiane S.p.A.,XX,0,SECURE (Full Coverage),-1.0,0,1
197949,DPG Media Services NV,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
197915,All for One Group SE,XX,0,PARTIAL (Mixed Feeds),-1.0,10,21
197916,BIL-TIM BILGISAYAR HIZMETLERI ANONIM SIRKETI,XX,0,SECURE (Full Coverage),-1.0,0,1
197849,RACZEK.NET Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197918,Mexem sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197919,Noah van der Aa,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197920,SKODA ICT s.r.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197921,Housing Bank for Trade and Finance PLC.,XX,0,VULNERABLE (No Coverage),-1.0,3,3
197923,FOP Obuhov Oleg Gennadiyovich,XX,0,Stub / Leaf,-1.0,0,0
197925,European Commission,XX,0,Stub / Leaf,-1.0,0,0
197926,Itel Solutions sp. z o.o.,XX,0,Stub / Leaf,-1.0,0,0
197927,"THEIPBOX, SL",XX,0,PARTIAL (Mixed Feeds),-1.0,2,4
197928,Grene Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197929,PRONET-COM LTD,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197930,Haahtela-kehitys Oy,XX,0,SECURE (Full Coverage),-1.0,0,1
197931,CT Interactive EOOD,XX,0,VULNERABLE (No Coverage),-1.0,3,3
197917,Elektrizitaetswerke Frastanz GmbH,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197981,BSO Network Solutions SAS,XX,0,PARTIAL (Mixed Feeds),-1.0,14,23
197982,Polsko-Japonska Wyzsza Szkola Technik Komputerowych,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197983,MONOGO SP. Z O.O.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197984,State Unitary Enterprise Scientific Engineering and Marketing Researches Center UNICON.UZ,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197985,F2X Operator B.V.,XX,0,Stub / Leaf,-1.0,0,0
197952,UK UNISERVICE LLC,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197953,Vmware International Unlimited Company,XX,0,Stub / Leaf,-1.0,0,0
197954,Ambrogio s.r.l.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197955,"LLC PK ""ANGSTREM""",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197956,G.ART Technology Artur Grabiec,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197957,Ker Broadband Communications Ltd,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197958,NET DEFENCE LIMITED,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197937,Mizban Dadeh Roham Co,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197960,"LIMITED LIABILITY COMPANY ""INTERNET SERVICE PROVIDER ""MEGA""",XX,0,PARTIAL (Mixed Feeds),-1.0,3,4
197961,Stowarzyszenie e-Poludnie,XX,0,PARTIAL (Mixed Feeds),-1.0,3,5
197962,7HOOP MOB TELECOM LLC,XX,0,Stub / Leaf,-1.0,0,0
197963,Jiri Vitak,XX,0,SECURE (Full Coverage),-1.0,0,1
197964,Julius Blum GmbH,XX,0,PARTIAL (Mixed Feeds),-1.0,7,14
197965,Proact Deutschland GmbH,XX,0,PARTIAL (Mixed Feeds),-1.0,4,10
197966,Tubes International Sp. z.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197967,"PP ""TELE-KOM""",XX,0,SECURE (Full Coverage),-1.0,0,1
197932,MARCANT AG,XX,0,Stub / Leaf,-1.0,0,0
197933,VTech Technologies SP. Z O.O.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197934,"""BALTINVESTBANK"" PJSC",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197935,Polska Agencja Rozwoju Przedsiebiorczosci,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197936,ADB Polska Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,3,6
197959,VIRTUA SYSTEMS SAS,XX,0,Stub / Leaf,-1.0,0,0
197895,"ONYX engineering, spol. s r.o.",XX,0,SECURE (Full Coverage),-1.0,0,1
197859,E.S.I. S.n.c di Teofili Elisabetta e C.,XX,0,SECURE (Full Coverage),-1.0,0,1
197860,Haruka Network Limited,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197862,Netfone Telecom Tavkozlesi es Szolgaltato KFT,XX,0,SECURE (Full Coverage),-1.0,0,1
197864,Infonet Media d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197865,Window's Manufactory Ltd,XX,0,Stub / Leaf,-1.0,0,0
197867,FELIX WONG TRADING AS FANTASTIC HOMEWARE USA CO,XX,0,SECURE (Full Coverage),-1.0,0,1
197868,LLC Service Telecom,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197869,Luxembourg House of Cybersecurity,XX,0,SECURE (Full Coverage),-1.0,0,4
197870,"S.I.A.""IBANPAY""",XX,0,SECURE (Full Coverage),-1.0,0,1
197872,Electronic Arts Limited,XX,0,Stub / Leaf,-1.0,0,0
197873,"JSCB ""ENERGOBANK""",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197896,"JSC ""INTERPROGRESSBANK""",XX,0,VULNERABLE (No Coverage),-1.0,3,3
197875,ORLEN Unipetrol RPA s.r.o.,XX,0,SECURE (Full Coverage),-1.0,0,1
197876,ICM Netsystems 2005 SL,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197877,ASSISTANCE CORIS d.o.o. Ljubljana,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197878,"OOO ""M2M telematica-Altai""",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197840,FIBERLINK Sp. z o.o.,XX,0,SECURE (Full Coverage),-1.0,0,2
197841,"Michael Newcomb, Sole Proprietorship",XX,0,SECURE (Full Coverage),-1.0,0,1
197843,"Impol 2000, d. d. ",XX,0,VULNERABLE (No Coverage),-1.0,3,3
197844,Agnieszka Magda Marczak-Ipatow trading as NET4ME,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197845,Cegeka S.P.A.,XX,0,SECURE (Full Coverage),-1.0,0,2
197846,Radovan Ochvat trading as SAO Computers,XX,0,SECURE (Full Coverage),-1.0,0,1
197847,Classic Private University,XX,0,Stub / Leaf,-1.0,0,0
197848,NETPOL Piotr Pruba,XX,0,SECURE (Full Coverage),-1.0,0,2
197874,"Landeshauptstadt Muenchen, it@M",XX,0,SECURE (Full Coverage),-1.0,0,1
197897,5KOM OOD,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197899,LAN SINGLE MEMBER P.C.,XX,0,PARTIAL (Mixed Feeds),-1.0,8,15
197901,Ultra Xnet LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197902,Hostnet B.V.,XX,0,SECURE (Full Coverage),-1.0,0,1
197903,P4 Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197905,"""Kodeks.Com"" LLC",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197907,"AKSON, poslovno in informacijsko svetovanje, d.o.o.",XX,0,VULNERABLE (No Coverage),-1.0,2,2
197908,MYLAPS BV,XX,0,Stub / Leaf,-1.0,0,0
197909,EDEKA Rechenzentrum Sued Betriebs GmbH,XX,0,SECURE (Full Coverage),-1.0,0,2
197910,LUBGIP Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197911,JSC IOT,XX,0,SECURE (Full Coverage),-1.0,0,2
197912,Aktek Bilgi Iletisim Teknolojisi Sanayi Ve Ticaret AS,XX,0,SECURE (Full Coverage),-1.0,0,1
197894,PRONET GUVENLIK HIZMETLERI ANONIM SIRKETI,XX,0,SECURE (Full Coverage),-1.0,0,1
197914,Ecritel SASU,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197879,HelaPC s.r.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197880,ARQA Technologies LLC,XX,0,SECURE (Full Coverage),-1.0,0,2
197881,KRONTRON d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197885,Erik Stomp,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197886,Flashnet Kft,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197887,Energit Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197888,SPB TV Telecom LLC,XX,0,Stub / Leaf,-1.0,0,0
197889,Microsystem-Kecskemet Kft,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197890,Andreas Fahl trading as Megaservers.de,XX,0,SECURE (Full Coverage),-1.0,0,1
197891,CONGREGAZIONE CRISTIANA DEI TESTIMONI DI GEOVA,XX,0,SECURE (Full Coverage),-1.0,0,2
197892,Spoldzielnia Mieszkaniowa W Nowym Tomyslu,XX,0,SECURE (Active Local ROV),-1.0,2,3
197893,"Elsuhd Company for Communications Services, Cybersecurity, Information Technology, Electronic Governance, and Commercial Agencies, Ltd.",XX,0,VULNERABLE (No Coverage),-1.0,2,2
197913,Cadence Networks Ltd,XX,0,Stub / Leaf,-1.0,0,0
197537,WISDOM CLOUD INTERNET TECHNOLOGY PTE. LTD.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,4
197538,Egged Transportation Company Ltd.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197539,Equinix (Germany) GmbH,XX,0,Stub / Leaf,-1.0,0,0
197540,netcup GmbH,XX,0,SECURE (Full Coverage),-1.0,0,1
197541,Invidi Technologies AB,XX,0,Stub / Leaf,-1.0,0,0
197542,Jan Saulich,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197543,Mikrotech S.A. w upadlosci,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197544,Atos Poland Sp.z.o.o,XX,0,VULNERABLE (No Coverage),-1.0,3,3
197546,HC Nalozbe d.o.o.,XX,0,Stub / Leaf,-1.0,0,0
197547,Vertex Connectivity LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197548,Applixia SAS,XX,0,SECURE (Full Coverage),-1.0,0,1
197549,GHOSTnet GmbH,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197712,"10dencehispahard, S.L.",XX,0,SECURE (Full Coverage),-1.0,0,3
197551,AMEOS SARL,XX,0,PARTIAL (Mixed Feeds),-1.0,4,9
197517,Salva Kindlustuse AS,XX,0,VULNERABLE (No Coverage),-1.0,3,3
197518,Rackmarkt SL,XX,0,PARTIAL (Mixed Feeds),-1.0,4,6
197519,ADVANIA NORGE AS,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197520,UnionCOM Ltd,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
197521,SPAN d.d.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197523,DV Info Informatikai kft.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197524,Leonet GmbH,XX,0,PARTIAL (Mixed Feeds),-1.0,7,14
197525,Etablissement d'assurance contre l'incendie et les elements naturels du Canton de Vaud (ECA),XX,0,SECURE (Full Coverage),-1.0,0,1
197526,ANO VO Russian New University,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197527,Miejskie Przedsiebiorstwo Komunikacyjne SA w Krakowie,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197530,VIRTUAL TELECOM SP. Z O.O.,XX,0,Stub / Leaf,-1.0,0,0
197550,"Internet4you.cz, spol. s r.o.",XX,0,SECURE (Full Coverage),-1.0,0,1
197578,PE Alekseenko Igor Yurevich,XX,0,Stub / Leaf,-1.0,0,0
197579,"BASS d.o.o., Celje",XX,0,VULNERABLE (No Coverage),-1.0,2,2
197580,CONNECTICORE TELECOMMUNICATIONS INFORMATION TECHNOLOGY S.A,XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
197581,Conect networks and Information Technology i Jonkoping AB,XX,0,SECURE (Full Coverage),-1.0,0,2
197582,State Institution National Library of Ukraine for children,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197584,"Khoros International, LLC, Wilmington, USA, Zweigniederlassung Zurich",XX,0,Stub / Leaf,-1.0,0,0
197585,"JSC ""ER-Telecom Holding""",XX,0,Stub / Leaf,-1.0,0,0
197586,UHC sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197588,Multiplay Sp. z o.o.,XX,0,Stub / Leaf,-1.0,0,0
197552,Wyzsza Szkola Przedsiebiorczosci i Administracji w Lublinie,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197553,"Federal State Budgetary Institution ""State Research Institute of Aviation Systems""",XX,0,VULNERABLE (No Coverage),-1.0,2,2
197554,ISP RIAD Ltd,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197536,Kovintrade d.d. Celje,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197556,TNS-Plus LLP,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197557,RUN Communications AB,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197558,Muth Citynetz Halle GmbH,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197559,OOO Non Banking Credit Organization Western Union DP East,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197560,Beeks Financial Cloud Ltd,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197561,HOST VDS LLC,XX,0,SECURE (Full Coverage),-1.0,0,1
197562,Boscop SC,XX,0,SECURE (Full Coverage),-1.0,0,1
197563,"""GLOBALNET UA"" LLC",XX,0,PARTIAL (Mixed Feeds),-1.0,3,11
197564,Stiftelsen for Internetinfrastruktur,XX,0,SECURE (Full Coverage),-1.0,0,2
197565,NHK Solutions s.r.o.,XX,0,SECURE (Full Coverage),-1.0,0,1
197566,Livady s.r.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197567,Telekom-Servis Ltd.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197535,"LLC ""Svyazenergo""",XX,0,PARTIAL (Mixed Feeds),-1.0,1,4
197555,SMARTMIETEN TECH PRIVATE LIMITED,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197492,ALSATIS SERVICES SAS,XX,0,PARTIAL (Mixed Feeds),-1.0,6,11
197493,Stratu A/S,XX,0,Stub / Leaf,-1.0,0,0
197494,Polskie Radio-Regionalna Rozglosnia we Wroclawiu-Radio Wroclaw-Spolka Akcyjna,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197495,One.com A/S,XX,0,SECURE (Full Coverage),-1.0,0,1
197496,SkyLan Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197497,OFFICE OF THE PRIME-MINISTER OF THE REPUBLIC OF ARMENIA STATE BODY,XX,0,SECURE (Full Coverage),-1.0,0,1
197498,VERBETA Ltd.,XX,0,Stub / Leaf,-1.0,0,0
197466,SIA 3ENITH,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197467,Samara University named after Korolev,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197468,OOO NETPLUS,XX,0,Stub / Leaf,-1.0,0,0
197469,JONAS LEDER,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197470,TELE-TV d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197531,Server Plus Ltd,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197472,UNIQA Towarzystwo Ubezpieczen S.A.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197473,Studio Funk GmbH & Co. KG,XX,0,SECURE (Full Coverage),-1.0,0,2
197474,"Securex s.c., Tomasz Raczynski, Piotr Abgarowicz",XX,0,VULNERABLE (No Coverage),-1.0,2,2
197475,Petabit AS,XX,0,SECURE (Full Coverage),-1.0,0,1
197476,RoSite Equipment SRL,XX,0,SECURE (Full Coverage),-1.0,0,1
197477,Moritz Mantel trading as Nerdscave,XX,0,PARTIAL (Mixed Feeds),-1.0,6,8
197478,Babel Sistemas de Informacion SL,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197479,"""GREFNET"" Miroslaw Grefkowicz",XX,0,SECURE (Full Coverage),-1.0,0,3
197480,SerczerNET Malgorzata Nienaltowska,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197481,TOV MAKARIVSKI MEREJI,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197447,ITTMEDIA telecom Marcin Lubelski,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197448,NT Group Systemy Informatyczne Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197471,Mass Response Service GmbH,XX,0,Stub / Leaf,-1.0,0,0
197532,Bart Hooft,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197533,InRing LTD,XX,0,Stub / Leaf,-1.0,0,0
197534,ICAP CRIF A.E.,XX,0,SECURE (Full Coverage),-1.0,0,1
197499,PE Pivovar Aleksej Nikolaevich,XX,0,SECURE (Full Coverage),-1.0,0,2
197500,SA SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE,XX,0,SECURE (Full Coverage),-1.0,0,2
197501,Michkovskiy Ruslan,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197503,Sptelek Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,2,4
197504,G-TELL Ltd,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197505,Docaposte DPS SAS,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197506,Level7 s.r.l.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,5
197507,Rossmann Supermarkety Drogeryjne Polska Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197508,INTEGRATED TELECOMMUNICATIONS OMAN CJSC,XX,0,Stub / Leaf,-1.0,0,0
197491,Applied International Informatics GmbH,XX,0,SECURE (Full Coverage),-1.0,0,2
197511,"Telesistemi, d.o.o.",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197512,"LLC ""STAR UKRAINE""",XX,0,VULNERABLE (No Coverage),-1.0,1,1
197513,POLSKIE RADIO-REGIONALNA ROZGLOSNIA W OLSZTYNIE RADIO OLSZTYN S.A.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197514,Nova Ljubljanska Banka d.d.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197515,ORIZON TELECOM S.A,XX,0,SECURE (Full Coverage),-1.0,0,2
197482,DoubleGIS LLC,XX,0,PARTIAL (Mixed Feeds),-1.0,4,9
197483,SYSAD IT SERVICES SL,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197484,APIXIT SAS,XX,0,SECURE (Full Coverage),-1.0,0,1
197485,Equasens SA,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197486,"""Uzbektelekom"" Joint Stock Company",XX,0,Stub / Leaf,-1.0,0,0
197487,JSC Microfinance Organization KMF,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197489,"State Corporation Bank of Development ""WEB.RF""",XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197490,SIRIUS VP LLC,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197509,pharma mall Gesellschaft fuer Electronic Commerce GmbH,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197673,JSC Avantel,XX,0,Stub / Leaf,-1.0,0,0
197674,WIN DSL s.a.r.l,XX,0,Stub / Leaf,-1.0,0,0
197677,Mr David John Benwell,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197678,MINISTERSTWO IT - Michal Winkler,XX,0,PARTIAL (Mixed Feeds),-1.0,3,5
197679,Kolektor Group d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197680,Epoka Sp.z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197681,PE Savchin Igor Miroslavovich,XX,0,SECURE (Full Coverage),-1.0,0,1
197682,Niezalezny Operator Miedzystrefowy Sp zoo,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197684,DeRoy LLC.,XX,0,SECURE (Full Coverage),-1.0,0,1
197685,Onionring Limited,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197645,GCI Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197647,INERPS EOOD,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197577,KomTelecom LLC,XX,0,SECURE (Full Coverage),-1.0,0,1
197649,JUAN PORRO FLORES,XX,0,Stub / Leaf,-1.0,0,0
197650,AirMax S.r.l.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197651,FIC SHARECO LIMITED,XX,0,SECURE (Full Coverage),-1.0,0,2
197653,KOESIO Networks SAS,XX,0,SECURE (Full Coverage),-1.0,0,2
197654,Eczacibasi Bilisim San.ve Tic. A.S.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197655,GEN-I d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197656,ERGO Technology & Services S.A.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197659,Funkwerk Security Solutions GmbH,XX,0,SECURE (Full Coverage),-1.0,0,1
197660,QuickPay ApS,XX,0,SECURE (Full Coverage),-1.0,0,2
197661,LLC ONE-NET,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197662,XEFI ENGINEERING BY NC2 SAS,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197663,"POLANS, telekomunikacijske storitve d.o.o.",XX,0,VULNERABLE (No Coverage),-1.0,2,2
197648,CLOUDLAYER8 LIMITED,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197714,Chishko Evgeniy Nikolaevich,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197715,Serverbike LTD,XX,0,SECURE (Full Coverage),-1.0,0,2
197716,MULTI KOMUNIKACIJE d.o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197717,JSC Mikhailovsky GOK im. A.V. Varicheva,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197718,OOO Elektron,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197720,TURKTICARET.NET YAZILIM HIZMETLERI SAN. ve TIC. A.S.,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197721,USLUGI KOMPUTEROWE KOZDEBA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197723,Andrej Tarasov,XX,0,Stub / Leaf,-1.0,0,0
197724,"S.U.O.T.S. ""TEOSAT""",XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197687,Telemach BH d.o.o. Sarajevo,XX,0,Stub / Leaf,-1.0,0,0
197688,PE Melnik Yuriy Olegovich,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197689,OVD Kinegram AG,XX,0,SECURE (Full Coverage),-1.0,0,2
197672,"P.P.U.H. INTERPLUS M.Mrozek, R.Wozniak Sp. J.",XX,0,PARTIAL (Mixed Feeds),-1.0,2,3
197693,Siberian Internet Company LLC,XX,0,Stub / Leaf,-1.0,0,0
197694,Municipal Office of the City Prague,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197696,Evolix SARL,XX,0,SECURE (Active Local ROV),-1.0,3,9
197697,Dariusz Klimczuk trading as DERKOM Sp. J.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,3
197699,Titano Technologies Srl,XX,0,Stub / Leaf,-1.0,0,0
197701,NET-KOMP Krystian Kania,XX,0,SECURE (Full Coverage),-1.0,0,2
197702,ALTERIS Sp. z o.o.,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197703,IP MARKET - FZCO,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197704,24IT MEDIA Sp. z o.o.,XX,0,SECURE (Full Coverage),-1.0,0,3
197665,LLC CITY STROY,XX,0,Stub / Leaf,-1.0,0,0
197668,Kirov Region Governor and Government Administration,XX,0,PARTIAL (Mixed Feeds),-1.0,1,2
197669,CloudCall LTD,XX,0,SECURE (Active Local ROV),-1.0,6,13
197671,GTECH POLSKA Sp. z o.o.,XX,0,VULNERABLE (No Coverage),-1.0,2,2
197690,CBlue SPRL,XX,0,SECURE (Full Coverage),-1.0,0,2
197625,BMF PORT BURGAS AD,XX,0,VULNERABLE (No Coverage),-1.0,1,1
197626,XU ZIYAO,XX,0,SECURE (Full Coverage),-1.0,0,1
